INSTRUMENTID_FE	REF_DATE	MARKET	RIC0	SYMBOL	SEDOL	MKT_SETTL_CONV	EXCHANGE_MARKET_CODE	FINAL_SETTLEMENT_DAYS	FIID	SSL_FEID	SSL_SNAPSHOT_DATE	MARKET_NAME	F_IS_PRIMARY
STANLY BLK&DCKR	20200831	XNYS	USD:N:4:US8545021011	SWK		2		2	L_S_5ad746e0-1f2e-11e9-a2d0-b3645e528b7a_STANLY BLK&DCKR_TBRX	TBRX	30200831	Virtu	N
MB0X8 | 18 DEC 20 | P | A | 8.0000000000	20200831	XDMI	zS:INK4	MB		1		2	O_9885bf0a-494d-11e9-9970-3027219c6795_MB0X8 | 18 DEC 20 | P | A | 8.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
SBH	20200831	XNYS	USD:N:4:US79546E1047	SBH		2		2	L_S_e9e9141d-3c5e-11ea-cb25-720df61f70a2_SBH_TBRX	TBRX	30200831	Virtu	N
AGL0L4.40 | 18 DEC 20 | C | A | 4.4000000000	20200831	XDMI	zb:I6L5	AGL		1		2	O_9e45f488-61d3-11ea-bc20-eddd0e07b602_AGL0L4.40 | 18 DEC 20 | C | A | 4.4000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
KUEHNE & NAGEL	20200831	XSWX	CHF:S:4:CH0025238863	KNIN		2		2	L_S_5afd6aaa-1f2e-11e9-a2d0-b3645e528b7a_KUEHNE & NAGEL_TBRX	TBRX	30200831	Virtu	N
0_SDGP C 2279.03 25 - 5851 | 07 AUG 25 | C | E | 2279.0300000000	20200831	XXXX	31152459	5851		1		1	O_ab1ffb02-dc82-11ea-a960-6e0f8172dac5_0_SDGP C 2279.03 25 - 5851 | 07 AUG 25 | C | E | 2279.0300000000_TBRX	TBRX	30200831	Internal	Y
OPT_SD3E JAN22 CATM - 3651 | 26 JAN 22 | C | E | 1800.9500000000	20200831	XXXX	30678682	3651		2		5	O_bb628c46-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E JAN22 CATM - 3651 | 26 JAN 22 | C | E | 1800.9500000000_TBRX	TBRX	30200831	Internal	Y
NVIDIA  EUR	20200831	XXXX	20827	NVDA-U		2		2	L_S_efa41658-1f2a-11e9-a2d0-b3645e528b7a_NVIDIA  EUR_TBRX	TBRX	30200831	Internal	N
REGENCY CENTER	20200831	XNYS	USD:N:4:US7588491032	REG		2		2	L_S_5b05e158-1f2e-11e9-a2d0-b3645e528b7a_REGENCY CENTER_TBRX	TBRX	30200831	Virtu	N
Boise Cascade Co	20200831	XNYS	USD:N:4:US09739D1000	BCC		2		2	L_S_2495538c-a701-11e9-ac40-a83e753839f1_Boise Cascade Co_TBRX	TBRX	30200831	Virtu	N
ACCURAY ORD	20200831	XLON	146880	0H8I	BG05QF3	2		2	L_S_5a53192e-1f2e-11e9-a2d0-b3645e528b7a_ACCURAY ORD_TBRX	TBRX	30200831	LSE Millennium	N
SX7E JUL22 P100 BOND | 07 SEP 20 | P | E | 128.5600000000	20200831	XXXX	22603012			2		2	O_8597c372-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 P100 BOND | 07 SEP 20 | P | E | 128.5600000000_TBRX	TBRX	30200831	Internal	Y
ENEL FEB24 CALL 2.63 OTC - EPSILON | 12 FEB 24 | C | E | 2.6300000000	20200831	XXXX	26855153			5		5	O_c11da798-7710-11e9-9400-98972329be46_ENEL FEB24 CALL 2.63 OTC - EPSILON | 12 FEB 24 | C | E | 2.6300000000_TBRX	TBRX	30200831	OTC Derivatives	Y
EASTMAN CHEM	20200831	XNYS	EMN.N	EMN		2		2	L_S_5a671f5a-1f2e-11e9-a2d0-b3645e528b7a_EASTMAN CHEM_TBRX	TBRX	30200831	Reuters Elektron	Y
TYCO ELECTRONICS	20200831	XNYS	TEL.N	TEL		2		2	L_S_5aa944d4-1f2e-11e9-a2d0-b3645e528b7a_TYCO ELECTRONICS_TBRX	TBRX	30200831	Reuters Elektron	Y
WILLIAMS COMPS	20200831	XLON	146483	WMB		2		2	L_S_5a71392c-1f2e-11e9-a2d0-b3645e528b7a_WILLIAMS COMPS_TBRX	TBRX	30200831	LSE Millennium	N
SPX DEC21 CALL 2100- SOCGEN | 17 DEC 21 | C | E | 2100.0000000000	20200831	XXXX	19387153			2		2	O_c1975052-7710-11e9-9400-98972329be46_SPX DEC21 CALL 2100- SOCGEN | 17 DEC 21 | C | E | 2100.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
AIR LIQUIDE	20200831	XXXX	20751	AIRP-U		2		2	L_S_efa434b2-1f2a-11e9-a2d0-b3645e528b7a_AIR LIQUIDE_TBRX	TBRX	30200831	Internal	N
I06395	20200831	SEDX	864547	I06395		2		2	L_S_b3c59f9c-90e6-11ea-b430-b3e2b66d25c3_I06395_TBRX	TBRX	30200831	BIT SEDEX	Y
EDP RENOVAVEIS	20200831	XLIS	EDPR.LS	EDPR		2		2	L_S_5a38bd4a-1f2e-11e9-a2d0-b3645e528b7a_EDP RENOVAVEIS_TBRX	TBRX	30200831	Reuters Elektron	Y
FNM	20200831	XLON	26405	FNM	B28H749	2		2	L_S_efa01ed6-1f2a-11e9-a2d0-b3645e528b7a_FNM_TBRX	TBRX	30200831	LSE Millennium	N
ACCOR	20200831	PROS		ACC-U		2		2	L_S_6e458e92-1f2b-11e9-a2d0-b3645e528b7a_ACCOR_TBRX	TBRX	30200831	Proxy IMI	N
EPC ENI SEP25 P95 | 26 SEP 25 | P | E | 13.3070000000	20200831	XXXX	28495062			2		2	O_32c72dbe-e035-11e9-a220-4100c975c478_EPC ENI SEP25 P95 | 26 SEP 25 | P | E | 13.3070000000_TBRX	TBRX	30200831	Internal	Y
AUTOMATIC DATA	20200831	XLON	145704	ADP		2		2	L_S_5a52f660-1f2e-11e9-a2d0-b3645e528b7a_AUTOMATIC DATA_TBRX	TBRX	30200831	LSE Millennium	N
I06408	20200831	SEDX	864558	I06408		2		2	L_S_b3d56f12-90e6-11ea-b430-b3e2b66d25c3_I06408_TBRX	TBRX	30200831	BIT SEDEX	Y
EP3 G SEPT20 CALL100 | 25 SEP 20 | C | E | 10.9200000000	20200831	XXXX	21224903			2		2	O_851b937e-62b4-11e9-b160-4ad6f9df0bf5_EP3 G SEPT20 CALL100 | 25 SEP 20 | C | E | 10.9200000000_TBRX	TBRX	30200831	Internal	Y
I05729	20200831	SEDX	850370	I05729		2		2	L_S_a3940f22-d5e9-11e9-ba50-35a1ce420b26_I05729_TBRX	TBRX	30200831	BIT SEDEX	Y
IBM USD	20200831	XNYS	IBM.N	IBM		2		2	L_S_5a489350-1f2e-11e9-a2d0-b3645e528b7a_IBM USD_TBRX	TBRX	30200831	Reuters Elektron	Y
AMALGAMATED BANK	20200831	XNAS	USD:O:4:US0226631085	AMAL		2		2	L_S_7a8e1bdd-475f-11ea-df8a-9338a991efa6_AMALGAMATED BANK_TBRX	TBRX	30200831	Virtu	N
LIBERTY LATIN A	20200831	XNAS	USD:O:4:BMG9001E1286	0MDS	BDD0Q21	2		2	L_S_5ad2a04a-1f2e-11e9-a2d0-b3645e528b7a_LIBERTY LATIN A_TBRX	TBRX	30200831	Virtu	N
SD3E JUL24 C127 | 29 JUL 24 | C | E | 2613.6219000000	20200831	XXXX	22878104			2		2	O_732d1368-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUL24 C127 | 29 JUL 24 | C | E | 2613.6219000000_TBRX	TBRX	30200831	Internal	Y
ALPHABET INC A EUR	20200831	ETLX	508966	GOOGL		2		2	L_S_ef9e2b62-1f2a-11e9-a2d0-b3645e528b7a_ALPHABET INC A EUR_TBRX	TBRX	30200831	EuroTLX Equities	N
AIRBUS	20200831	ETLX	501089	EAD-U		2		2	L_S_ef9e13a2-1f2a-11e9-a2d0-b3645e528b7a_AIRBUS_TBRX	TBRX	30200831	EuroTLX Equities	N
BUNGE LIMTD	20200831	XNYS	BG.N	BG		2		2	L_S_5a3ddb68-1f2e-11e9-a2d0-b3645e528b7a_BUNGE LIMTD_TBRX	TBRX	30200831	Reuters Elektron	Y
KERING	20200831	ETLX	501069	PP		2		2	L_S_ef9d618c-1f2a-11e9-a2d0-b3645e528b7a_KERING_TBRX	TBRX	30200831	EuroTLX Equities	N
OEXD 202112 C 95 | 17 DEC 21 | C | E | 95.0000000000	20200831	XEUR	2164369	OEXD		2		2	O_f9cbba40-1f30-11e9-a2d0-b3645e528b7a_OEXD 202112 C 95 | 17 DEC 21 | C | E | 95.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
THYSSENKRUPP	20200831	XETR	2505105	TKAG-U		2		2	L_S_efa1f576-1f2a-11e9-a2d0-b3645e528b7a_THYSSENKRUPP_TBRX	TBRX	30200831	Xetra T7	Y
APPLE USD	20200831	XNAS	AAPL.O	AAPL		2		2	L_S_5ae55a96-1f2e-11e9-a2d0-b3645e528b7a_APPLE USD_TBRX	TBRX	30200831	Reuters Elektron	Y
G0X14 | 18 DEC 20 | P | A | 14.0000000000	20200831	XXXX	zA:IJL4	G		1		2	O_4e1f5ab2-1f30-11e9-a2d0-b3645e528b7a_G0X14 | 18 DEC 20 | P | A | 14.0000000000_TBRX	TBRX	30200831	Internal	N
OPT_DDAXK MAY23 P90 - 4144 | 29 MAY 23 | P | E | 154.5480000000	20200831	XXXX	30678752	4144		2		2	O_bbc7f978-9e9d-11ea-a0a0-6b77645bee53_OPT_DDAXK MAY23 P90 - 4144 | 29 MAY 23 | P | E | 154.5480000000_TBRX	TBRX	30200831	Internal	Y
SX6E OCT20 P85 | 23 OCT 20 | P | E | 213.5200000000	20200831	XDMI	21363738			2		2	O_89097abe-62b4-11e9-b160-4ad6f9df0bf5_SX6E OCT20 P85 | 23 OCT 20 | P | E | 213.5200000000_TBRX	TBRX	30200831	Internal	Y
WYNN RESORTS	20200831	XNAS	WYNN.O	WYNN		2		2	L_S_5aec4a40-1f2e-11e9-a2d0-b3645e528b7a_WYNN RESORTS_TBRX	TBRX	30200831	Reuters Elektron	Y
SX5E OCT22 P85 | 14 OCT 22 | P | E | 2557.4120000000	20200831	XXXX	21313910			2		2	O_77157402-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 P85 | 14 OCT 22 | P | E | 2557.4120000000_TBRX	TBRX	30200831	Internal	Y
I06474	20200831	SEDX	864509	I06474		2		2	L_S_b3a4a10c-90e6-11ea-b430-b3e2b66d25c3_I06474_TBRX	TBRX	30200831	BIT SEDEX	Y
EP3 SD3E NOV24 BDT	20200831	XXXX	32403			2		2	L_S_341c9e42-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E NOV24 BDT_TBRX	TBRX	30200831	Internal	N
BFE	20200831	MTAA	141	BFE	B28FBJ6	2		2	L_S_ef9f0578-1f2a-11e9-a2d0-b3645e528b7a_BFE_TBRX	TBRX	30200831	BIT MTA	Y
HP EUR	20200831	XFRA	HPQ.F	HPQ-U		2		2	L_S_e35a23dc-1f2b-11e9-a2d0-b3645e528b7a_HP EUR_TBRX	TBRX	30200831	Reuters Elektron	N
JUNIPER NETWRKS USD	20200831	XNYS	USD:N:4:US48203R1041	JNPR		2		2	L_S_5add207e-1f2e-11e9-a2d0-b3645e528b7a_JUNIPER NETWRKS USD_TBRX	TBRX	30200831	Virtu	N
Tenaris SA	20200831	XNYS	USD:N:4:US88031M1099	TS		2		2	L_S_e03b905e-0176-11ea-da1a-52882e817a92_Tenaris SA_TBRX	TBRX	30200831	Virtu	N
AXA 202012 P 24.5 | 18 DEC 20 | P | A | 24.5000000000	20200831	XEUR	3577819	AXA		2		2	O_f6f7fc2a-1f30-11e9-a2d0-b3645e528b7a_AXA 202012 P 24.5 | 18 DEC 20 | P | A | 24.5000000000_TBRX	TBRX	30200831	Eurex NTA	Y
VO3 202012 C 170 | 18 DEC 20 | C | A | 170.0000000000	20200831	XEUR	4540146	VO3		2		2	O_704fdb8a-ff94-11e9-bf90-2c33283b2cf8_VO3 202012 C 170 | 18 DEC 20 | C | A | 170.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
OPT_CERT SD3E APR26 BDT C66.66 7Y - 4954 | 28 APR 26 | C | E | 1363.5535000000	20200831	XXXX	30678852	4954		2		2	O_bc64c0b4-9e9d-11ea-a0a0-6b77645bee53_OPT_CERT SD3E APR26 BDT C66.66 7Y - 4954 | 28 APR 26 | C | E | 1363.5535000000_TBRX	TBRX	30200831	Internal	Y
I06473	20200831	SEDX	864462	I06473		2		2	L_S_b3a67dce-90e6-11ea-b430-b3e2b66d25c3_I06473_TBRX	TBRX	30200831	BIT SEDEX	Y
G0X10 | 18 DEC 20 | P | A | 10.0000000000	20200831	XDMI	zA:IRL4	G		1		2	O_4d3b51e6-1f30-11e9-a2d0-b3645e528b7a_G0X10 | 18 DEC 20 | P | A | 10.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
OTC SD3E p1900 DEC25 - JPM2 | 19 DEC 25 | P | E | 1900.0000000000	20200831	XXXX	26384534			2		2	O_bf4cc458-7710-11e9-9400-98972329be46_OTC SD3E p1900 DEC25 - JPM2 | 19 DEC 25 | P | E | 1900.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
0_EUR_BANK C 65.822 21 - 5609 | 25 MAR 21 | C | E | 65.8220420000	20200831	XXXX	30175100	5609		1		1	O_23e55ff2-73f4-11ea-8b40-9f5ca9b415b9_0_EUR_BANK C 65.822 21 - 5609 | 25 MAR 21 | C | E | 65.8220420000_TBRX	TBRX	30200831	Internal	Y
1UD	20200831	XLOM	153437	1UD	BL0L7J7	2		2	L_S_2e2db346-de86-11e9-aa30-0f30bc25b079_1UD_TBRX	TBRX	30200831	LSE Millennium	N
EPC ENI AUG22 CALL100 | 10 AUG 22 | C | E | 16.1000000000	20200831	XXXX	25630784			2		2	O_733ea646-62b4-11e9-b160-4ad6f9df0bf5_EPC ENI AUG22 CALL100 | 10 AUG 22 | C | E | 16.1000000000_TBRX	TBRX	30200831	Internal	Y
0_EUR_SELDIV L2000 23 - OTC JPM2 | 15 DEC 23 | C | E | 2000.0000000000	20200831	XXXX	25343694			2		2	O_c07495ae-7710-11e9-9400-98972329be46_0_EUR_SELDIV L2000 23 - OTC JPM2 | 15 DEC 23 | C | E | 2000.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
ATARA BIOTHERAP	20200831	XLON	146528	0HIY	BD45S18	2		2	L_S_5a91bbd4-1f2e-11e9-a2d0-b3645e528b7a_ATARA BIOTHERAP_TBRX	TBRX	30200831	LSE Millennium	N
J.B. HUNT TRAN	20200831	XNAS	USD:O:4:US4456581077	JBHT		2		2	L_S_5b03bf86-1f2e-11e9-a2d0-b3645e528b7a_J.B. HUNT TRAN_TBRX	TBRX	30200831	Virtu	N
ENEL X4.8 Dec22 - OTC - STRUTT | 16 DEC 22 | P | A | 4.8000000000	20200831	XXXX	26689489			2		2	O_b7eff2f2-7710-11e9-9400-98972329be46_ENEL X4.8 Dec22 - OTC - STRUTT | 16 DEC 22 | P | A | 4.8000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
ZUORA CL A ORD	20200831	XNYS	USD:N:4:US98983V1061	0XL5	BGHHFD3	2		2	L_S_5a6ba80e-1f2e-11e9-a2d0-b3645e528b7a_ZUORA CL A ORD_TBRX	TBRX	30200831	Virtu	N
SCHINDLER PS	20200831	XLON	133500	SCHP		2		2	L_S_5ae5adc0-1f2e-11e9-a2d0-b3645e528b7a_SCHINDLER PS_TBRX	TBRX	30200831	LSE Millennium	N
BLACKSTONE	20200831	XNYS	BX.N	BX		2		2	L_S_8f145fb2-5a1e-11e9-9030-03c8b401f856_BLACKSTONE_TBRX	TBRX	30200831	Reuters Elektron	Y
UCG0U6.80 | 18 SEP 20 | P | A | 6.8000000000	20200831	XDMI	xs:IXMC	UCG		1		2	O_c6bafc64-629c-11ea-b360-e4afb098eae1_UCG0U6.80 | 18 SEP 20 | P | A | 6.8000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
QORVO INC ORD	20200831	XNAS	USD:O:4:US74736K1016	QRVO		2		2	L_S_5a518f32-1f2e-11e9-a2d0-b3645e528b7a_QORVO INC ORD_TBRX	TBRX	30200831	Virtu	N
SBM OFFSHORE	20200831	XLON	110787	SBMO	B4KZZD0	2		2	L_S_6e488dae-1f2b-11e9-a2d0-b3645e528b7a_SBM OFFSHORE_TBRX	TBRX	30200831	LSE Millennium	N
NOVO NORDISK B	20200831	XCSE	NOVOb.CO	NOVOb		2		2	L_S_5ab7abb4-1f2e-11e9-a2d0-b3645e528b7a_NOVO NORDISK B_TBRX	TBRX	30200831	Reuters Elektron	Y
BAMI0X2.10 | 18 DEC 20 | P | A | 2.1000000000	20200831	XDMI	Eb:IR83	BAMI		1		2	O_01831fb0-2554-11ea-af50-2dba816f6810_BAMI0X2.10 | 18 DEC 20 | P | A | 2.1000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
ENEL0X6.80 | 18 DEC 20 | P | A | 6.8000000000	20200831	XXXX	zc:ILX4	ENEL		1		2	O_4ccb7e16-1f30-11e9-a2d0-b3645e528b7a_ENEL0X6.80 | 18 DEC 20 | P | A | 6.8000000000_TBRX	TBRX	30200831	Internal	N
VARIAN MEDICAL	20200831	XNYS	USD:N:4:US92220P1057	VAR		2		2	L_S_5a589cfa-1f2e-11e9-a2d0-b3645e528b7a_VARIAN MEDICAL_TBRX	TBRX	30200831	Virtu	N
LOWES COMPANIES	20200831	XNYS	USD:N:4:US5486611073	LOW		2		2	L_S_5ad68034-1f2e-11e9-a2d0-b3645e528b7a_LOWES COMPANIES_TBRX	TBRX	30200831	Virtu	N
EP SD3E MAR26 FID	20200831	SEDX	851083			2		2	L_S_4ce5bcc4-e59e-11e9-8320-5149c5b639d8_EP SD3E MAR26 FID_TBRX	TBRX	30200831	BIT SEDEX	Y
Ternium SA	20200831	XNYS	USD:N:4:US8808901081	TX		2		2	L_S_c494158e-70c5-11e9-af90-75f0e38bb8a4_Ternium SA_TBRX	TBRX	30200831	Virtu	N
BBZA	20200831	XETR	2504244	BBZA		2		2	L_S_efa21844-1f2a-11e9-a2d0-b3645e528b7a_BBZA_TBRX	TBRX	30200831	Xetra T7	N
American States Water	20200831	XNYS	AWR.N	AWR		2		2	L_S_cb0b5fb5-5e31-11ea-c63d-036902a9a7a0_American States Water_TBRX	TBRX	30200831	Reuters Elektron	Y
GOLD	20200831	XNYS	USD:N:4:CA0679011084	GOLD		2		2	L_S_24fca204-514c-11e9-b8d0-ec23cf8de3db_GOLD_TBRX	TBRX	30200831	Virtu	N
ESSITY B	20200831	XSTO	SEK:ST:4:SE0009922164	ESSITYb		2		2	L_S_5b052e66-1f2e-11e9-a2d0-b3645e528b7a_ESSITY B_TBRX	TBRX	30200831	Virtu	N
MOTOROLA SOL USD	20200831	XNYS	USD:N:4:US6200763075	MSI		2		2	L_S_5a835440-1f2e-11e9-a2d0-b3645e528b7a_MOTOROLA SOL USD_TBRX	TBRX	30200831	Virtu	N
TENCENT MUSC EN	20200831	XLOM	153052	0A2Z		2		2	L_S_c253fdf6-e59c-11e9-80e0-42d88dbc676c_TENCENT MUSC EN_TBRX	TBRX	30200831	LSE Millennium	N
STXE 600 UTIL PR	20200831	XZIM				2		2	L_S_7d17b5d2-5151-11e9-b8d0-ec23cf8de3db_STXE 600 UTIL PR_TBRX	TBRX	30200831	Proxy Structured	N
WOLVERINE WW INC	20200831	XNYS	WWW.N	WWW		2		2	L_S_2514eb0c-514c-11e9-b8d0-ec23cf8de3db_WOLVERINE WW INC_TBRX	TBRX	30200831	Reuters Elektron	Y
SX6E JUL26 C2Y FLOOR | 30 JUL 21 | C | E | .0001000000	20200831	XXXX	28125445			2		2	O_a393e62c-b353-11e9-b550-9403f430e0d1_SX6E JUL26 C2Y FLOOR | 30 JUL 21 | C | E | .0001000000_TBRX	TBRX	30200831	Internal	Y
SNW 202012 C 92 | 18 DEC 20 | C | A | 92.0000000000	20200831	XEUR	4658071	SNW		2		2	O_4f162f86-254c-11ea-af50-2dba816f6810_SNW 202012 C 92 | 18 DEC 20 | C | A | 92.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
ENEL0I7.80 | 18 SEP 20 | C | A | 7.8000000000	20200831	XDMI	zc:I6J6	ENEL		1		2	O_87a38184-ddc9-11e9-9eb0-e7766f5ef7bc_ENEL0I7.80 | 18 SEP 20 | C | A | 7.8000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
OESX 202512 P 2000 | 19 DEC 25 | P | E | 2000.0000000000	20200831	XEUR	1776446	OESX		2		2	O_f95e79f8-1f30-11e9-a2d0-b3645e528b7a_OESX 202512 P 2000 | 19 DEC 25 | P | E | 2000.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
SX6E SEP22 C100 BOND | 12 SEP 22 | C | E | 249.2400000000	20200831	XXXX	21151242			2		2	O_833c5ebc-62b4-11e9-b160-4ad6f9df0bf5_SX6E SEP22 C100 BOND | 12 SEP 22 | C | E | 249.2400000000_TBRX	TBRX	30200831	Internal	Y
CHGG	20200831	XNYS	USD:N:4:US1630921096	CHGG		2		2	L_S_6ddb6044-d3ac-11e9-c19e-a3fb0839f480_CHGG_TBRX	TBRX	30200831	Virtu	N
KERING	20200831	XPAR	1110509	PP		2		2	L_S_ef9d618c-1f2a-11e9-a2d0-b3645e528b7a_KERING_TBRX	TBRX	30200831	Euronext Optiq	Y
I06256	20200831	SEDX	857822	I06256		2		2	L_S_d384b41c-5211-11ea-8640-38c7f938b954_I06256_TBRX	TBRX	30200831	BIT SEDEX	Y
THYSSENKRUPP	20200831	PROS		TKAG-U		2		2	L_S_efa1f576-1f2a-11e9-a2d0-b3645e528b7a_THYSSENKRUPP_TBRX	TBRX	30200831	Proxy IMI	N
OESB 202012 C 67.5 | 18 DEC 20 | C | E | 67.5000000000	20200831	XEUR	4879652	OESB		2		2	O_3daa3ff8-61ce-11ea-bc20-eddd0e07b602_OESB 202012 C 67.5 | 18 DEC 20 | C | E | 67.5000000000_TBRX	TBRX	30200831	Eurex NTA	Y
APPLE USD	20200831	XZIM		AAPL		2		2	L_S_5ae55a96-1f2e-11e9-a2d0-b3645e528b7a_APPLE USD_TBRX	TBRX	30200831	Proxy Structured	N
OESX 202012 P 1200 | 18 DEC 20 | P | E | 1200.0000000000	20200831	XEUR	1786172	OESX		2		2	O_f960352c-1f30-11e9-a2d0-b3645e528b7a_OESX 202012 P 1200 | 18 DEC 20 | P | E | 1200.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
COCA-COLA CO USD	20200831	XZIM		KO		2		2	L_S_5ac31436-1f2e-11e9-a2d0-b3645e528b7a_COCA-COLA CO USD_TBRX	TBRX	30200831	Proxy Structured	N
SD3E JAN23 C134 | 27 JAN 23 | C | E | 2656.9788000000	20200831	XXXX	21863705			2		2	O_814952af-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 C134 | 27 JAN 23 | C | E | 2656.9788000000_TBRX	TBRX	30200831	Internal	Y
0_EUR_BANK C 65.822 25 - 5609 | 25 MAR 25 | C | E | 65.8220420000	20200831	XXXX	30175097	5609		1		1	O_23e15a06-73f4-11ea-8b40-9f5ca9b415b9_0_EUR_BANK C 65.822 25 - 5609 | 25 MAR 25 | C | E | 65.8220420000_TBRX	TBRX	30200831	Internal	Y
AIR LIQUIDE	20200831	MTAH	267869	AIRP-U		2		2	L_S_efa434b2-1f2a-11e9-a2d0-b3645e528b7a_AIR LIQUIDE_TBRX	TBRX	30200831	BIT MTA	N
OESX 202612 C 2900 | 18 DEC 26 | C | E | 2900.0000000000	20200831	XEUR	2228243	OESX		2		2	O_f9f8a3e8-1f30-11e9-a2d0-b3645e528b7a_OESX 202612 C 2900 | 18 DEC 26 | C | E | 2900.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
NATURGY MAR21 CALL 12.31 OTC - EPSILON | 15 MAR 21 | C | E | 12.3100000000	20200831	XXXX	27161299			5		5	O_bc5189fa-7710-11e9-9400-98972329be46_NATURGY MAR21 CALL 12.31 OTC - EPSILON | 15 MAR 21 | C | E | 12.3100000000_TBRX	TBRX	30200831	OTC Derivatives	Y
OMI	20200831	XNYS	OMI.N	OMI		2		2	L_S_e9e829bc-3c5e-11ea-cb25-720df61f70a2_OMI_TBRX	TBRX	30200831	Reuters Elektron	Y
STANLY BLK&DCKR	20200831	XNYS	SWK.N	SWK		2		2	L_S_5ad746e0-1f2e-11e9-a2d0-b3645e528b7a_STANLY BLK&DCKR_TBRX	TBRX	30200831	Reuters Elektron	Y
PRY0U22 | 18 SEP 20 | P | A | 22.0000000000	20200831	XDMI	x7:IXP4	PRY		1		2	O_88336682-ddc9-11e9-9eb0-e7766f5ef7bc_PRY0U22 | 18 SEP 20 | P | A | 22.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
QFARE	20200831	MIVX	215435	QFARE		2		2	L_S_efa0df6a-1f2a-11e9-a2d0-b3645e528b7a_QFARE_TBRX	TBRX	30200831	BIT MTA	Y
1COV	20200831	XLON	138643	1COV		2		2	L_S_e33cd58e-1f2b-11e9-a2d0-b3645e528b7a_1COV_TBRX	TBRX	30200831	LSE Millennium	N
KUEHNE & NAGEL	20200831	XSWX	KNIN.S	KNIN		2		2	L_S_5afd6aaa-1f2e-11e9-a2d0-b3645e528b7a_KUEHNE & NAGEL_TBRX	TBRX	30200831	Reuters Elektron	Y
ROYAL MAIL	20200831	XLON	131903	RMG	BDVZYZ7	2		2	L_S_5a81a44c-1f2e-11e9-a2d0-b3645e528b7a_ROYAL MAIL_TBRX	TBRX	30200831	LSE Millennium	Y
NVIDIA  EUR	20200831	XETR	2506544	NVDA-U		2		2	L_S_efa41658-1f2a-11e9-a2d0-b3645e528b7a_NVIDIA  EUR_TBRX	TBRX	30200831	Xetra T7	Y
ST STREET CP	20200831	XLON	146364	STT		2		2	L_S_5a6bd3f6-1f2e-11e9-a2d0-b3645e528b7a_ST STREET CP_TBRX	TBRX	30200831	LSE Millennium	N
REGENCY CENTER	20200831	XNYS	REG.N	REG		2		2	L_S_5b05e158-1f2e-11e9-a2d0-b3645e528b7a_REGENCY CENTER_TBRX	TBRX	30200831	Reuters Elektron	Y
CARDLYTICS INC	20200831	XLON	150163	CDLX		2		2	L_S_5a791264-1f2e-11e9-a2d0-b3645e528b7a_CARDLYTICS INC_TBRX	TBRX	30200831	LSE Millennium	N
BYG MAR23 CALL 17.505 OTC - EPSILON | 13 MAR 23 | C | E | 17.5050000000	20200831	XXXX	27161552			5		5	O_bc651e20-7710-11e9-9400-98972329be46_BYG MAR23 CALL 17.505 OTC - EPSILON | 13 MAR 23 | C | E | 17.5050000000_TBRX	TBRX	30200831	OTC Derivatives	Y
TCOM	20200831	XNAS	TCOM.O	TCOM		2		2	L_S_7a98f14e-475f-11ea-df8a-9338a991efa6_TCOM_TBRX	TBRX	30200831	Reuters Elektron	Y
EASTMAN CHEM	20200831	XNYS	USD:N:4:US2774321002	EMN		2		2	L_S_5a671f5a-1f2e-11e9-a2d0-b3645e528b7a_EASTMAN CHEM_TBRX	TBRX	30200831	Virtu	N
TYCO ELECTRONICS	20200831	XNYS	USD:N:4:CH0102993182	TEL		2		2	L_S_5aa944d4-1f2e-11e9-a2d0-b3645e528b7a_TYCO ELECTRONICS_TBRX	TBRX	30200831	Virtu	N
WPX	20200831	XNYS	WPX.N	WPX		2		2	L_S_e9ea258d-3c5e-11ea-cb25-720df61f70a2_WPX_TBRX	TBRX	30200831	Reuters Elektron	Y
PIA	20200831	MTAA	398242	PIA	B28L967	2		2	L_S_ef9ffc26-1f2a-11e9-a2d0-b3645e528b7a_PIA_TBRX	TBRX	30200831	BIT MTA	Y
