ISS_NUMOUT	INSTRUMENTID_FE	ISS_PRICE	UNDERLYINGID	MKT_TRDCLAUSE	MKT_SETTL_CONV	F_TAX_CREDIT	MKT_SETTL_TYPE	ORIGINAL_CURRENCY	RIC3	RIC1	RIC2	RIC0	ISSUERID	MKT_SETTL_PAYSHIFT	FIID	MKT_SETTLRULE	GUARANTOR	LOTSIZE1	LOTSIZE0	MARKET	CURRENCY	F_GUARANTED	SSL_SNAPSHOT_DATE	ISIN	DESCRIPTION	QUOTATION	ISS_NUM	F_QPERCENTAGE	UNDERLYINGID_FE	LEADMANAGER	ISS_DATE	SENIORITY	F_QDIRTY	SSL_FEID	SECURITY_DEATH	F_DIVIDEND_GEN_MODE	REF_DATE	CLEARING_CENTER_NAME
	SCF		L_S_4b901380-01f3-11ea-ade0-0187e19062a0_SCF_TBRX				Cash						SALCEF GROUP_TBRX		L_S_4b901380-01f3-11ea-ade0-0187e19062a0_SCF_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005388266	SALCEF GROUP		0		SCF		20191108		0	TBRX			20200831	
	NABORS INDUSTRIES LTD		L_S_67ebdbbd-ca47-11e9-9bdd-dbba2e099d97_NABORS INDUSTRIES LTD_TBRX				Cash								L_S_67ebdbbd-ca47-11e9-9bdd-dbba2e099d97_NABORS INDUSTRIES LTD_TBRX				1.0000000000	 	USD		30200831.0000000000	BMG6359F1032			0		NABORS INDUSTRIES LTD				0	TBRX			20200831	
	Golar LNG Partners		L_S_b3d7a4b4-3df4-11ea-2dcb-1a2c368101bf_Golar LNG Partners_TBRX				Cash								L_S_b3d7a4b4-3df4-11ea-2dcb-1a2c368101bf_Golar LNG Partners_TBRX				1.0000000000	 	USD		30200831.0000000000	MHY2745C1021			0		Golar LNG Partners				0	TBRX			20200831	
	ALLIANCE DATA		L_S_5aea2e36-1f2e-11e9-a2d0-b3645e528b7a_ALLIANCE DATA_TBRX				Cash						0C4017_TBRX		L_S_5aea2e36-1f2e-11e9-a2d0-b3645e528b7a_ALLIANCE DATA_TBRX				1.0000000000	 	USD		30200831.0000000000	US0185811082	ALLIANCE DATA S		0		ALLIANCE DATA		20180118		0	TBRX			20200831	
	XLRE		L_S_62072469-ce63-11e9-d3f0-a20403996386_XLRE_TBRX				Cash								L_S_62072469-ce63-11e9-d3f0-a20403996386_XLRE_TBRX				1.0000000000	 	USD		30200831.0000000000	US81369Y8600			0		XLRE				0	TBRX			20200831	
	SGS N		L_S_5a99e6f6-1f2e-11e9-a2d0-b3645e528b7a_SGS N_TBRX				Cash						SGSVL_TBRX		L_S_5a99e6f6-1f2e-11e9-a2d0-b3645e528b7a_SGS N_TBRX				1.0000000000	 	CHF		30200831.0000000000	CH0002497458	SGS N ORD		0		SGS N		20140305		0	TBRX			20200831	
	ESTX PR&HO PR		L_S_7d186c52-5151-11e9-b8d0-ec23cf8de3db_ESTX PR&HO PR_TBRX				Cash								L_S_7d186c52-5151-11e9-b8d0-ec23cf8de3db_ESTX PR&HO PR_TBRX				50.0000000000	 	EUR		30200831.0000000000	CH0019112892	ESTX PR&HO PR		0		ESTX PR&HO PR				0	TBRX			20200831	
	Beijing Enterprises Water Group Limited		L_S_d4d6b35c-35e3-11ea-221c-d74f383f2d96_Beijing Enterprises Water Group Limited_TBRX				Cash								L_S_d4d6b35c-35e3-11ea-221c-d74f383f2d96_Beijing Enterprises Water Group Limited_TBRX				1.0000000000	 	HKD		30200831.0000000000	BMG0957L1090			0		Beijing Enterprises Water Group Limited				0	TBRX			20200831	
	WDI		L_S_e33e60fc-1f2b-11e9-a2d0-b3645e528b7a_WDI_TBRX				Cash						Wirecard AG_TBRX		L_S_e33e60fc-1f2b-11e9-a2d0-b3645e528b7a_WDI_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE0007472060	WIRECARD		0		WDI		20170807		0	TBRX			20200831	
	Steel Dynamics		L_S_95565ad2-8387-11e9-9de0-fb7987b2f81e_Steel Dynamics_TBRX				Cash								L_S_95565ad2-8387-11e9-9de0-fb7987b2f81e_Steel Dynamics_TBRX				1.0000000000	 	USD		30200831.0000000000	US8581191009			0		Steel Dynamics				0	TBRX			20200831	
	IBERDROLA		L_S_efa07020-1f2a-11e9-a2d0-b3645e528b7a_IBERDROLA_TBRX				Cash						IBERDROLA_TBRX		L_S_efa07020-1f2a-11e9-a2d0-b3645e528b7a_IBERDROLA_TBRX				1.0000000000	 	EUR		30200831.0000000000	ES0144580Y14	IBERDROLA		0		IBERDROLA		20051213		0	TBRX			20200831	
	BOSTON SCIEN CP		L_S_5b1c36a6-1f2e-11e9-a2d0-b3645e528b7a_BOSTON SCIEN CP_TBRX				Cash						0C3413_TBRX		L_S_5b1c36a6-1f2e-11e9-a2d0-b3645e528b7a_BOSTON SCIEN CP_TBRX				1.0000000000	 	USD		30200831.0000000000	US1011371077	BOSTON SCIENTIF		0		BOSTON SCIEN CP		20180118		0	TBRX			20200831	
	RIOT BLOCKCHAIN		L_S_2581aa80-514c-11e9-b8d0-ec23cf8de3db_RIOT BLOCKCHAIN_TBRX				Cash								L_S_2581aa80-514c-11e9-b8d0-ec23cf8de3db_RIOT BLOCKCHAIN_TBRX				1.0000000000	 	USD		30200831.0000000000	US7672921050	RIOT BLOCKCHAIN		0		RIOT BLOCKCHAIN				0	TBRX			20200831	
	Apron		L_S_aa4ddc78-960a-11ea-63a3-95a2287103a0_Apron_TBRX				Cash								L_S_aa4ddc78-960a-11ea-63a3-95a2287103a0_Apron_TBRX				1.0000000000	 	USD		30200831.0000000000	US09523Q2003			0		Apron				0	TBRX			20200831	
	SONOVA H AG		L_S_5a5bf44a-1f2e-11e9-a2d0-b3645e528b7a_SONOVA H AG_TBRX				Cash						0A7508_TBRX		L_S_5a5bf44a-1f2e-11e9-a2d0-b3645e528b7a_SONOVA H AG_TBRX				1.0000000000	 	CHF		30200831.0000000000	CH0012549785	SONOVA HOLDING		0		SONOVA H AG		20140305		0	TBRX			20200831	
	INTL CONSOL AIR		L_S_5a9c99aa-1f2e-11e9-a2d0-b3645e528b7a_INTL CONSOL AIR_TBRX				Cash						INIAG_TBRX		L_S_5a9c99aa-1f2e-11e9-a2d0-b3645e528b7a_INTL CONSOL AIR_TBRX				1.0000000000	 	GBP		30200831.0000000000	ES0177542018	INTL CONSOL AIR		0		INTL CONSOL AIR		20110202		0	TBRX			20200831	
	ACCELL GROUP		L_S_6e4983da-1f2b-11e9-a2d0-b3645e528b7a_ACCELL GROUP_TBRX				Cash						0A2790_TBRX		L_S_6e4983da-1f2b-11e9-a2d0-b3645e528b7a_ACCELL GROUP_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0009767532	ACCELL GROUP		0		ACCELL GROUP		20120411		0	TBRX			20200831	
	CME GROUP INC A		L_S_5af8266c-1f2e-11e9-a2d0-b3645e528b7a_CME GROUP INC A_TBRX				Cash						0B7728_TBRX		L_S_5af8266c-1f2e-11e9-a2d0-b3645e528b7a_CME GROUP INC A_TBRX				1.0000000000	 	USD		30200831.0000000000	US12572Q1058	CME GROUP CL A		0		CME GROUP INC A		20180115		0	TBRX			20200831	
	Aspen Aerogels Inc		L_S_5a0d06bc-cff9-11e9-7e81-53afc1595aa4_Aspen Aerogels Inc_TBRX				Cash								L_S_5a0d06bc-cff9-11e9-7e81-53afc1595aa4_Aspen Aerogels Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US04523Y1055			0		Aspen Aerogels Inc				0	TBRX			20200831	
	J & J Snack Foods		L_S_481c79d2-9458-11ea-cf25-d0914cfd53a1_J & J Snack Foods_TBRX				Cash								L_S_481c79d2-9458-11ea-cf25-d0914cfd53a1_J & J Snack Foods_TBRX				1.0000000000	 	USD		30200831.0000000000	US4660321096			0		J & J Snack Foods				0	TBRX			20200831	
	DELEK US HOLDINGS INC		L_S_3a6ffe06-6105-11e9-b710-a3a3d96e3faf_DELEK US HOLDINGS INC_TBRX				Cash								L_S_3a6ffe06-6105-11e9-b710-a3a3d96e3faf_DELEK US HOLDINGS INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US24665A1034			0		DELEK US HOLDINGS INC				0	TBRX			20200831	
	Pinterest		L_S_7ffbc816-3844-11ea-3c2f-77d4559f55be_Pinterest_TBRX				Cash								L_S_7ffbc816-3844-11ea-3c2f-77d4559f55be_Pinterest_TBRX				1.0000000000	 	USD		30200831.0000000000	US72352L1061			0		Pinterest				0	TBRX			20200831	
	CITRIX SYSTEMS		L_S_5a79c9de-1f2e-11e9-a2d0-b3645e528b7a_CITRIX SYSTEMS_TBRX				Cash						0B9398_TBRX		L_S_5a79c9de-1f2e-11e9-a2d0-b3645e528b7a_CITRIX SYSTEMS_TBRX				1.0000000000	 	USD		30200831.0000000000	US1773761002	CITRIX SYSTEMS		0		CITRIX SYSTEMS		20180118		0	TBRX			20200831	
	REY		L_S_ef9e0b78-1f2a-11e9-a2d0-b3645e528b7a_REY_TBRX				Cash						REPLY_TBRX		L_S_ef9e0b78-1f2a-11e9-a2d0-b3645e528b7a_REY_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005282865	REPLY		0		REY		20081110		0	TBRX			20200831	
	US STEEL CORP		L_S_5a3c79bc-1f2e-11e9-a2d0-b3645e528b7a_US STEEL CORP_TBRX				Cash						0C1699_TBRX		L_S_5a3c79bc-1f2e-11e9-a2d0-b3645e528b7a_US STEEL CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US9129091081	US STEEL ORD		0		US STEEL CORP		20180124		0	TBRX			20200831	
	ZUORA CL A ORD		L_S_5a6ba80e-1f2e-11e9-a2d0-b3645e528b7a_ZUORA CL A ORD_TBRX				Cash						0G8405_TBRX		L_S_5a6ba80e-1f2e-11e9-a2d0-b3645e528b7a_ZUORA CL A ORD_TBRX				1.0000000000	 	USD		30200831.0000000000	US98983V1061	ZUORA CL A ORD		0		ZUORA CL A ORD		20181011		0	TBRX			20200831	
	CRH		L_S_5a46c73c-1f2e-11e9-a2d0-b3645e528b7a_CRH_TBRX				Cash						CRIQ_TBRX		L_S_5a46c73c-1f2e-11e9-a2d0-b3645e528b7a_CRH_TBRX				1.0000000000	 	GBP		30200831.0000000000	IE0001827041	CRH		0		CRH		20050708		0	TBRX			20200831	
	BET		L_S_ef9f2b84-1f2a-11e9-a2d0-b3645e528b7a_BET_TBRX				Cash						BE_TBRX		L_S_ef9f2b84-1f2a-11e9-a2d0-b3645e528b7a_BET_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0001479523	BE		0		BET		20081110		0	TBRX			20200831	
	Varex Imaging		L_S_8d5ed603-4da0-11ea-0362-5cdc4d9d9c93_Varex Imaging_TBRX				Cash								L_S_8d5ed603-4da0-11ea-0362-5cdc4d9d9c93_Varex Imaging_TBRX				1.0000000000	 	USD		30200831.0000000000	US92214X1063			0		Varex Imaging				0	TBRX			20200831	
	ETSY INC		L_S_5aa674a2-1f2e-11e9-a2d0-b3645e528b7a_ETSY INC_TBRX				Cash						0C3221_TBRX		L_S_5aa674a2-1f2e-11e9-a2d0-b3645e528b7a_ETSY INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US29786A1060	ETSY ORD		0		ETSY INC		20180124		0	TBRX			20200831	
	YRD		L_S_3752e778-d0a2-11e9-36e9-5b62a4e74692_YRD_TBRX				Cash								L_S_3752e778-d0a2-11e9-36e9-5b62a4e74692_YRD_TBRX				1.0000000000	 	USD		30200831.0000000000	US98585L1008			0		YRD				0	TBRX			20200831	
	ZENDESK ORD		L_S_5a8a3076-1f2e-11e9-a2d0-b3645e528b7a_ZENDESK ORD_TBRX				Cash						0C0617_TBRX		L_S_5a8a3076-1f2e-11e9-a2d0-b3645e528b7a_ZENDESK ORD_TBRX				1.0000000000	 	USD		30200831.0000000000	US98936J1016	ZENDESK ORD		0		ZENDESK ORD		20180124		0	TBRX			20200831	
	Ovintiv		L_S_a8935d19-62f9-11ea-1b75-a65fc2c3ea9a_Ovintiv_TBRX				Cash								L_S_a8935d19-62f9-11ea-1b75-a65fc2c3ea9a_Ovintiv_TBRX				1.0000000000	 	USD		30200831.0000000000	US69047Q1022			0		Ovintiv				0	TBRX			20200831	
	AMERICAN EXPRESS EUR		L_S_5a4e9296-1f2e-11e9-a2d0-b3645e528b7a_AMERICAN EXPRESS USD_TBRX				Cash						American Express Co._TBRX		L_S_e3595da8-1f2b-11e9-a2d0-b3645e528b7a_AMERICAN EXPRESS EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US0258161092	AMERICAN EXPRESS		0		AMERICAN EXPRESS USD		20090629		0	TBRX			20200831	
	Redfin		L_S_f5dd7291-1b6c-11ea-2954-839c95c768b4_Redfin_TBRX				Cash								L_S_f5dd7291-1b6c-11ea-2954-839c95c768b4_Redfin_TBRX				1.0000000000	 	USD		30200831.0000000000	US75737F1084			0		Redfin				0	TBRX			20200831	
	IPV_u		L_S_c0962e0b-42b6-11ea-9cb7-08889e85e1a2_IPV_u_TBRX				Cash								L_S_c0962e0b-42b6-11ea-9cb7-08889e85e1a2_IPV_u_TBRX				1.0000000000	 	USD		30200831.0000000000	US46064A2024			0		IPV_u				0	TBRX			20200831	
	IG		L_S_ef9f32dc-1f2a-11e9-a2d0-b3645e528b7a_IG_TBRX				Cash						ITALGAS_TBRX		L_S_ef9f32dc-1f2a-11e9-a2d0-b3645e528b7a_IG_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005211237	ITALGAS		0		IG		20161107		0	TBRX			20200831	
	DWNI		L_S_e33249f2-1f2b-11e9-a2d0-b3645e528b7a_DWNI_TBRX				Cash						Deutsche Wohnen SE_TBRX		L_S_e33249f2-1f2b-11e9-a2d0-b3645e528b7a_DWNI_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE000A0HN5C6	DEUTSCHE WOHNEN		0		DWNI		20170825		0	TBRX			20200831	
	NINTENDO ADR		L_S_5a85e700-1f2e-11e9-a2d0-b3645e528b7a_NINTENDO ADR_TBRX				Cash						0A7954_TBRX		L_S_5a85e700-1f2e-11e9-a2d0-b3645e528b7a_NINTENDO ADR_TBRX				1.0000000000	 	USD		30200831.0000000000	US6544453037	NINTENDO ADR		0		NINTENDO ADR		20180115		0	TBRX			20200831	
	MRL/AC 1,00		L_S_5acbb8d4-1f2e-11e9-a2d0-b3645e528b7a_MRL/AC 1,00_TBRX				Cash						0A7774_TBRX		L_S_5acbb8d4-1f2e-11e9-a2d0-b3645e528b7a_MRL/AC 1,00_TBRX				1.0000000000	 	EUR		30200831.0000000000	ES0105025003	MERLIN PROPERTI		0		MRL/AC 1,00		20140704		0	TBRX			20200831	
	ORION B		L_S_5b1a2d66-1f2e-11e9-a2d0-b3645e528b7a_ORION B_TBRX				Cash						0D9934_TBRX		L_S_5b1a2d66-1f2e-11e9-a2d0-b3645e528b7a_ORION B_TBRX				1.0000000000	 	EUR		30200831.0000000000	FI0009014377	ORION B ORD		0		ORION B		20091117		0	TBRX			20200831	
	GLAXOSMITHKLINE		L_S_5ac1d5d0-1f2e-11e9-a2d0-b3645e528b7a_GLAXOSMITHKLINE_TBRX				Cash						GLGSK_TBRX		L_S_5ac1d5d0-1f2e-11e9-a2d0-b3645e528b7a_GLAXOSMITHKLINE_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB0009252882	GLAXOSMITHKLINE		0		GLAXOSMITHKLINE		20031124		0	TBRX			20200831	
	J MARTINS SGPS		L_S_5aa264e8-1f2e-11e9-a2d0-b3645e528b7a_J MARTINS SGPS_TBRX				Cash						0A4594_TBRX		L_S_5aa264e8-1f2e-11e9-a2d0-b3645e528b7a_J MARTINS SGPS_TBRX				1.0000000000	 	EUR		30200831.0000000000	PTJMT0AE0001	JERONIMO MARTIN		0		J MARTINS SGPS		20160408		0	TBRX			20200831	
	PFSI		L_S_2e61a6b6-5c72-11ea-5895-a4c5179d30b5_PFSI_TBRX				Cash								L_S_2e61a6b6-5c72-11ea-5895-a4c5179d30b5_PFSI_TBRX				1.0000000000	 	USD		30200831.0000000000	US70932M1071			0		PFSI				0	TBRX			20200831	
	2U Inc		L_S_5af60db4-1f2e-11e9-a2d0-b3645e528b7a_2U Inc_TBRX				Cash						0C4060_TBRX		L_S_5af60db4-1f2e-11e9-a2d0-b3645e528b7a_2U Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US90214J1016	2U ORD		0		2U Inc		20180115		0	TBRX			20200831	
	EDREAMS ODIGEO		L_S_5a67ab00-1f2e-11e9-a2d0-b3645e528b7a_EDREAMS ODIGEO_TBRX				Cash						0A7657_TBRX		L_S_5a67ab00-1f2e-11e9-a2d0-b3645e528b7a_EDREAMS ODIGEO_TBRX				1.0000000000	 	EUR		30200831.0000000000	LU1048328220	EDREAMS ODIGEO		0		EDREAMS ODIGEO		20140804		0	TBRX			20200831	
	Arista Networks Inc		L_S_5a43db44-1f2e-11e9-a2d0-b3645e528b7a_Arista Networks Inc_TBRX				Cash						0B8625_TBRX		L_S_5a43db44-1f2e-11e9-a2d0-b3645e528b7a_Arista Networks Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US0404131064	ARISTA NETWORKS		0		Arista Networks Inc		20180115		0	TBRX			20200831	
	AMBU B		L_S_5af4c0d0-1f2e-11e9-a2d0-b3645e528b7a_AMBU B_TBRX				Cash						0A2904_TBRX		L_S_5af4c0d0-1f2e-11e9-a2d0-b3645e528b7a_AMBU B_TBRX				1.0000000000	 	DKK		30200831.0000000000	DK0060946788	AMBU B ORD		0		AMBU B		20180115		0	TBRX			20200831	
	SES		L_S_6e47ff06-1f2b-11e9-a2d0-b3645e528b7a_SES_TBRX				Cash						0D3291_TBRX		L_S_6e47ff06-1f2b-11e9-a2d0-b3645e528b7a_SES_TBRX				1.0000000000	 	EUR		30200831.0000000000	LU0088087324	SES		0		SES		20100111		0	TBRX			20200831	
	PERSPECTA ORD		L_S_5a8c2656-1f2e-11e9-a2d0-b3645e528b7a_PERSPECTA ORD_TBRX				Cash						0G9265_TBRX		L_S_5a8c2656-1f2e-11e9-a2d0-b3645e528b7a_PERSPECTA ORD_TBRX				1.0000000000	 	USD		30200831.0000000000	US7153471005	PERSPECTA ORD		0		PERSPECTA ORD		20180725		0	TBRX			20200831	
	YRM		L_S_efa003ba-1f2a-11e9-a2d0-b3645e528b7a_YRM_TBRX				Cash						ROSETTI MARINO_TBRX		L_S_efa003ba-1f2a-11e9-a2d0-b3645e528b7a_YRM_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0001017851	ROSETTI MARINO		0		YRM		20100312		0	TBRX			20200831	
	Epizyme Inc		L_S_f8caad41-1825-11ea-4ded-ced6624957b1_Epizyme Inc_TBRX				Cash								L_S_f8caad41-1825-11ea-4ded-ced6624957b1_Epizyme Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US29428V1044			0		Epizyme Inc				0	TBRX			20200831	
	TRIPADVISOR INC USD		L_S_5af1e360-1f2e-11e9-a2d0-b3645e528b7a_TRIPADVISOR INC USD_TBRX				Cash						0A8039_TBRX		L_S_5af1e360-1f2e-11e9-a2d0-b3645e528b7a_TRIPADVISOR INC USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US8969452015	TRIPADVISOR ORD		0		TRIPADVISOR INC USD		20180118		0	TBRX			20200831	
	COGNEX CRP		L_S_5af89e4e-1f2e-11e9-a2d0-b3645e528b7a_COGNEX CRP_TBRX				Cash						0C2569_TBRX		L_S_5af89e4e-1f2e-11e9-a2d0-b3645e528b7a_COGNEX CRP_TBRX				1.0000000000	 	USD		30200831.0000000000	US1924221039	COGNEX ORD		0		COGNEX CRP		20180115		0	TBRX			20200831	
	PPL CORP		L_S_5a703be4-1f2e-11e9-a2d0-b3645e528b7a_PPL CORP_TBRX				Cash						0C8889_TBRX		L_S_5a703be4-1f2e-11e9-a2d0-b3645e528b7a_PPL CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US69351T1060	PPL ORD		0		PPL CORP		20180118		0	TBRX			20200831	
	BASF		L_S_efa3354e-1f2a-11e9-a2d0-b3645e528b7a_BASF_TBRX				Cash						BASF_TBRX		L_S_efa3354e-1f2a-11e9-a2d0-b3645e528b7a_BASF_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE000BASF111	BASF		0		BASF		20090629		0	TBRX			20200831	
	ALCOA USD		L_S_5a5b06d4-1f2e-11e9-a2d0-b3645e528b7a_ALCOA USD_TBRX				Cash						0C5084_TBRX		L_S_5a5b06d4-1f2e-11e9-a2d0-b3645e528b7a_ALCOA USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US0138721065	ALCOA ORD		0		ALCOA USD		20180124		0	TBRX			20200831	
	ROCHE HOLD.		L_S_5ad0a63c-1f2e-11e9-a2d0-b3645e528b7a_ROCHE HOLD._TBRX				Cash						0D4319_TBRX		L_S_5ad0a63c-1f2e-11e9-a2d0-b3645e528b7a_ROCHE HOLD._TBRX				1.0000000000	 	CHF		30200831.0000000000	CH0012032048	ROCHE HOLDING P		0		ROCHE HOLD.		20140305		0	TBRX			20200831	
	Artisan Partners Asset Management Inc		L_S_b1f0a23a-6030-11e9-8670-ae66888a0056_Artisan Partners Asset Management Inc_TBRX				Cash								L_S_b1f0a23a-6030-11e9-8670-ae66888a0056_Artisan Partners Asset Management Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US04316A1088			0		Artisan Partners Asset Management Inc				0	TBRX			20200831	
	GR.PORTLAND		L_S_5b09c44e-1f2e-11e9-a2d0-b3645e528b7a_GR.PORTLAND_TBRX				Cash						GRIO_TBRX		L_S_5b09c44e-1f2e-11e9-a2d0-b3645e528b7a_GR.PORTLAND_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB00BF5H9P87	GR.PORTLAND		0		GR.PORTLAND		20180327		0	TBRX			20200831	
	Altice USA		L_S_f49dc912-00a0-11ea-df70-ef7e106750b0_Altice USA_TBRX				Cash								L_S_f49dc912-00a0-11ea-df70-ef7e106750b0_Altice USA_TBRX				1.0000000000	 	USD		30200831.0000000000	US02156K1034			0		Altice USA				0	TBRX			20200831	
	ALTERYX CL A OR		L_S_5b24fe80-1f2e-11e9-a2d0-b3645e528b7a_ALTERYX CL A OR_TBRX				Cash						0C7234_TBRX		L_S_5b24fe80-1f2e-11e9-a2d0-b3645e528b7a_ALTERYX CL A OR_TBRX				1.0000000000	 	USD		30200831.0000000000	US02156B1035	ALTERYX CL A OR		0		ALTERYX CL A OR		20180124		0	TBRX			20200831	
	CERES POWER		L_S_5af44e8e-1f2e-11e9-a2d0-b3645e528b7a_CERES POWER_TBRX				Cash						CECWR_TBRX		L_S_5af44e8e-1f2e-11e9-a2d0-b3645e528b7a_CERES POWER_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB00BG5KQW09	CERES POWER		0		CERES POWER		20180807		0	TBRX			20200831	
	LIONS GATE ENTERT. CL. A		L_S_65dfc16e-6b39-11e9-8c20-03883f21236d_LIONS GATE ENTERT. CL. A_TBRX				Cash								L_S_65dfc16e-6b39-11e9-8c20-03883f21236d_LIONS GATE ENTERT. CL. A_TBRX				1.0000000000	 	USD		30200831.0000000000	CA5359194019			0		LIONS GATE ENTERT. CL. A				0	TBRX			20200831	
	Vistas Media Acquisition		L_S_dccbe58e-d278-11ea-27df-fffecb056299_Vistas Media Acquisition_TBRX				Cash								L_S_dccbe58e-d278-11ea-27df-fffecb056299_Vistas Media Acquisition_TBRX				1.0000000000	 	USD		30200831.0000000000	US92840T2069			0		Vistas Media Acquisition				0	TBRX			20200831	
	VARONIS SYSTEMS		L_S_5abebdc8-1f2e-11e9-a2d0-b3645e528b7a_VARONIS SYSTEMS_TBRX				Cash						0B8527_TBRX		L_S_5abebdc8-1f2e-11e9-a2d0-b3645e528b7a_VARONIS SYSTEMS_TBRX				1.0000000000	 	USD		30200831.0000000000	US9222801022	VARONIS SYSTEMS		0		VARONIS SYSTEMS		20180718		0	TBRX			20200831	
	RIO TINTO		L_S_5ad0c946-1f2e-11e9-a2d0-b3645e528b7a_RIO TINTO_TBRX				Cash						RIRIO_TBRX		L_S_5ad0c946-1f2e-11e9-a2d0-b3645e528b7a_RIO TINTO_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB0007188757	RIO TINTO		0		RIO TINTO		20060113		0	TBRX			20200831	
	CDK GLOBAL ORD		L_S_5a71df58-1f2e-11e9-a2d0-b3645e528b7a_CDK GLOBAL ORD_TBRX				Cash						0B5939_TBRX		L_S_5a71df58-1f2e-11e9-a2d0-b3645e528b7a_CDK GLOBAL ORD_TBRX				1.0000000000	 	USD		30200831.0000000000	US12508E1010	CDK GLOBAL ORD		0		CDK GLOBAL ORD		20180124		0	TBRX			20200831	
	NPTN		L_S_2e615895-5c72-11ea-5895-a4c5179d30b5_NPTN_TBRX				Cash								L_S_2e615895-5c72-11ea-5895-a4c5179d30b5_NPTN_TBRX				1.0000000000	 	USD		30200831.0000000000	US64051T1007			0		NPTN				0	TBRX			20200831	
	TAPESTRY INC		L_S_5a6677e4-1f2e-11e9-a2d0-b3645e528b7a_TAPESTRY INC_TBRX				Cash						0E6967_TBRX		L_S_5a6677e4-1f2e-11e9-a2d0-b3645e528b7a_TAPESTRY INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US8760301072	TAPESTRY ORD		0		TAPESTRY INC		20180118		0	TBRX			20200831	
	FM		L_S_efa1aa80-1f2a-11e9-a2d0-b3645e528b7a_FM_TBRX				Cash						FIERA MILANO_TBRX		L_S_efa1aa80-1f2a-11e9-a2d0-b3645e528b7a_FM_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0003365613	FIERA MILANO		0		FM		20081110		0	TBRX			20200831	
	WALT DISNEY USD		L_S_5a9d2078-1f2e-11e9-a2d0-b3645e528b7a_WALT DISNEY USD_TBRX				Cash						0A8010_TBRX		L_S_5a9d2078-1f2e-11e9-a2d0-b3645e528b7a_WALT DISNEY USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US2546871060	WALT DISNEY ORD		0		WALT DISNEY USD		20180108		0	TBRX			20200831	
	Barnes		L_S_24b9e8a4-322a-11ea-cbd3-f569ed533d96_Barnes_TBRX				Cash								L_S_24b9e8a4-322a-11ea-cbd3-f569ed533d96_Barnes_TBRX				1.0000000000	 	USD		30200831.0000000000	US0678061096			0		Barnes				0	TBRX			20200831	
	DOMINON ENRG INC		L_S_5aad8a94-1f2e-11e9-a2d0-b3645e528b7a_DOMINON ENRG INC_TBRX				Cash						0C7855_TBRX		L_S_5aad8a94-1f2e-11e9-a2d0-b3645e528b7a_DOMINON ENRG INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US25746U1097	DOMINION ENERGY		0		DOMINON ENRG INC		20180118		0	TBRX			20200831	
	YANDEX N V CL A		L_S_5abb2424-1f2e-11e9-a2d0-b3645e528b7a_YANDEX N V CL A_TBRX				Cash						0C1277_TBRX		L_S_5abb2424-1f2e-11e9-a2d0-b3645e528b7a_YANDEX N V CL A_TBRX				1.0000000000	 	USD		30200831.0000000000	000000000000	YANDEX CL A ORD		0		YANDEX N V CL A		20180124		0	TBRX			20200831	
	CAI		L_S_efa2adb8-1f2a-11e9-a2d0-b3645e528b7a_CAI_TBRX				Cash						CAIRO COMMUNICATION_TBRX		L_S_efa2adb8-1f2a-11e9-a2d0-b3645e528b7a_CAI_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004329733	CAIRO COMMUNICATION		0		CAI		20081110		0	TBRX			20200831	
	WEST PHARM SVCS		L_S_2514a35e-514c-11e9-b8d0-ec23cf8de3db_WEST PHARM SVCS_TBRX				Cash								L_S_2514a35e-514c-11e9-b8d0-ec23cf8de3db_WEST PHARM SVCS_TBRX				1.0000000000	 	USD		30200831.0000000000	US9553061055	WEST PHARM SVCS		0		WEST PHARM SVCS				0	TBRX			20200831	
