ASSETCLASS_DES	NEW_MTYPE	DESCRIPTION_EXT	FI_TYPE	NUMBEROFPHASES	INSTRUMENT_FE	ASSETCLASS	NEW_MGROUP	SSL_FEID	SEC_REFERENCE	F_ISLISTED	TYPOLOGY_DES	SEC_GROUP	DESCRIPTION	COMMENT1	COMMENT0	COMMENT2	ISSUERID	TYPE_DES	FIID	SEC_TYPE	PHASE	ISIN	GROUP_DES	INSTRUMENTID_FE	MTYPE	FAMILY_DES	NEW_MFAMILY	F_LABELCHG	SSL_SNAPSHOT_DATE	TYPOLOGY	MFAMILY	SEC_CATEGORY	REF_DATE	NEW_TYPOLOGY	STRUCTID_FE	INSTRUMENTNUM_FE	MGROUP	QUANTITYFACTOR
	Call		FI_OPTION	1.0000000000	KHC Jan1 32.5 C		Options	TBRX		Y		Equities	KHC Jan1 32.5 C						O_7de1437a-5151-11e9-b8d0-ec23cf8de3db_KHC Jan1 32.5 C | 15 JAN 21 | C | A | 32.5000000000_TBRX	Options	0.0000000000			KHC Jan1 32.5 C | 15 JAN 21 | C | A | 32.5000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	TESLA EUR		Equities	TBRX		Y		Equities	TESLA						L_S_ef9f36a6-1f2a-11e9-a2d0-b3645e528b7a_TESLA EUR_TBRX	Equities	0.0000000000	US88160R1014		TESLA EUR			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	RealPage		Equities	TBRX		Y		Equities							L_S_35305529-8acd-11ea-cfe1-fc522f95fe9e_RealPage_TBRX	Equities	0.0000000000	US75606N1090		RealPage			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	AGILENT TECH		Equities	TBRX		Y		Equities	AGILENT TECHNOL						L_S_5a6bb556-1f2e-11e9-a2d0-b3645e528b7a_AGILENT TECH_TBRX	Equities	0.0000000000	US00846U1016		AGILENT TECH			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	AXA FEB25 CALL 10.91 OTC - EPSILON		Options	TBRX		N		Equities							O_c1071e60-7710-11e9-9400-98972329be46_AXA FEB25 CALL 10.91 OTC - EPSILON | 11 FEB 25 | C | E | 10.9100000000_TBRX	Options	0.0000000000			AXA FEB25 CALL 10.91 OTC - EPSILON | 11 FEB 25 | C | E | 10.9100000000			Equities		30200831		Equities	Call	20200831			26854676	Call	
	Put		FI_OPTION	1.0000000000	OPT_SX6E JUN22 PATM - 3811		Options	TBRX		Y		Equities							O_bb865a68-9e9d-11ea-a0a0-6b77645bee53_OPT_SX6E JUN22 PATM - 3811 | 28 JUN 22 | P | E | 250.2600000000_TBRX	Options	0.0000000000			OPT_SX6E JUN22 PATM - 3811 | 28 JUN 22 | P | E | 250.2600000000			Equities		30200831		Equities	Put	20200831				Put	
	Warrants Call		FI_OPTION	1.0000000000	I06170		Rights	TBRX		Y		Equities	BI CW CALL TELECOM ITALIA 0,58 E 070920						L_S_d3ec5c7a-5211-11ea-8640-38c7f938b954_I06170_TBRX	Rights	0.0000000000	IT0005401457		I06170	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	UCG0I8.30		Options	TBRX		Y		Equities	UCG0I8.30						O_aac97d4c-e2a7-11ea-88e0-76012705c10a_UCG0I8.30 | 18 SEP 20 | C | A | 8.3000000000_TBRX	Options	0.0000000000	IT0017307189		UCG0I8.30 | 18 SEP 20 | C | A | 8.3000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	MIBO0L20500		Options	TBRX		Y		Equities	MIBO0L20500						O_011f1f92-2554-11ea-af50-2dba816f6810_MIBO0L20500 | 18 DEC 20 | C | E | 20500.0000000000_TBRX	Options	0.0000000000	IT0016318047		MIBO0L20500 | 18 DEC 20 | C | E | 20500.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	EPC SD3E NOV26 CNP 2Y CAP		Options	TBRX		Y		Equities							O_0a64b60e-0c3e-11ea-a960-70eafec178a3_EPC SD3E NOV26 CNP 2Y CAP | 22 NOV 21 | C | E | 41.4452900000_TBRX	Options	0.0000000000			EPC SD3E NOV26 CNP 2Y CAP | 22 NOV 21 | C | E | 41.4452900000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Murphy USA Inc		Equities	TBRX		Y		Equities							L_S_b02dd595-4690-11ea-aa30-26a51b335ab2_Murphy USA Inc_TBRX	Equities	0.0000000000	US6267551025		Murphy USA Inc			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	DTE 202206 P 12		Options	TBRX		Y		Equities	DTE 202206 P 12						O_b32ba18c-963f-11e9-a180-91725b79faed_DTE 202206 P 12 | 17 JUN 22 | P | A | 12.0000000000_TBRX	Options	0.0000000000	DE000C369UK4		DTE 202206 P 12 | 17 JUN 22 | P | A | 12.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	ENI1L8		Options	TBRX		Y		Equities	ENI1L8						O_4de08c92-1f30-11e9-a2d0-b3645e528b7a_ENI1L8 | 17 DEC 21 | C | A | 8.0000000000_TBRX	Options	0.0000000000	IT0015168708		ENI1L8 | 17 DEC 21 | C | A | 8.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	ENI2L15		Options	TBRX		Y		Equities	ENI2L15						O_9817399a-494d-11e9-9970-3027219c6795_ENI2L15 | 16 DEC 22 | C | A | 15.0000000000_TBRX	Options	0.0000000000	IT0015464313		ENI2L15 | 16 DEC 22 | C | A | 15.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	UNI 202012 P 52		Options	TBRX		Y		Equities	UNI 202012 P 52						O_f94e2fbc-1f30-11e9-a2d0-b3645e528b7a_UNI 202012 P 52 | 18 DEC 20 | P | A | 52.0000000000_TBRX	Options	0.0000000000	DE000P8BRH70		UNI 202012 P 52 | 18 DEC 20 | P | A | 52.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	S&P500 C 2180.856 23 - 5799		Options	TBRX		Y		Equities							O_4e758ae6-d5b3-11ea-a8a0-93c029c7371a_S&P500 C 2180.856 23 - 5799 | 25 JUL 23 | C | E | 2180.8557040000_TBRX	Options	0.0000000000			S&P500 C 2180.856 23 - 5799 | 25 JUL 23 | C | E | 2180.8557040000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	TOMRA SYSTEMS		Equities	TBRX		Y		Equities	TOMRA SYSTEMS O						L_S_5a3aed9a-1f2e-11e9-a2d0-b3645e528b7a_TOMRA SYSTEMS_TBRX	Equities	0.0000000000	NO0005668905		TOMRA SYSTEMS			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	ENEL0U7.60		Options	TBRX		Y		Equities	ENEL0U7.60						O_87b73828-ddc9-11e9-9eb0-e7766f5ef7bc_ENEL0U7.60 | 18 SEP 20 | P | A | 7.6000000000_TBRX	Options	0.0000000000	IT0016051986		ENEL0U7.60 | 18 SEP 20 | P | A | 7.6000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	OEXD 202012 P 120		Options	TBRX		Y		Equities	OEXD 202012 P 120						O_f9a8a8b6-1f30-11e9-a2d0-b3645e528b7a_OEXD 202012 P 120 | 18 DEC 20 | P | E | 120.0000000000_TBRX	Options	0.0000000000	DE000C0A6785		OEXD 202012 P 120 | 18 DEC 20 | P | E | 120.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	OESX 202012 P 3650		Options	TBRX		Y		Equities	OESX 202012 P 3650						O_f381bc2a-1f30-11e9-a2d0-b3645e528b7a_OESX 202012 P 3650 | 18 DEC 20 | P | E | 3650.0000000000_TBRX	Options	0.0000000000	DE000P2AC3P9		OESX 202012 P 3650 | 18 DEC 20 | P | E | 3650.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Combined Instruments		FI_OPTION	1.0000000000	EP CED SX5E FEB26 BDT		Miscellaneous	TBRX		Y		Equities	BI EUS50CPE200226						L_S_8a2e6eca-3aa2-11e9-a520-b0115fdb02cb_EP CED SX5E FEB26 BDT_TBRX	Miscellaneous	0.0000000000	XS1940202440		EP CED SX5E FEB26 BDT			Equities		30200831		Equities	Combined Instruments	20200831				Composite	
	Call		FI_OPTION	1.0000000000	EP CED DEC25 SX5E DEC25 CALL100 BOND		Options	TBRX		Y		Equities							O_7bb58dda-62b4-11e9-b160-4ad6f9df0bf5_EP CED DEC25 SX5E DEC25 CALL100 BOND | 23 DEC 25 | C | E | 2986.5300000000_TBRX	Options	0.0000000000			EP CED DEC25 SX5E DEC25 CALL100 BOND | 23 DEC 25 | C | E | 2986.5300000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	ENI0U9		Options	TBRX		Y		Equities	ENI0U9						O_323e6194-e5a5-11e9-80e0-42d88dbc676c_ENI0U9 | 18 SEP 20 | P | A | 9.0000000000_TBRX	Options	0.0000000000	IT0016099910		ENI0U9 | 18 SEP 20 | P | A | 9.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	25643983		Options	TBRX		N		Equities							O_b941db8e-7710-11e9-9400-98972329be46_25643983 | 17 DEC 21 | P | E | 4.6000000000_TBRX	Options	0.0000000000			25643983 | 17 DEC 21 | P | E | 4.6000000000			Equities		30200831		Equities	Put	20200831			25643983	Put	
	Put		FI_OPTION	1.0000000000	MIBO0X18500		Options	TBRX		Y		Equities	MIBO0X18500						O_6ee9ccda-5c53-11ea-a7c0-339eae0b4931_MIBO0X18500 | 18 DEC 20 | P | E | 18500.0000000000_TBRX	Options	0.0000000000	IT0016585405		MIBO0X18500 | 18 DEC 20 | P | E | 18500.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	SX7E MAR23 CNP 5Y CAP		Options	TBRX		Y		Equities							O_7548dbc8-62b4-11e9-b160-4ad6f9df0bf5_SX7E MAR23 CNP 5Y CAP | 03 MAR 22 | C | E | 3.5403000000_TBRX	Options	0.0000000000			SX7E MAR23 CNP 5Y CAP | 03 MAR 22 | C | E | 3.5403000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	AVIO		Equities	TBRX		Y		Equities	AVIO						L_S_ef9ec5e0-1f2a-11e9-a2d0-b3645e528b7a_AVIO_TBRX	Equities	0.0000000000	IT0005119810		AVIO			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EVRG		Equities	TBRX		Y		Equities							L_S_4cc9a4e7-eb5d-11e9-86c3-e4cad0554687_EVRG_TBRX	Equities	0.0000000000	US30034W1062		EVRG			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	JPMORGAN CHASE USD		Equities	TBRX		Y		Equities	JPMORGAN CHASE						L_S_2509f5a8-514c-11e9-b8d0-ec23cf8de3db_JPMORGAN CHASE USD_TBRX	Equities	0.0000000000	US46625H1005		JPMORGAN CHASE USD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OPT_SD3E NOV26 CATM - 5332		Options	TBRX		Y		Equities							O_bc899e20-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E NOV26 CATM - 5332 | 18 NOV 26 | C | E | 2072.2600000000_TBRX	Options	0.0000000000			OPT_SD3E NOV26 CATM - 5332 | 18 NOV 26 | C | E | 2072.2600000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	ENEL0U7.50		Options	TBRX		Y		Equities	ENEL0U7.50						O_aa5ab3f8-e2a7-11ea-88e0-76012705c10a_ENEL0U7.50 | 18 SEP 20 | P | A | 7.5000000000_TBRX	Options	0.0000000000	IT0017307791		ENEL0U7.50 | 18 SEP 20 | P | A | 7.5000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	TIT0V0.40		Options	TBRX		Y		Equities	TIT0V0.40						O_438df2c8-ca4e-11ea-bfb0-7047c6039bd4_TIT0V0.40 | 16 OCT 20 | P | A | .4000000000_TBRX	Options	0.0000000000	IT0017236198		TIT0V0.40 | 16 OCT 20 | P | A | .4000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Barnes		Equities	TBRX		Y		Equities							L_S_24b9e8a4-322a-11ea-cbd3-f569ed533d96_Barnes_TBRX	Equities	0.0000000000	US0678061096		Barnes			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OPT_SX5E APR22 CATM - 4521		Options	TBRX		Y		Equities							O_bbea7200-9e9d-11ea-a0a0-6b77645bee53_OPT_SX5E APR22 CATM - 4521 | 07 APR 22 | C | E | 3438.7800000000_TBRX	Options	0.0000000000			OPT_SX5E APR22 CATM - 4521 | 07 APR 22 | C | E | 3438.7800000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	DOMINON ENRG INC		Equities	TBRX		Y		Equities	DOMINION ENERGY						L_S_5aad8a94-1f2e-11e9-a2d0-b3645e528b7a_DOMINON ENRG INC_TBRX	Equities	0.0000000000	US25746U1097		DOMINON ENRG INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Virtus Investment Partners Inc		Equities	TBRX		Y		Equities							L_S_b02c27e4-4690-11ea-aa30-26a51b335ab2_Virtus Investment Partners Inc_TBRX	Equities	0.0000000000	US92828Q1094		Virtus Investment Partners Inc			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	TITR0I0.44		Options	TBRX		Y		Equities	TITR0I0.44						O_87d6bc34-ddc9-11e9-9eb0-e7766f5ef7bc_TITR0I0.44 | 18 SEP 20 | C | A | .4400000000_TBRX	Options	0.0000000000	IT0016077312		TITR0I0.44 | 18 SEP 20 | C | A | .4400000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	TENCENT HOLDING		Equities	TBRX		Y		Equities	TENCENT HOLDING						L_S_5b0fb192-1f2e-11e9-a2d0-b3645e528b7a_TENCENT HOLDING_TBRX	Equities	0.0000000000	US88032Q1094		TENCENT HOLDING			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ILTY		Equities	TBRX		Y		Equities	ILLIMITY BANK						L_S_35098776-3f12-11e9-9560-d01e35f8cb44_ILTY_TBRX	Equities	0.0000000000	IT0005359192		ILTY			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	ENEL0X6.40		Options	TBRX		Y		Equities	ENEL0X6.40						O_4d67aa84-1f30-11e9-a2d0-b3645e528b7a_ENEL0X6.40 | 18 DEC 20 | P | A | 6.4000000000_TBRX	Options	0.0000000000	IT0014338484		ENEL0X6.40 | 18 DEC 20 | P | A | 6.4000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OPT_EP CED DEC25 SX5E DEC25 CALL50 2Y - 4815		Options	TBRX		Y		Equities							O_bc2843e6-9e9d-11ea-a0a0-6b77645bee53_OPT_EP CED DEC25 SX5E DEC25 CALL50 2Y - 4815 | 23 DEC 20 | C | E | 1493.2650000000_TBRX	Options	0.0000000000			OPT_EP CED DEC25 SX5E DEC25 CALL50 2Y - 4815 | 23 DEC 20 | C | E | 1493.2650000000			Equities		30200831		Equities	Call	20200831				Call	
	Warrants Put		FI_OPTION	1.0000000000	I06081		Rights	TBRX		Y		Equities	BI CW PUT FTSE MIB 21000 E 190321						L_S_d3e455f2-5211-11ea-8640-38c7f938b954_I06081_TBRX	Rights	0.0000000000	IT0005400210		I06081	Warrant		Equities		30200831		Equities	Warrants Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Wheaton Precious Metals		Equities	TBRX		Y		Equities							L_S_a24f29d8-9b4f-11ea-01bc-667648a911b7_Wheaton Precious Metals_TBRX	Equities	0.0000000000	CA9628791027		Wheaton Precious Metals			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	ATL0L19		Options	TBRX		Y		Equities	ATL0L19						O_99326d0e-494d-11e9-9970-3027219c6795_ATL0L19 | 18 DEC 20 | C | A | 19.0000000000_TBRX	Options	0.0000000000	IT0015516617		ATL0L19 | 18 DEC 20 | C | A | 19.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Warrants Call		FI_OPTION	1.0000000000	I06105		Rights	TBRX		Y		Equities	BI CW CALL RENAULT 45 E 010321						L_S_d39d9fa4-5211-11ea-8640-38c7f938b954_I06105_TBRX	Rights	0.0000000000	IT0005401192		I06105	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	FCA0I15		Options	TBRX		Y		Equities	FCA0I15						O_88095964-ddc9-11e9-9eb0-e7766f5ef7bc_FCA0I15 | 18 SEP 20 | C | A | 15.0000000000_TBRX	Options	0.0000000000	IT0016050079		FCA0I15 | 18 SEP 20 | C | A | 15.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EATON ORD		Equities	TBRX		Y		Equities	EATON ORD						L_S_5a526ec0-1f2e-11e9-a2d0-b3645e528b7a_EATON ORD_TBRX	Equities	0.0000000000	IE00B8KQN827		EATON ORD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	PIRC0X4		Options	TBRX		Y		Equities	PIRC0X4						O_994029d0-494d-11e9-9970-3027219c6795_PIRC0X4 | 18 DEC 20 | P | A | 4.0000000000_TBRX	Options	0.0000000000	IT0015485789		PIRC0X4 | 18 DEC 20 | P | A | 4.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	NATIONAL OILWELL VARCO INC		Equities	TBRX		Y		Equities	NATIONAL OILWEL						L_S_5a759d64-1f2e-11e9-a2d0-b3645e528b7a_NATIONAL OILWELL VARCO INC_TBRX	Equities	0.0000000000	US6370711011		NATIONAL OILWELL VARCO INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	S&P500 C 2180.856 21 - 5799		Options	TBRX		Y		Equities							O_4e70b71e-d5b3-11ea-a8a0-93c029c7371a_S&P500 C 2180.856 21 - 5799 | 26 JUL 21 | C | E | 2180.8557040000_TBRX	Options	0.0000000000			S&P500 C 2180.856 21 - 5799 | 26 JUL 21 | C | E | 2180.8557040000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	OESB 202012 C 70		Options	TBRX		Y		Equities	OESB 202012 C 70						O_ff791636-1f30-11e9-a2d0-b3645e528b7a_OESB 202012 C 70 | 18 DEC 20 | C | E | 70.0000000000_TBRX	Options	0.0000000000	DE000C23RZ43		OESB 202012 C 70 | 18 DEC 20 | C | E | 70.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Greenvision		Equities	TBRX		Y		Equities							L_S_0663f6ff-0aee-11ea-9a3a-9009f297cea9_Greenvision_TBRX	Equities	0.0000000000	US39678G2021		Greenvision			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	SBH		Equities	TBRX		Y		Equities							L_S_e9e9141d-3c5e-11ea-cb25-720df61f70a2_SBH_TBRX	Equities	0.0000000000	US79546E1047		SBH			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Under Armour Inc		Equities	TBRX		Y		Equities	UNDER ARMOUR CL						L_S_5afba71a-1f2e-11e9-a2d0-b3645e528b7a_Under Armour Inc_TBRX	Equities	0.0000000000	US9043111072		Under Armour Inc			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OEXD 202312 P 70		Options	TBRX		Y		Equities	OEXD 202312 P 70						O_f4497f76-1f30-11e9-a2d0-b3645e528b7a_OEXD 202312 P 70 | 15 DEC 23 | P | E | 70.0000000000_TBRX	Options	0.0000000000	DE000P4TCA03		OEXD 202312 P 70 | 15 DEC 23 | P | E | 70.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Western Alliance		Equities	TBRX		Y		Equities							L_S_38eb1042-856d-11ea-b7e8-9b0947f592a0_Western Alliance_TBRX	Equities	0.0000000000	US9576381092		Western Alliance			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	TIT0L0.42		Options	TBRX		Y		Equities	TIT0L0.42						O_fff6f180-2553-11ea-af50-2dba816f6810_TIT0L0.42 | 18 DEC 20 | C | A | .4200000000_TBRX	Options	0.0000000000	IT0016335512		TIT0L0.42 | 18 DEC 20 | C | A | .4200000000			Equities		30200831		Equities	Call	20200831				Call	
	Units		FI_EQUITY	1.0000000000	SPDR S&P 500		Equities	TBRX		Y		Equities	SPDR S&P 500 ET						L_S_5af1c470-1f2e-11e9-a2d0-b3645e528b7a_SPDR S&P 500_TBRX	Equities	0.0000000000	US78462F1030		SPDR S&P 500			Equities		30200831		Equities	Units	20200831				Spot	
	Put		FI_OPTION	1.0000000000	ENEL2X4.80		Options	TBRX		Y		Equities	ENEL2X4.80						O_98f071b0-494d-11e9-9970-3027219c6795_ENEL2X4.80 | 16 DEC 22 | P | A | 4.8000000000_TBRX	Options	0.0000000000	IT0015461004		ENEL2X4.80 | 16 DEC 22 | P | A | 4.8000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	TIT1X0.30		Options	TBRX		Y		Equities	TIT1X0.30						O_4dffe420-1f30-11e9-a2d0-b3645e528b7a_TIT1X0.30 | 17 DEC 21 | P | A | .3000000000_TBRX	Options	0.0000000000	IT0015165852		TIT1X0.30 | 17 DEC 21 | P | A | .3000000000			Equities		30200831		Equities	Put	20200831				Put	
	Units		FI_EQUITY	1.0000000000	SPDR CONS DISCR		Equities	TBRX		Y		Equities	SPDR FUND CONSU						L_S_5af7f796-1f2e-11e9-a2d0-b3645e528b7a_SPDR CONS DISCR_TBRX	Equities	0.0000000000	US81369Y4070		SPDR CONS DISCR			Equities		30200831		Equities	Units	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06505		Rights	TBRX		Y		Equities	BI CW CALL TOTAL 38 E 070920						L_S_b3ded534-90e6-11ea-b430-b3e2b66d25c3_I06505_TBRX	Rights	0.0000000000	IT0005410581		I06505	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	AXA 202112 P 10		Options	TBRX		Y		Equities	AXA 202112 P 10						O_f4cf4bb0-1f30-11e9-a2d0-b3645e528b7a_AXA 202112 P 10 | 17 DEC 21 | P | A | 10.0000000000_TBRX	Options	0.0000000000	DE000C0MYX25		AXA 202112 P 10 | 17 DEC 21 | P | A | 10.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	GCL		Equities	TBRX		Y		Equities	GUALA CLOSURES						L_S_ef9dfebc-1f2a-11e9-a2d0-b3645e528b7a_GCL_TBRX	Equities	0.0000000000	IT0005311821		GCL			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OESX 202112 P 1700		Options	TBRX		Y		Equities	OESX 202112 P 1700						O_f383ded8-1f30-11e9-a2d0-b3645e528b7a_OESX 202112 P 1700 | 17 DEC 21 | P | E | 1700.0000000000_TBRX	Options	0.0000000000	DE000P4RCTD7		OESX 202112 P 1700 | 17 DEC 21 | P | E | 1700.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	SD3E JAN23 PATM		Options	TBRX		Y		Equities							O_81491596-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 PATM | 27 JAN 23 | P | E | 1982.8200000000_TBRX	Options	0.0000000000			SD3E JAN23 PATM | 27 JAN 23 | P | E | 1982.8200000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	EPC SD3E NOV26 CNP 1Y CAP		Options	TBRX		Y		Equities							O_f16b40aa-0c3d-11ea-a960-70eafec178a3_EPC SD3E NOV26 CNP 1Y CAP | 20 NOV 20 | C | E | 41.4452900000_TBRX	Options	0.0000000000			EPC SD3E NOV26 CNP 1Y CAP | 20 NOV 20 | C | E | 41.4452900000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	SX6E MAR23 P PROT		Options	TBRX		Y		Equities							O_7d8ffaf0-62b4-11e9-b160-4ad6f9df0bf5_SX6E MAR23 P PROT | 29 MAR 23 | P | E | 247.1995000000_TBRX	Options	0.0000000000			SX6E MAR23 P PROT | 29 MAR 23 | P | E | 247.1995000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EAST WEST BANCP		Equities	TBRX		Y		Equities	EAST WEST BANCP						L_S_251d1aa2-514c-11e9-b8d0-ec23cf8de3db_EAST WEST BANCP_TBRX	Equities	0.0000000000	US27579R1041		EAST WEST BANCP			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OPT_STXE OCT21 PATM - 3587		Options	TBRX		Y		Equities							O_bb497bde-9e9d-11ea-a0a0-6b77645bee53_OPT_STXE OCT21 PATM - 3587 | 26 OCT 21 | P | E | 3418.2300000000_TBRX	Options	0.0000000000			OPT_STXE OCT21 PATM - 3587 | 26 OCT 21 | P | E | 3418.2300000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	CORE LABORATORIES		Equities	TBRX		Y		Equities							L_S_f83e97ed-2d70-11ea-f47a-e4f7cfc1999a_CORE LABORATORIES_TBRX	Equities	0.0000000000	NL0000200384		CORE LABORATORIES			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	SX5E OCT23 C ATM		Options	TBRX		Y		Equities							O_7e941b2a-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT23 C ATM | 08 SEP 23 | C | E | 3326.6000000000_TBRX	Options	0.0000000000			SX5E OCT23 C ATM | 08 SEP 23 | C | E | 3326.6000000000			Equities		30200831		Equities	Call	20200831				Call	
	Units		FI_EQUITY	1.0000000000	QFARE		Equities	TBRX		Y		Equities	QF AMUNDI RE EUROPA						L_S_efa0df6a-1f2a-11e9-a2d0-b3645e528b7a_QFARE_TBRX	Equities	0.0000000000	IT0001476412		QFARE			Equities		30200831		Equities	Units	20200831				Spot	
	Put		FI_OPTION	1.0000000000	G0X9		Options	TBRX		Y		Equities	G0X9						O_f0ecf252-6365-11ea-98f0-5618f0b34efc_G0X9 | 18 DEC 20 | P | A | 9.0000000000_TBRX	Options	0.0000000000	IT0016669878		G0X9 | 18 DEC 20 | P | A | 9.0000000000			Equities		30200831		Equities	Put	20200831				Put	
