Bof_20200828
DEALID_FE	DESCRIPTION	F_ISLISTED	INSTRUMENT_FE	INSTRUMENTID_FE	TBRICKS_INSTRUMENT_ID	ISIN	ISSUERID	MFAMILY	MGROUP	MTYPE	PHASE	PORTFOLIOID	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	TYPOLOGY	PRICE_MULTIPLIER	CFI_CODE	USE_VOLATILITY_SURFACE	CUSTOM_UNIQUE_ID	BASE_PRICE_MULTIPLIER	SUMMATION_GROUP	CFI_VARIANT_NAME	INSTRUMENTNUM_FE
-1		Y	SX7E MAR23 C100 BOND	SX7E MAR23 C100 BOND | 01 MAR 23 | C | E | 118.0100000000	754775f9-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SX7E	Call	
-1		Y	Appfolio	Appfolio	924641a2-8ed4-11ea-d937-3d9ad2fb01b3	US03783C1009		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	APPF	Equity share	
-1		Y	0_SDGP P 2279.03 25 - 5851	0_SDGP P 2279.03 25 - 5851 | 07 AUG 25 | P | E | 2279.0300000000	ab23868c-dc82-11ea-a960-6e0f8172dac5			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y	IPB_AUG25_SDGP_PATM	1	SDGP	Put	
-1		Y	EPC SD3E SEP24 CCAP	EPC SD3E SEP24 CCAP | 09 SEP 24 | C | E | 2644.4745000000	7b887c96-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1		Y	OPT_SD3E JAN23 CATM - 4000	OPT_SD3E JAN23 CATM - 4000 | 27 JAN 23 | C | E | 1982.8200000000	bbadf55a-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1	OESX 202112 P 3200	Y	OESX 202112 P 3200	OESX 202112 P 3200 | 17 DEC 21 | P | E | 3200.0000000000	f448bf32-1f30-11e9-a2d0-b3645e528b7a	DE000P903FK6		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		10	OPEICS	Y		1	SX5E	Put	
-1	OEDV 202312 P 1900	Y	OEDV 202312 P 1900	OEDV 202312 P 1900 | 15 DEC 23 | P | E | 1900.0000000000	ff76b74c-1f30-11e9-a2d0-b3645e528b7a	DE000C23RW53		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		10	OPEICS	Y		1	SD3E	Put	
-1	HP ORD	Y	HP USD	HP USD	5af8149c-1f2e-11e9-a2d0-b3645e528b7a	US40434L1052	0C2815	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	HPQ	Equity share	
-1		Y	EP3 SXDP SEPT20 BDT CALL 144	EP3 SXDP SEPT20 BDT CALL 144 | 23 SEP 20 | C | E | 1066.7664000000	82307cce-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SXDP	Call	
-1	OESX 202212 P 1500	Y	OESX 202212 P 1500	OESX 202212 P 1500 | 16 DEC 22 | P | E | 1500.0000000000	f448b492-1f30-11e9-a2d0-b3645e528b7a	DE000P1WE7T5		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		10	OPEICS	Y		1	SX5E	Put	
-1		Y	SX7E JUL22 P75	SX7E JUL22 P75 | 07 SEP 20 | P | E | 96.4200000000	85987506-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	SX7E	Put	
-1	OESX 202012 C 3000	Y	OESX 202012 C 3000	OESX 202012 C 3000 | 18 DEC 20 | C | E | 3000.0000000000	f380b4ba-1f30-11e9-a2d0-b3645e528b7a	DE000C0YXBJ7		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		10	OCEICS	Y		1	SX5E	Call	
-1	BELDEN INC	Y	BELDEN INC	BELDEN INC	2501935e-514c-11e9-b8d0-ec23cf8de3db	US0774541066		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	BDC	Equity share	
-1	WARR SALCEF GROUP 2019-2023	Y	WSCF23	WSCF23	4b8fe69e-01f3-11ea-ade0-0187e19062a0	IT0005388191	SALCEF GROUP	Equities	Rights	Warrants	0		2020-08-28	Warrants	Equities	Rights		1	RSSXXM	N		1	SCF	Subscription right	
-1	G0L19	Y	G0L19	G0L19 | 18 DEC 20 | C | A | 19.0000000000	4c4a1470-1f30-11e9-a2d0-b3645e528b7a	IT0014337353		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCASPS	Y		1	G	Call	
-1	BI CW CALL ATLANTIA 16,5 E 071220	Y	I06380	I06380	b3d5347a-90e6-11ea-b430-b3e2b66d25c3	IT0005409336	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	ATL	Call warrant	
-1	NortonLifeLock Inc	Y	NortonLifeLock Inc EUR	NortonLifeLock Inc EUR	341a6a1e-1f2e-11e9-a2d0-b3645e528b7a	US6687711084		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	SYM	Equity share	
-1	SPM0U1.80	Y	SPM0U1.80	SPM0U1.80 | 18 SEP 20 | P | A | 1.8000000000	c98b2194-629c-11ea-b360-e4afb098eae1	IT0016659366		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1000	OPASPS	Y		1	SPM	Put	
-1	DT.CANNABIS AG   O.N.	Y	FAM1	FAM1	e331be10-1f2b-11e9-a2d0-b3645e528b7a	DE000A0BVVK7	Deutsche Cannabis AG	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	FAM1	Equity share	
-1	BI CW CALL BANCA MEDIOLANUM 6,2 E 070920	Y	I06399	I06399	b39f3ff0-90e6-11ea-b430-b3e2b66d25c3	IT0005409526	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	BMED	Call warrant	
-1	MIBO0I20500	Y	MIBO0I20500	MIBO0I20500 | 18 SEP 20 | C | E | 20500.0000000000	88193f82-ddc9-11e9-9eb0-e7766f5ef7bc	IT0016089192		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		2.5	OCEICS	Y		1	FTMIB	Call	
-1	ENEL0L9.50	Y	ENEL0L9.50	ENEL0L9.50 | 18 DEC 20 | C | A | 9.5000000000	fb5dc5e4-3378-11ea-95c0-2960d205e8b1	IT0016385095		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		500	OCASPS	Y		1	ENEL	Call	
-1		Y	SPX MAY24 CCAP	SPX MAY24 CCAP | 29 MAY 24 | C | E | 4073.0490000000	3571e888-85a9-11e9-bc50-d8e42f759887			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SPX	Call	
-1		Y	YRD	YRD	3752e778-d0a2-11e9-36e9-5b62a4e74692	US98585L1008		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	YRD	Equity share	
-1		Y	Deckers Outdoor Corp	Deckers Outdoor Corp	ffd71e9e-7c86-11e9-a8f0-6ef443dc97a1	US2435371073		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	DECK	Equity share	
-1	QQQ Sep0 210.0 P	Y	QQQ Sep0 210.0 P	QQQ Sep0 210.0 P | 18 SEP 20 | P | A | 210.0000000000	d8e0075a-d9d9-11e9-9760-8a207b9aee4f			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		100	OPASPX	Y		1	QQQ	Put	
-1	CHIPOTLE MEXICA	Y	CHIPOTLE MX GRL	CHIPOTLE MX GRL	5abc3198-1f2e-11e9-a2d0-b3645e528b7a	US1696561059	0B9028	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	CMG	Equity share	
-1	BNP PARIBAS	Y	BNP	BNP	efa08740-1f2a-11e9-a2d0-b3645e528b7a	FR0000131104	BNP PARIBAS	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESVUFN	N		1	BNP	Equity share	
-1	MSCI	Y	MSCI	MSCI	250bbe74-514c-11e9-b8d0-ec23cf8de3db	US55354G1004		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	MSCI	Equity share	
-1	CONAFI	Y	CNF	CNF	ef9c803c-1f2a-11e9-a2d0-b3645e528b7a	IT0004105653	CONAFI	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	CNP	Equity share	
-1		Y	SX5E MAR23 PATM	SX5E MAR23 PATM | 01 MAR 23 | P | E | 3384.7100000000	7546a718-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	SX5E	Put	
-1		N	OTC SD3E C1850 DEC24 - STRUCT	OTC SD3E C1850 DEC24 - STRUCT | 20 DEC 24 | C | E | 1850.0000000000	bd78fa66-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	SD3E	1	SD3E	Call	27230354
-1		N	ENI F16 - INT DEAL - NEGR	ENI F16 - INT DEAL - NEGR | 17 JUN 22 | C | A | 16.0000000000	c0d685e8-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCAXPX	Y	IT0003132476	1	ENI	Call	25477183
-1		Y	Berry Petroleum	Berry Petroleum	3569616d-49b8-11ea-15db-13f2ca8772a7	US08579X1019		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	BRY	Equity share	
-1	ENEL0X3.80	Y	ENEL0X3.80	ENEL0X3.80 | 18 DEC 20 | P | A | 3.8000000000	4d24357e-1f30-11e9-a2d0-b3645e528b7a	IT0014338724		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	ENEL	Put	
-1	MIBO1R21000	Y	MIBO1R21000	MIBO1R21000 | 18 JUN 21 | P | E | 21000.0000000000	4cdc35c6-1f30-11e9-a2d0-b3645e528b7a	IT0014747791		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		2.5	OPEICS	Y		1	FTMIB	Put	
-1		Y	Beacon Roofing Supply	Beacon Roofing Supply	952b1eee-e074-11e9-1e94-e93668135196	US0736851090		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	BECN	Equity share	
-1	EXO0X37	Y	EXO0X37	EXO0X37 | 18 DEC 20 | P | A | 37.0000000000	48ac9842-64f8-11ea-8ed0-36b1606dc9af	IT0016736313		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		100	OPASPS	Y		1	EXO	Put	
-1	TELECOM ITALIA R	Y	TITR	TITR	ef9e90de-1f2a-11e9-a2d0-b3645e528b7a	IT0003497176	TELECOM ITALIA	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	TITR	Equity share	
-1		Y	EPC SD3E SEP24 C100 BOND	EPC SD3E SEP24 C100 BOND | 09 SEP 24 | C | E | 1958.8700000000	7b8ab434-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1	RITE AID ORD	Y	RITE AID CORP	RITE AID CORP	5abc28d8-1f2e-11e9-a2d0-b3645e528b7a	US7677548726	0D0093	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	RAD	Equity share	
-1		Y	Inspire Medical Systems	Inspire Medical Systems	f49d2cd1-00a0-11ea-df70-ef7e106750b0	US4577301090		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	INSP	Equity share	
-1		Y	OPT_EP CED FTMIB JAN25 P90 - 4842	OPT_EP CED FTMIB JAN25 P90 - 4842 | 29 JAN 25 | P | E | 17794.4000000000	bc43c8b4-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	FTMIB	Put	
-1		N	ENI MAR23 CALL 7.99 OTC - EPSILON	ENI MAR23 CALL 7.99 OTC - EPSILON | 13 MAR 23 | C | E | 7.9900000000	bc4ef190-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	IT0003132476	1	ENI	Call	27161272
-1	IMI-EP85 ESXX HEALTH CARE 30ST20	Y	EP3 SXDP SEPT20 BDT	EP3 SXDP SEPT20 BDT	34124136-1f2e-11e9-a2d0-b3645e528b7a	XS1285810492		Equities	Miscellaneous	Combined Instruments	0		2020-08-28	Combined Instruments	Equities	Miscellaneous		1	MCMXXX	N	SARANDRIA	1	SXDP	Composite	
-1	BI CW CALL UNIPOLSAI 2,8 E 070920	Y	I06190	I06190	d3edace2-5211-11ea-8640-38c7f938b954	IT0005401903	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	US	Call warrant	
-1		Y	Cloudflare	Cloudflare	746e1eb6-a990-11ea-252a-4520942be29c	US18915M1071		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	NET	Equity share	
-1		Y	0_EUR_SELDIV C 1420.9 25 - 5768	0_EUR_SELDIV C 1420.9 25 - 5768 | 08 JUL 25 | C | E | 1420.9000000000	298885ca-c20e-11ea-b160-7d1a56fc20bf			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	IPB_JULY25_SD3E_CATM	1	SD3E	Call	
-1	FORTIVE ORD	Y	Fortive	Fortive	5a465842-1f2e-11e9-a2d0-b3645e528b7a	US34959J1088	0C2155	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	FTV	Equity share	
-1	OEXD 202112 C 100	Y	OEXD 202112 C 100	OEXD 202112 C 100 | 17 DEC 21 | C | E | 100.0000000000	f37ef044-1f30-11e9-a2d0-b3645e528b7a	DE000C0QL555		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCEFCS	Y		1	FEXD	Call	
-1	SCIENCE APPLICA	Y	Science Applications International Corp	Science Applications International Corp	5a6a590e-1f2e-11e9-a2d0-b3645e528b7a	US8086251076	0C3485	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	SAIC	Equity share	
-1		N	VO3 X120 Dec22 - OTC - STRUTT	VO3 X120 Dec22 - OTC - STRUTT | 15 DEC 23 | P | A | 120.0000000000	afb434b2-4d99-11ea-8480-8ec09ba89a42			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPAXPX	Y	DE0007664039	1	VOW3	Put	29609403
-1	MB0X5.80	Y	MB0X5.80	MB0X5.80 | 18 DEC 20 | P | A | 5.8000000000	1ca1ad62-5f78-11ea-b380-0f8ba2642da1	IT0016609106		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	MB	Put	
-1	DBK 202009 C 9	Y	DBK 202009 C 9	DBK 202009 C 9 | 18 SEP 20 | C | A | 9.0000000000	b4d55626-ddc1-11e9-9eb0-e7766f5ef7bc	DE000C4FV328		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCASPS	Y		1	DBK	Call	
-1	BI CW PUT FTSE MIB 12000 E 180621	Y	I06360	I06360	b3a3778c-90e6-11ea-b430-b3e2b66d25c3	IT0005409138	BANCA IMI	Equities	Rights	Warrants Put	0		2020-08-28	Warrants Put	Equities	Rights		1	RWXCPE	Y		1	FTMIB	Put warrant	
-1		Y	OPT_SD3E JUN19 BDT C66.66 7Y - 5060	OPT_SD3E JUN19 BDT C66.66 7Y - 5060 | 24 JUN 26 | C | E | 1277.9600000000	bc79a7ae-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1	BI CW CALL ATLANTIA 17,5 E 010321	Y	I06382	I06382	b3f5719a-90e6-11ea-b430-b3e2b66d25c3	IT0005409351	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	ATL	Call warrant	
-1	BI CW CALL BPER BANCA 5 E 070920	Y	I06123	I06123	d3d9b976-5211-11ea-8640-38c7f938b954	IT0005400533	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	BPE	Call warrant	
-1		Y	OPT_EP CED FTMIB JAN25 C50 5Y - 4842	OPT_EP CED FTMIB JAN25 C50 5Y - 4842 | 25 JAN 24 | C | E | 9885.7750000000	bc41abf6-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	FTMIB	Call	
-1	TANDEM DIABETES	Y	TANDEM DIABETES	TANDEM DIABETES	5b0a4b4e-1f2e-11e9-a2d0-b3645e528b7a	US8753722037	0D2080	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	TNDM	Equity share	
-1	ENEL0X7.20	Y	ENEL0X7.20	ENEL0X7.20 | 18 DEC 20 | P | A | 7.2000000000	4c605c3a-1f30-11e9-a2d0-b3645e528b7a	IT0014338526		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	ENEL	Put	
-1	OESX 202212 C 3300	Y	OESX 202212 C 3300	OESX 202212 C 3300 | 16 DEC 22 | C | E | 3300.0000000000	f448e372-1f30-11e9-a2d0-b3645e528b7a	DE000C92KDT1		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		10	OCEICS	Y		1	SX5E	Call	
-1		Y	OPT_SX5E DEC21 CCAP - 3683	OPT_SX5E DEC21 CCAP - 3683 | 21 FEB 22 | C | E | 4452.3232000000	bb6faa98-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SX5E	Call	
-1		Y	OPT_SX7E MAR23 CNP 6Y CAP - 4033	OPT_SX7E MAR23 CNP 6Y CAP - 4033 | 01 MAR 23 | C | E | 3.5403000000	bbb79600-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SX7E	Call	
-1	AGL0U5	Y	AGL0U5	AGL0U5 | 18 SEP 20 | P | A | 5.0000000000	9f7f7ff6-5d1c-11ea-9b10-1e6079c4b3f4	IT0016599729		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	AGL	Put	
-1	ETSY ORD	Y	ETSY INC	ETSY INC	5aa674a2-1f2e-11e9-a2d0-b3645e528b7a	US29786A1060	0C3221	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	ETSY	Equity share	
-1	UNITEDHEALTH GR	Y	UNITEDHEALTH GP	UNITEDHEALTH GP	5a6c7568-1f2e-11e9-a2d0-b3645e528b7a	US91324P1021	0A8024	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	UNH	Equity share	
-1	BI CW CALL ENEL 8,2 E 071220	Y	I05921	I05921	4061e428-1659-11ea-b3f0-689a4e2fd020	IT0005392839	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	ENEL	Call warrant	
-1		N	OTC SD3E P2000 DEC24 - JPM	OTC SD3E P2000 DEC24 - JPM | 20 DEC 24 | P | E | 2000.0000000000	bc04a4fa-7710-11e9-9400-98972329be46			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y	SD3E	1	SD3E	Put	25914992
-1		N	ASMG G427.21 21 - OTC EPSILON	ASMG G427.21 21 - OTC EPSILON | 02 JUL 21 | C | E | 427.2100000000	d533dcf4-bc54-11ea-8ab0-5ac0d4f352e5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	NL0010273215	1	ASM	Call	30920301
-1		Y	Armstrong World Industries Inc	Armstrong World Industries Inc	12016e43-3097-11ea-01da-4705d5f13dae	US04247X1028		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	AWI	Equity share	
-1	BEN Delisted	Y	BEN Delisted	BEN Delisted	53c27fa8-8b69-11e9-b2ae-06b747deb312	IT0003106777		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	BENIT	Equity share	
-1	BI CW CALL BANCA MEDIOLANUM 9,5 E 070920	Y	I06184	I06184	d3a5960a-5211-11ea-8640-38c7f938b954	IT0005400327	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	BMED	Call warrant	
-1	BI CW CALL GENERALI ASS 16,5 E 070621	Y	I06377	I06377	b3eb5f84-90e6-11ea-b430-b3e2b66d25c3	IT0005409302	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	G	Call warrant	
-1	IMI-EP S&P500 31DC21	Y	EP3 SPX DEC21 BDT	EP3 SPX DEC21 BDT	342e056a-1f2e-11e9-a2d0-b3645e528b7a	XS1322538114		Equities	Miscellaneous	Combined Instruments	0		2020-08-28	Combined Instruments	Equities	Miscellaneous		1	MCMXXX	N	SARANDRIA	1	SPX	Composite	
-1	EDF	Y	EDF	EDF	6e475f06-1f2b-11e9-a2d0-b3645e528b7a	FR0010242511	Electricite de France S.A. (E.D.F.)	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESVUFN	N		1	E2F	Equity share	
-1	ENEL1F7.20	Y	ENEL1F7.20	ENEL1F7.20 | 18 JUN 21 | C | A | 7.2000000000	4d747c6e-1f30-11e9-a2d0-b3645e528b7a	IT0014746140		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		500	OCASPS	Y		1	ENEL	Call	
-1	OEDV 202312 C 2100	Y	OEDV 202312 C 2100	OEDV 202312 C 2100 | 15 DEC 23 | C | E | 2100.0000000000	ff76c82c-1f30-11e9-a2d0-b3645e528b7a	DE000C23RW87		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		10	OCEICS	Y		1	SD3E	Call	
-1		N	SX5E MAR23 CALL50 OTC 2 - EPSILON MAR26	SX5E MAR23 CALL50 OTC 2 - EPSILON MAR26 | 13 MAR 23 | C | E | 1732.0000000000	c0d8c966-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	EU0009658145	1	SX5E	Call	27312241
-1		Y	CERT SD3E APR26 BDT C66.66 4Y	CERT SD3E APR26 BDT C66.66 4Y | 25 APR 23 | C | E | 1363.5535000000	b9c1a81e-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1	OESX 202112 P 1700	Y	OESX 202112 P 1700	OESX 202112 P 1700 | 17 DEC 21 | P | E | 1700.0000000000	f383ded8-1f30-11e9-a2d0-b3645e528b7a	DE000P4RCTD7		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		10	OPEICS	Y		1	SX5E	Put	
-1	ENI3X10	Y	ENI3X10	ENI3X10 | 15 DEC 23 | P | A | 10.0000000000	98b2c7b6-494d-11e9-9970-3027219c6795	IT0015465906		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	ENI	Put	
-1	SAP 202012 C 140	Y	SAP 202012 C 140	SAP 202012 C 140 | 18 DEC 20 | C | A | 140.0000000000	f9ffdec4-1f30-11e9-a2d0-b3645e528b7a	DE000C0QQFA7		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCASPS	Y		1	SAP	Call	
-1	BI EUS50CPP100%E151123	Y	EP3 SX5E NOV23 IPB	EP3 SX5E NOV23 IPB	ef17cb72-1f2e-11e9-a2d0-b3645e528b7a	XS1896849160		Equities	Miscellaneous	Combined Instruments	0		2020-08-28	Combined Instruments	Equities	Miscellaneous		1	MCMXXX	N		1	SX5E	Composite	
-1		Y	SD3E JAN23 PATM	SD3E JAN23 PATM | 27 JAN 23 | P | E | 1982.8200000000	81491596-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	SD3E	Put	
-1		Y	Antero Resources Corp	Antero Resources Corp	2516ef88-514c-11e9-b8d0-ec23cf8de3db	US03674X1063		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	AR	Equity share	
-1	ARCELORMITTAL	Y	ARCELORMITTAL	ARCELORMITTAL	6e4c572c-1f2b-11e9-a2d0-b3645e528b7a	LU1598757687	ArcelorMittal S.A.	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESVUFN	N		1	ISPA	Equity share	
-1	SECURITAS B ORD	Y	SECURITAS B	SECURITAS B	5b1d62d8-1f2e-11e9-a2d0-b3645e528b7a	SE0000163594	SDNSE	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	SECUb	Equity share	
-1		Y	EPC SD3E NOV26 CNP 1Y CAP	EPC SD3E NOV26 CNP 1Y CAP | 20 NOV 20 | C | E | 41.4452900000	f16b40aa-0c3d-11ea-a960-70eafec178a3			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1	HELIX ENERY SLN	Y	HELIX ENERY SLN	HELIX ENERY SLN	2508e4f6-514c-11e9-b8d0-ec23cf8de3db	US42330P1075		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	HLX	Equity share	
-1	LEIDOS HLDGS INC	Y	LEIDOS HLDGS INC	LEIDOS HLDGS INC	250ae634-514c-11e9-b8d0-ec23cf8de3db	US5253271028		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	LDOS	Equity share	
-1		N	SX5E JUN27 C100 OTC 2 - EPSILON	SX5E JUN27 C100 OTC 2 - EPSILON | 18 JUN 27 | C | E | 3257.0000000000	e31127b2-b477-11ea-9a30-cf48123edbe6			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	EU0009658145	1	SX5E	Call	30864222
