Bof_20200828
AMERICAN_EUROPEAN	CURRENCY	DEALID_FE	DELIVERY_DATE	DESCRIPTION	EXERCISE_STYLE	EXPIRY	EXPIRY_LABEL	F_CALL_PUT	F_CASH_DELIVERY	F_QUANTO	FORWARD_START_DATE	FORWARD_START_STYLE	INSTRUMENTID_FE	LAST_TRADING_DATE	LOTSIZE	PORTFOLIOID	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	STARTDATE	STRIKE	TRADE_DATE	UNDERLYINGID	FORWARD_START_END_DATE	IS_FORWARD_START	QUANTO_CURR	NOMINAL	DIVIDENDID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_UNDERLYING_ID	TBRICKS_DIVIDEND_ID	INITIAL_PRICE	ISSUE_ID
E	EUR	-1		OESX 202112 P 2700	E	2021-12-17	DEC 21	P	C			0	OESX 202112 P 2700 | 17 DEC 21 | P | E | 2700.0000000000		10		2020-08-28	Put	Equities	Options		2700		FESX 202009 | SEP 20		N			ESTX 50 PR	f3835558-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		BI CW CALL MEDIOBANCA 6,8 E 010321	E	2021-03-01	MAR 21	C	C			0	I06477		0.1		2020-08-28	Warrants Call	Equities	Rights		6.8		MB		N			MB	b3d4d75a-90e6-11ea-b430-b3e2b66d25c3	ef9cb372-1f2a-11e9-a2d0-b3645e528b7a	ef9cb372-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		OESX 202012 P 2300	E	2020-12-18	DEC 20	P	C			0	OESX 202012 P 2300 | 18 DEC 20 | P | E | 2300.0000000000		10		2020-08-28	Put	Equities	Options		2300		FESX 202009 | SEP 20		N			ESTX 50 PR	f3814aba-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2024-10-29	OCT 24	P	C			0	SD3E OCT24 P100 BOND | 29 OCT 24 | P | E | 2177.0900000000		1		2020-08-28	Put	Equities	Options		2177.09		ESTX SD 30 PR		N			ESTX SD 30 PR	7da170be-62b4-11e9-b160-4ad6f9df0bf5	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2024-11-27	NOV 24	C	C			0	SD3E NOV24 CCAP | 27 NOV 24 | C | E | 3435.0560000000		1		2020-08-28	Call	Equities	Options		3435.0559999999996		ESTX SD 30 PR		N			ESTX SD 30 PR	75d5756a-62b4-11e9-b160-4ad6f9df0bf5	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		OESX 202312 C 6600	E	2023-12-15	DEC 23	C	C			0	OESX 202312 C 6600 | 15 DEC 23 | C | E | 6600.0000000000		10		2020-08-28	Call	Equities	Options		6600		FESX 202009 | SEP 20		N			ESTX 50 PR	f44bbed0-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		STM0U26	A	2020-09-18	SEP 20	P	P			0	STM0U26 | 18 SEP 20 | P | A | 26.0000000000		500		2020-08-28	Put	Equities	Options		26		STM		N			STM DIVIDENDS	03dbec74-ee4a-11e9-bbe0-f9f7befc6c19	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	ebcbdc28-e9af-11e9-993e-529049f1f1bb	0	
A	EUR	-1		SPM0J2.10	A	2020-10-16	OCT 20	C	P			0	SPM0J2.10 | 16 OCT 20 | C | A | 2.1000000000		1000		2020-08-28	Call	Equities	Options		2.1		SPM		N			SPM	47068adc-ca4e-11ea-bfb0-7047c6039bd4	efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a	efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		ENI2F14	A	2022-06-17	JUN 22	C	P			0	ENI2F14 | 17 JUN 22 | C | A | 14.0000000000		500		2020-08-28	Call	Equities	Options		14		ENI		N			ENI	97caaaee-494d-11e9-9970-3027219c6795	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2025-05-06	MAY 25	P	C			0	SD3E MAY25 P100 BOND | 06 MAY 25 | P | E | 1984.9900000000		1		2020-08-28	Put	Equities	Options		1984.9900000000002		ESTX SD 30 PR		N			ESTX SD 30 PR	b2525e84-7710-11e9-9400-98972329be46	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		UNI 202012 P 52	A	2020-12-18	DEC 20	P	P			0	UNI 202012 P 52 | 18 DEC 20 | P | A | 52.0000000000		100		2020-08-28	Put	Equities	Options		52		UNILEVER		N			UNILEVER	f94e2fbc-1f30-11e9-a2d0-b3645e528b7a	6e48a974-1f2b-11e9-a2d0-b3645e528b7a	6e48a974-1f2b-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2023-03-01	MAR 23	C	C			0	SX5E MAR22 C100 BOND | 01 MAR 23 | C | E | 3384.7100000000		1		2020-08-28	Call	Equities	Options		3384.71		FESX 202009 | SEP 20		N			ESTX 50 PR	75462b30-62b4-11e9-b160-4ad6f9df0bf5	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	USD	-1			E	2023-07-25	JUL 23	C	C			0	S&P500 C 2180.856 23 - 5799 | 25 JUL 23 | C | E | 2180.8557040000		1		2020-08-28	Call	Equities	Options		2180.855704		S&P 500 INDEX		N			S&P 500 INDEX	4e758ae6-d5b3-11ea-a8a0-93c029c7371a	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2024-10-29	OCT 24	C	C			0	SD3E OCT24 CCAP | 29 OCT 24 | C | E | 3962.3038000000		1		2020-08-28	Call	Equities	Options		3962.3038		ESTX SD 30 PR		N			ESTX SD 30 PR	7da222d4-62b4-11e9-b160-4ad6f9df0bf5	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
E	USD	-1			E	2022-01-03	JAN 22	C	C			0	SPX JAN22 CALL 130 | 03 JAN 22 | C | E | 3493.8020000000		1		2020-08-28	Call	Equities	Options		3493.8020000000006		EMINI S&P SEP0 | SEP 20		N			S&P 500 INDEX	7e902c86-62b4-11e9-b160-4ad6f9df0bf5	93b981ba-9645-11e9-a180-91725b79faed	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		BI CW CALL PRYSMIAN 23,5 E 070920	E	2020-09-07	SEP 20	C	C			0	I05953		0.1		2020-08-28	Warrants Call	Equities	Rights		23.5		PRY		N			PRY	407728f6-1659-11ea-b3f0-689a4e2fd020	ef9c97c0-1f2a-11e9-a2d0-b3645e528b7a	ef9c97c0-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		OESX 202012 P 1500	E	2020-12-18	DEC 20	P	C			0	OESX 202012 P 1500 | 18 DEC 20 | P | E | 1500.0000000000		10		2020-08-28	Put	Equities	Options		1500		FESX 202009 | SEP 20		N			ESTX 50 PR	f3821530-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		VO3 202312 P 140	A	2023-12-15	DEC 23	P	P			0	VO3 202312 P 140 | 15 DEC 23 | P | A | 140.0000000000		100		2020-08-28	Put	Equities	Options		140		VOLKSWAGEN PREF		N			VOLKSWAGEN PREF	0037e6c4-1f31-11e9-a2d0-b3645e528b7a	efa15aa8-1f2a-11e9-a2d0-b3645e528b7a	efa15aa8-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		PST0U7.80	A	2020-09-18	SEP 20	P	P			0	PST0U7.80 | 18 SEP 20 | P | A | 7.8000000000		500		2020-08-28	Put	Equities	Options		7.800000000000001		PST		N			PST	88df8b4c-ddc9-11e9-9eb0-e7766f5ef7bc	efa10eea-1f2a-11e9-a2d0-b3645e528b7a	efa10eea-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		OESX 202512 C 6000	E	2025-12-19	DEC 25	C	C			0	OESX 202512 C 6000 | 19 DEC 25 | C | E | 6000.0000000000		10		2020-08-28	Call	Equities	Options		6000		FESX 202009 | SEP 20		N			ESTX 50 PR	fcac06de-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		DAI 202012 P 60	A	2020-12-18	DEC 20	P	P			0	DAI 202012 P 60 | 18 DEC 20 | P | A | 60.0000000000		100		2020-08-28	Put	Equities	Options		60		DAIMLER		N			DAIMLER	f46a0b38-1f30-11e9-a2d0-b3645e528b7a	efa14748-1f2a-11e9-a2d0-b3645e528b7a	efa14748-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2025-03-13	MAR 25	C	C			0	BMW MAR25 CALL 37.703 OTC - EPSILON | 13 MAR 25 | C | E | 37.7030000000		1		2020-08-28	Call	Equities	Options		37.703		BMW		N			BMW	bc627ef4-7710-11e9-9400-98972329be46	efa09e6a-1f2a-11e9-a2d0-b3645e528b7a	efa09e6a-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		MS0I1.60	A	2020-09-18	SEP 20	C	P			0	MS0I1.60 | 18 SEP 20 | C | A | 1.6000000000		1000		2020-08-28	Call	Equities	Options		1.6		MS		N			MS	768b7490-579c-11ea-9e80-7a2e2d6fbb3b	ef9e6f96-1f2a-11e9-a2d0-b3645e528b7a	ef9e6f96-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		BI CW CALL FCA 15 E 070920	E	2020-09-07	SEP 20	C	C			0	I06254		0.1		2020-08-28	Warrants Call	Equities	Rights		15		FCA		N			FCA	d39fdcf6-5211-11ea-8640-38c7f938b954	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		SRG0X3.80	A	2020-12-18	DEC 20	P	P			0	SRG0X3.80 | 18 DEC 20 | P | A | 3.8000000000		1000		2020-08-28	Put	Equities	Options		3.8000000000000003		SRG		N			SRG	985796d4-494d-11e9-9970-3027219c6795	ef9c4ce8-1f2a-11e9-a2d0-b3645e528b7a	ef9c4ce8-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		OESX 202206 C 3350	E	2022-06-17	JUN 22	C	C			0	OESX 202206 C 3350 | 17 JUN 22 | C | E | 3350.0000000000		10		2020-08-28	Call	Equities	Options		3350		FESX 202009 | SEP 20		N			ESTX 50 PR	b6c51bac-963f-11e9-a180-91725b79faed	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		BI CW CALL FERRARI 200 E 070621	E	2021-06-07	JUN 21	C	C			0	I06450		0.1		2020-08-28	Warrants Call	Equities	Rights		200		RACE		N			RACE	b3b91b50-90e6-11ea-b430-b3e2b66d25c3	ef9cb782-1f2a-11e9-a2d0-b3645e528b7a	ef9cb782-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		VO3 202012 P 140	A	2020-12-18	DEC 20	P	P			0	VO3 202012 P 140 | 18 DEC 20 | P | A | 140.0000000000		100		2020-08-28	Put	Equities	Options		140		VOLKSWAGEN PREF		N			VOLKSWAGEN PREF	f94e8c32-1f30-11e9-a2d0-b3645e528b7a	efa15aa8-1f2a-11e9-a2d0-b3645e528b7a	efa15aa8-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		STM0W27	A	2020-11-20	NOV 20	P	P			0	STM0W27 | 20 NOV 20 | P | A | 27.0000000000		500		2020-08-28	Put	Equities	Options		27		STM		N			STM DIVIDENDS	55b2451e-e5cc-11ea-bc90-d15aa210e889	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	ebcbdc28-e9af-11e9-993e-529049f1f1bb	0	
E	EUR	-1		BI CW CALL TELECOM ITALIA 0,76 E 010321	E	2021-03-01	MAR 21	C	C			0	I05982		0.1		2020-08-28	Warrants Call	Equities	Rights		0.76		TIT		N			TIT	406dc8e2-1659-11ea-b3f0-689a4e2fd020	ef9e0240-1f2a-11e9-a2d0-b3645e528b7a	ef9e0240-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		TITR0I0.40	A	2020-09-18	SEP 20	C	P			0	TITR0I0.40 | 18 SEP 20 | C | A | .4000000000		1000		2020-08-28	Call	Equities	Options		0.4		TITR		N			TITR	88ab6ff6-ddc9-11e9-9eb0-e7766f5ef7bc	ef9e90de-1f2a-11e9-a2d0-b3645e528b7a	ef9e90de-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		OESX 202012 C 3900	E	2020-12-18	DEC 20	C	C			0	OESX 202012 C 3900 | 18 DEC 20 | C | E | 3900.0000000000		10		2020-08-28	Call	Equities	Options		3900		FESX 202009 | SEP 20		N			ESTX 50 PR	f380f27c-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		OEXD 202012 P 112	E	2020-12-18	DEC 20	P	C			0	OEXD 202012 P 112 | 18 DEC 20 | P | E | 112.0000000000		100		2020-08-28	Put	Equities	Options		112		FEXD 202012 | DEC 20		N			FEXD 202012 | DEC 20	fa88fbb4-1f30-11e9-a2d0-b3645e528b7a	f3731ee0-1f30-11e9-a2d0-b3645e528b7a	f3731ee0-1f30-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		STM0U23	A	2020-09-18	SEP 20	P	P			0	STM0U23 | 18 SEP 20 | P | A | 23.0000000000		500		2020-08-28	Put	Equities	Options		23		STM		N			STM DIVIDENDS	87eb6616-ddc9-11e9-9eb0-e7766f5ef7bc	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	ebcbdc28-e9af-11e9-993e-529049f1f1bb	0	
E	EUR	-1			E	2021-03-29	MAR 21	C	C			0	SX5E MAR22 CNP 2YCAP | 29 MAR 21 | C | E | 47.2591110000		1		2020-08-28	Call	Equities	Options		47.259111		FESX 202009 | SEP 20		N			ESTX 50 PR	84f22b6a-62b4-11e9-b160-4ad6f9df0bf5	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2022-10-14	OCT 22	P	C			0	SX5E OCT22 PATM | 14 OCT 22 | P | E | 3008.7200000000		1		2020-08-28	Put	Equities	Options		3008.7200000000003		FESX 202009 | SEP 20		N			ESTX 50 PR	7714db8c-62b4-11e9-b160-4ad6f9df0bf5	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2024-12-20	DEC 24	C	C			0	SX5E DEC24 3100 CALL OTC STR DESK | 20 DEC 24 | C | E | 3100.0000000000		1		2020-08-28	Call	Equities	Options		3100		FESX 202009 | SEP 20		N			ESTX 50 PR	3ccb9fc2-bb98-11ea-a390-a48e539180ad	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2023-10-19	OCT 23	C	C			0	EPC SX5E OCT23 CALL CAP | 19 OCT 23 | C | E | 4625.6300000000		1		2020-08-28	Call	Equities	Options		4625.63		FESX 202009 | SEP 20		N			ESTX 50 PR	722d5310-62b4-11e9-b160-4ad6f9df0bf5	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		TIT0X0.33	A	2020-12-18	DEC 20	P	P			0	TIT0X0.33 | 18 DEC 20 | P | A | .3300000000		1000		2020-08-28	Put	Equities	Options		0.33		TIT		N			TIT	9c035bde-61d3-11ea-bc20-eddd0e07b602	ef9e0240-1f2a-11e9-a2d0-b3645e528b7a	ef9e0240-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2023-11-17	NOV 23	P	C			0	EP3 G NOV23 PUT100 BOND | 17 NOV 23 | P | E | 14.4600000000		1		2020-08-28	Put	Equities	Options		14.459999999999999		G		N			G	8461a1bc-62b4-11e9-b160-4ad6f9df0bf5	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		FCA0U8.40	A	2020-09-18	SEP 20	P	P			0	FCA0U8.40 | 18 SEP 20 | P | A | 8.4000000000		500		2020-08-28	Put	Equities	Options		8.4		FCA		N			FCA	b391b4ea-de92-11e9-aa30-0f30bc25b079	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2021-07-26	JUL 21	C	C			0	0_DJ_HLT C 594.916 21 - 5800 | 26 JUL 21 | C | E | 594.9164110000		1		2020-08-28	Call	Equities	Options		594.916411		STXE 600 HECR PR		N			STXE 600 HECR PR	cebc691c-d357-11ea-b020-c0ba487f3c04	7d17ee58-5151-11e9-b8d0-ec23cf8de3db	7d17ee58-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2022-12-16	DEC 22	P	C			0	SX7E OTC PUT 85 DEC22 -  STRUTTURATI | 16 DEC 22 | P | E | 85.0000000000		1		2020-08-28	Put	Equities	Options		85		FESB 202009 | SEP 20		N			ESTX BNK PR	1330f07c-ba8b-11e9-92a0-f780db739741	4997fdf0-254c-11ea-af50-2dba816f6810	7d17bed8-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		BI CW CALL ENI 12 E 010321	E	2021-03-01	MAR 21	C	C			0	I06442		0.1		2020-08-28	Warrants Call	Equities	Rights		12		ENI		N			ENI	b3b0c57c-90e6-11ea-b430-b3e2b66d25c3	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		MUV2 202012 P 160	A	2020-12-18	DEC 20	P	P			0	MUV2 202012 P 160 | 18 DEC 20 | P | A | 160.0000000000		100		2020-08-28	Put	Equities	Options		160		MUNICH		N			MUNICH	f94157d8-1f30-11e9-a2d0-b3645e528b7a	efa3c4e6-1f2a-11e9-a2d0-b3645e528b7a	efa3c4e6-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		STM0K28	A	2020-11-20	NOV 20	C	P			0	STM0K28 | 20 NOV 20 | C | A | 28.0000000000		500		2020-08-28	Call	Equities	Options		28		STM		N			STM DIVIDENDS	547fe1f6-e5cc-11ea-bc90-d15aa210e889	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	ebcbdc28-e9af-11e9-993e-529049f1f1bb	0	
E	EUR	-1			E	2023-10-10	OCT 23	C	C			0	OPT_EPC CAC40 OCT23 CALL ATM - 4726 | 10 OCT 23 | C | E | 5095.9800000000		1		2020-08-28	Call	Equities	Options		5095.98		CAC 40 INDEX		N			CAC 40 INDEX	bc0a157e-9e9d-11ea-a0a0-6b77645bee53	7d16e0ee-5151-11e9-b8d0-ec23cf8de3db	7d16e0ee-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2025-05-06	MAY 25	C	C			0	OPT_SD3E MAY25 CATM - 4992 | 06 MAY 25 | C | E | 1984.9900000000		1		2020-08-28	Call	Equities	Options		1984.99		ESTX SD 30 PR		N			ESTX SD 30 PR	bc681afc-9e9d-11ea-a0a0-6b77645bee53	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		MOH 202009 P 385	A	2020-09-18	SEP 20	P	P			0	MOH 202009 P 385 | 18 SEP 20 | P | A | 385.0000000000		100		2020-08-28	Put	Equities	Options		385		LVMH		N			LVMH	e0d67986-b411-11ea-91c0-94d1ccfa987c	efa01314-1f2a-11e9-a2d0-b3645e528b7a	efa01314-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2024-12-20	DEC 24	P	C			0	OTC SD3E P1850 DEC24 - STRUCT | 20 DEC 24 | P | E | 1850.0000000000		1		2020-08-28	Put	Equities	Options		1850		ESTX SD 30 PR		N			ESTX SD 30 PR	bd7925a4-7710-11e9-9400-98972329be46	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
M	EUR	-1		WARR LIFE CARE CAPITAL	M	2023-03-07	MAR 23	X	P			0	WLCC		1		2020-08-28	Warrants	Equities	Rights		10.5		LCC		N			LCC	ef9d553e-1f2a-11e9-a2d0-b3645e528b7a	ef9e5196-1f2a-11e9-a2d0-b3645e528b7a	ef9e5196-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		STM0I29	A	2020-09-18	SEP 20	C	P			0	STM0I29 | 18 SEP 20 | C | A | 29.0000000000		500		2020-08-28	Call	Equities	Options		29		STM		N			STM DIVIDENDS	d6ecaf2a-f6ee-11e9-a2a0-1ec22a349d29	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	ebcbdc28-e9af-11e9-993e-529049f1f1bb	0	
E	EUR	-1		OESX 202012 C 3650	E	2020-12-18	DEC 20	C	C			0	OESX 202012 C 3650 | 18 DEC 20 | C | E | 3650.0000000000		10		2020-08-28	Call	Equities	Options		3650		FESX 202009 | SEP 20		N			ESTX 50 PR	f381aeba-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2025-07-25	JUL 25	C	C			0	0_DJ_HLT C 594.916 25 - 5800 | 25 JUL 25 | C | E | 594.9164110000		1		2020-08-28	Call	Equities	Options		594.916411		STXE 600 HECR PR		N			STXE 600 HECR PR	ceca92a8-d357-11ea-b020-c0ba487f3c04	7d17ee58-5151-11e9-b8d0-ec23cf8de3db	7d17ee58-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2022-06-28	JUN 22	C	C			0	OPT_SX6E JUN22 CCAP - 3811 | 28 JUN 22 | C | E | 342.8562000000		1		2020-08-28	Call	Equities	Options		342.8562		ESTX UTIL PR		N			ESTX UTIL PR	bb86e910-9e9d-11ea-a0a0-6b77645bee53	7d17b12c-5151-11e9-b8d0-ec23cf8de3db	7d17b12c-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		BAMI0U0.90	A	2020-09-18	SEP 20	P	P			0	BAMI0U0.90 | 18 SEP 20 | P | A | .9000000000		1000		2020-08-28	Put	Equities	Options		0.9		BAMI		N			BAMI	c6101dee-629c-11ea-b360-e4afb098eae1	ef9d1268-1f2a-11e9-a2d0-b3645e528b7a	ef9d1268-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		BI CW CALL ENEL 10,5 E 070621	E	2021-06-07	JUN 21	C	C			0	I06140		0.1		2020-08-28	Warrants Call	Equities	Rights		10.5		ENEL		N			ENEL	d3a6c9a8-5211-11ea-8640-38c7f938b954	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1			A	2023-12-15	DEC 23	P	P			0	G X16 23 - INTRADESK STRUTTURATI | 15 DEC 23 | P | A | 16.0000000000		1		2020-08-28	Put	Equities	Options		16		G		N			G	102ddd20-4f1b-11ea-9ee0-748ba21b7652	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		MIBO0I24500	E	2020-09-18	SEP 20	C	C			0	MIBO0I24500 | 18 SEP 20 | C | E | 24500.0000000000		2.5		2020-08-28	Call	Equities	Options		24500		FIB0I | SEP 20		N			FIB0I | SEP 20	87d81962-ddc9-11e9-9eb0-e7766f5ef7bc	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	0	
A	USD	-1		AAPL Oct0 450.0P	A	2020-10-16	OCT 20	P	P			0	AAPL Oct0 450.0P | 16 OCT 20 | P | A | 450.0000000000		100		2020-08-28	Put	Equities	Options		450		APPLE USD		N			APPLE USD	46db91c0-901e-11ea-9090-b3a508a7c7a3	5ae55a96-1f2e-11e9-a2d0-b3645e528b7a	5ae55a96-1f2e-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		FCA0I10	A	2020-09-18	SEP 20	C	P			0	FCA0I10 | 18 SEP 20 | C | A | 10.0000000000		500		2020-08-28	Call	Equities	Options		10		FCA		N			FCA	87c4103e-ddc9-11e9-9eb0-e7766f5ef7bc	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2021-06-29	JUN 21	P	C			0	OPT_EPC G JUN21 PUT 80 IPB - 4613 | 29 JUN 21 | P | E | 11.6800000000		1		2020-08-28	Put	Equities	Options		11.68		G		N			G	16dd27f2-aef2-11ea-8700-3d076c78611f	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2023-09-08	SEP 23	C	C			0	SX5E OCT23 C 130 | 08 SEP 23 | C | E | 4324.5800000000		1		2020-08-28	Call	Equities	Options		4324.58		FESX 202009 | SEP 20		N			ESTX 50 PR	7e943fe2-62b4-11e9-b160-4ad6f9df0bf5	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		ENEL0X4.40	A	2020-12-18	DEC 20	P	P			0	ENEL0X4.40 | 18 DEC 20 | P | A | 4.4000000000		500		2020-08-28	Put	Equities	Options		4.4		ENEL		N			ENEL	4c72bb00-1f30-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		LHA 202012 P 20	A	2020-12-18	DEC 20	P	P			0	LHA 202012 P 20 | 18 DEC 20 | P | A | 20.0000000000		100		2020-08-28	Put	Equities	Options		20		LUFTHANSA		N			LUFTHANSA	f93e0eac-1f30-11e9-a2d0-b3645e528b7a	ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a	ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		ENI0X12.50	A	2020-12-18	DEC 20	P	P			0	ENI0X12.50 | 18 DEC 20 | P | A | 12.5000000000		500		2020-08-28	Put	Equities	Options		12.5		ENI		N			ENI	fe95e68e-2553-11ea-af50-2dba816f6810	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	0	
