Bof_20200828
CLEARING_CENTER_NAME	CURRENCY	DESCRIPTION	F_QDIRTY	INSTRUMENTID_FE	ISIN	ISS_DATE	ISS_NUM	ISSUERID	LOTSIZE	MKT_SETTL_TYPE	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	UNDERLYINGID_FE	DIVIDENDID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_UNDERLYING_ID	TBRICKS_DIVIDEND_ID	F_IS_ETF
	EUR	ISAGRO	0	ISG	IT0001069902	2008-11-10	0	ISAGRO	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ISG	ISG	ef9f0d34-1f2a-11e9-a2d0-b3645e528b7a	ef9f0d34-1f2a-11e9-a2d0-b3645e528b7a	ef9f0d34-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	FRESENIUS	0	FRESENIUS	DE0005785604	2017-07-07	0	FRESENIUS SE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	FRESENIUS	FRESENIUS	ef9d0dd6-1f2a-11e9-a2d0-b3645e528b7a	ef9d0dd6-1f2a-11e9-a2d0-b3645e528b7a	ef9d0dd6-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	POSTE ITALIANE	0	PST	IT0003796171	2015-10-27	0	POSTE ITALIANE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PST	PST	efa10eea-1f2a-11e9-a2d0-b3645e528b7a	efa10eea-1f2a-11e9-a2d0-b3645e528b7a	efa10eea-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	OASIS PTROLM ORD	0	OASIS PETROLEUM	US6742151086		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	OASIS PETROLEUM	OASIS PETROLEUM	25182a4c-514c-11e9-b8d0-ec23cf8de3db	25182a4c-514c-11e9-b8d0-ec23cf8de3db	25182a4c-514c-11e9-b8d0-ec23cf8de3db	N
	USD	SINCLAIR BRD A	0	SINCLAIR BRD A	US8292261091		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SINCLAIR BRD A	SINCLAIR BRD A	25222196-514c-11e9-b8d0-ec23cf8de3db	25222196-514c-11e9-b8d0-ec23cf8de3db	25222196-514c-11e9-b8d0-ec23cf8de3db	N
	USD	GARMIN ORD	0	GARMIN LTD	000000000000	2018-01-18	0	0B3918	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	GARMIN LTD	GARMIN LTD	5b1f3928-1f2e-11e9-a2d0-b3645e528b7a	5b1f3928-1f2e-11e9-a2d0-b3645e528b7a	5b1f3928-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	JETBLUE AIRWAYS	0	JETBLUE AIRWAYS	US4771431016	2018-01-24	0	0C7614	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	JETBLUE AIRWAYS	JETBLUE AIRWAYS	5a753a22-1f2e-11e9-a2d0-b3645e528b7a	5a753a22-1f2e-11e9-a2d0-b3645e528b7a	5a753a22-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	MERCADOLIBRE OR	0	MERCADOLIBRE INC	US58733R1023	2018-01-15	0	0B6307	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MERCADOLIBRE INC	MERCADOLIBRE INC	5a4720b0-1f2e-11e9-a2d0-b3645e528b7a	5a4720b0-1f2e-11e9-a2d0-b3645e528b7a	5a4720b0-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	TAKE TWO INTERA	0	TTWO	US8740541094	2018-01-15	0	0C0194	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TTWO	TTWO	5a8722f0-1f2e-11e9-a2d0-b3645e528b7a	5a8722f0-1f2e-11e9-a2d0-b3645e528b7a	5a8722f0-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	WEX INC	0	WEX INC	US96208T1043		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	WEX INC	WEX INC	2514a9f8-514c-11e9-b8d0-ec23cf8de3db	2514a9f8-514c-11e9-b8d0-ec23cf8de3db	2514a9f8-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	CEMENTIR HOLDING	0	CEM	NL0013995087	2008-11-10	0	CEMENTIR HOLDING	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CEM	CEM	efa39ed0-1f2a-11e9-a2d0-b3645e528b7a	efa39ed0-1f2a-11e9-a2d0-b3645e528b7a	efa39ed0-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	ALLSTATE ORD	0	ALLSTATE CP	US0200021014	2018-01-18	0	0C4431	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ALLSTATE CP	ALLSTATE CP	5ac0c6f4-1f2e-11e9-a2d0-b3645e528b7a	5ac0c6f4-1f2e-11e9-a2d0-b3645e528b7a	5ac0c6f4-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	S.E.B.	0	S.E.B.	FR0000121709	2010-04-01	0	0A6132	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	S.E.B.	S.E.B.	6e45fc74-1f2b-11e9-a2d0-b3645e528b7a	6e45fc74-1f2b-11e9-a2d0-b3645e528b7a	6e45fc74-1f2b-11e9-a2d0-b3645e528b7a	N
	USD	BOOKING HOLDING	0	BOOKING HOLDINGS	US09857L1089	2018-04-26	0	0G7194	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BOOKING HOLDINGS	BOOKING HOLDINGS	5b18cb4c-1f2e-11e9-a2d0-b3645e528b7a	5b18cb4c-1f2e-11e9-a2d0-b3645e528b7a	5b18cb4c-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Sailpoint Technologies Holdings Inc	US78781P1057		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Sailpoint Technologies Holdings Inc	Sailpoint Technologies Holdings Inc	455772da-7a81-11ea-1eaf-fcfe3245e49d	455772da-7a81-11ea-1eaf-fcfe3245e49d	455772da-7a81-11ea-1eaf-fcfe3245e49d	N
	USD	KROGER ORD	0	KROGER CO	US5010441013	2018-01-18	0	0B9371	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	KROGER CO	KROGER CO	5b18f8ec-1f2e-11e9-a2d0-b3645e528b7a	5b18f8ec-1f2e-11e9-a2d0-b3645e528b7a	5b18f8ec-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	AMERICAN EXPRESS	0	AMERICAN EXPRESS EUR	US0258161092	2009-06-29	0	American Express Co.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AMERICAN EXPRESS USD	AMERICAN EXPRESS USD	e3595da8-1f2b-11e9-a2d0-b3645e528b7a	5a4e9296-1f2e-11e9-a2d0-b3645e528b7a	5a4e9296-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	DTE ENERGY ORD	0	DTE ENERGY	US2333311072	2018-01-18	0	0B9603	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	DTE ENERGY	DTE ENERGY	5a94e480-1f2e-11e9-a2d0-b3645e528b7a	5a94e480-1f2e-11e9-a2d0-b3645e528b7a	5a94e480-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	MANPOWER GROUP	0	MANPOWER GROUP	US56418H1005		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MANPOWER GROUP	MANPOWER GROUP	250bd53a-514c-11e9-b8d0-ec23cf8de3db	250bd53a-514c-11e9-b8d0-ec23cf8de3db	250bd53a-514c-11e9-b8d0-ec23cf8de3db	N
	USD	ORACLE ORD	0	ORACLE CORP USD	US68389X1054	2018-01-15	0	0B9517	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ORACLE CORP USD	ORACLE CORP USD	5a96421c-1f2e-11e9-a2d0-b3645e528b7a	5a96421c-1f2e-11e9-a2d0-b3645e528b7a	5a96421c-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	OPUS BANK	US6840001027		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	OPUS BANK	OPUS BANK	fbfd2afb-41da-11ea-79f4-715c8bd7d1b8	fbfd2afb-41da-11ea-79f4-715c8bd7d1b8	fbfd2afb-41da-11ea-79f4-715c8bd7d1b8	N
	EUR	ABN AMRO Group	0	ABN AMRO Group	NL0011540547	2015-12-30	0	0A8552	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ABN AMRO Group	ABN AMRO Group	6e4b7d84-1f2b-11e9-a2d0-b3645e528b7a	6e4b7d84-1f2b-11e9-a2d0-b3645e528b7a	6e4b7d84-1f2b-11e9-a2d0-b3645e528b7a	N
	USD		0	Redfin	US75737F1084		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Redfin	Redfin	f5dd7291-1b6c-11ea-2954-839c95c768b4	f5dd7291-1b6c-11ea-2954-839c95c768b4	f5dd7291-1b6c-11ea-2954-839c95c768b4	N
	EUR	EMAK	0	EM	IT0001237053	2008-11-10	0	EMAK	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EM	EM	efa2faac-1f2a-11e9-a2d0-b3645e528b7a	efa2faac-1f2a-11e9-a2d0-b3645e528b7a	efa2faac-1f2a-11e9-a2d0-b3645e528b7a	N
	SEK	GETINGE B ORD	0	GETINGE AB	SE0000202624	2007-10-31	0	0D2687	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	GETINGE AB	GETINGE AB	5a6c7126-1f2e-11e9-a2d0-b3645e528b7a	5a6c7126-1f2e-11e9-a2d0-b3645e528b7a	5a6c7126-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	WISDOMTREE INVE	0	WSDM TRE INVST	US97717P1049	2018-01-24	0	0C1688	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	WSDM TRE INVST	WSDM TRE INVST	5a4a7300-1f2e-11e9-a2d0-b3645e528b7a	5a4a7300-1f2e-11e9-a2d0-b3645e528b7a	5a4a7300-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	COVANTA HOLDING	0	COVANTA HOLDING	US22282E1029		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	COVANTA HOLDING	COVANTA HOLDING	7d1bd392-5151-11e9-b8d0-ec23cf8de3db	7d1bd392-5151-11e9-b8d0-ec23cf8de3db	7d1bd392-5151-11e9-b8d0-ec23cf8de3db	N
	USD	TOLL BROTHERS O	0	TOLL BROTHERS	US8894781033	2018-01-25	0	0B7686	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TOLL BROTHERS	TOLL BROTHERS	5aff0a90-1f2e-11e9-a2d0-b3645e528b7a	5aff0a90-1f2e-11e9-a2d0-b3645e528b7a	5aff0a90-1f2e-11e9-a2d0-b3645e528b7a	N
	DKK	CARLSBERG B ORD	0	CARLSBERG B	DK0010181759	2008-09-10	0	0A3258	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CARLSBERG B	CARLSBERG B	5a3d0dd2-1f2e-11e9-a2d0-b3645e528b7a	5a3d0dd2-1f2e-11e9-a2d0-b3645e528b7a	5a3d0dd2-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	ESTX AU&PT PR	0	ESTX AU&PT PR	EU0009658301		0		50	Cash	2020-08-28	Indices	Equities	Referential Instruments	ESTX AU&PT PR	ESTX AU&PT PR	7d17db3e-5151-11e9-b8d0-ec23cf8de3db	7d17db3e-5151-11e9-b8d0-ec23cf8de3db	7d17db3e-5151-11e9-b8d0-ec23cf8de3db	N
	GBP	WPP	0	WPP	JE00B8KF9B49	2013-01-02	0	WPPWPP	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	WPP	WPP	5ac73228-1f2e-11e9-a2d0-b3645e528b7a	5ac73228-1f2e-11e9-a2d0-b3645e528b7a	5ac73228-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	BURGUNDY TECNOLOGY 	KYG1702T1325		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BURGUNDY TECNOLOGY 	BURGUNDY TECNOLOGY 	1c68870e-e617-11ea-fe8e-e9a22313ec90	1c68870e-e617-11ea-fe8e-e9a22313ec90	1c68870e-e617-11ea-fe8e-e9a22313ec90	N
	USD		0	J & J Snack Foods	US4660321096		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	J & J Snack Foods	J & J Snack Foods	481c79d2-9458-11ea-cf25-d0914cfd53a1	481c79d2-9458-11ea-cf25-d0914cfd53a1	481c79d2-9458-11ea-cf25-d0914cfd53a1	N
	USD	STANLEY BLACK A	0	STANLY BLK&DCKR	US8545021011	2018-01-18	0	0D0438	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	STANLY BLK&DCKR	STANLY BLK&DCKR	5ad746e0-1f2e-11e9-a2d0-b3645e528b7a	5ad746e0-1f2e-11e9-a2d0-b3645e528b7a	5ad746e0-1f2e-11e9-a2d0-b3645e528b7a	N
	CHF	SWISS RE AG ORD	0	SWISS RE N	CH0126881561	2014-03-05	0	0A7390	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SWISS RE N	SWISS RE N	5ab94a6e-1f2e-11e9-a2d0-b3645e528b7a	5ab94a6e-1f2e-11e9-a2d0-b3645e528b7a	5ab94a6e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Inphi Corp	US45772F1075		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Inphi Corp	Inphi Corp	c493c05c-70c5-11e9-af90-75f0e38bb8a4	c493c05c-70c5-11e9-af90-75f0e38bb8a4	c493c05c-70c5-11e9-af90-75f0e38bb8a4	N
	USD	MORGAN STANLEY	0	MORGAN STANLEY USD	US6174464486	2018-01-18	0	MOLE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MORGAN STANLEY USD	MORGAN STANLEY USD	5a5d600a-1f2e-11e9-a2d0-b3645e528b7a	5a5d600a-1f2e-11e9-a2d0-b3645e528b7a	5a5d600a-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	ZYNGA CL A ORD	0	ZYNGA INC	US98986T1088	2018-01-24	0	0A8032	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ZYNGA INC	ZYNGA INC	5ac56632-1f2e-11e9-a2d0-b3645e528b7a	5ac56632-1f2e-11e9-a2d0-b3645e528b7a	5ac56632-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	SIEMENS HEALTHINEERS	0	SHL	DE000SHL1006	2018-09-07	0	Siemens Healthineers AG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SHL	SHL	e35f524e-1f2b-11e9-a2d0-b3645e528b7a	e35f524e-1f2b-11e9-a2d0-b3645e528b7a	e35f524e-1f2b-11e9-a2d0-b3645e528b7a	N
	USD		0	CATERPILLAR USD	US1491231015		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CATERPILLAR USD	CATERPILLAR USD	2503660c-514c-11e9-b8d0-ec23cf8de3db	2503660c-514c-11e9-b8d0-ec23cf8de3db	2503660c-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	TOD'S	0	TOD	IT0003007728	2008-11-10	0	TOD'S	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TOD	TOD	ef9c592c-1f2a-11e9-a2d0-b3645e528b7a	ef9c592c-1f2a-11e9-a2d0-b3645e528b7a	ef9c592c-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	GLOBAL X SILVER	0	SIL	US37954Y8488	2018-01-18	0	0B8847	1	Cash	2020-08-28	ETF	Equities	Collective investment vehicles	SIL	SIL	5a4e12da-1f2e-11e9-a2d0-b3645e528b7a	5a4e12da-1f2e-11e9-a2d0-b3645e528b7a	5a4e12da-1f2e-11e9-a2d0-b3645e528b7a	Y
	USD		0	XLRE	US81369Y8600		0		1	Cash	2020-08-28	Units	Equities	Equities	XLRE	XLRE	62072469-ce63-11e9-d3f0-a20403996386	62072469-ce63-11e9-d3f0-a20403996386	62072469-ce63-11e9-d3f0-a20403996386	Y
	USD	DISCOVERY COMMU	0	DISCOVERY INC A	US25470F1049	2018-01-18	0	0C6616	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	DISCOVERY INC A	DISCOVERY INC A	5a440470-1f2e-11e9-a2d0-b3645e528b7a	5a440470-1f2e-11e9-a2d0-b3645e528b7a	5a440470-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	IMMOBEL	0	IMMOBEL	BE0003599108	2010-10-15	0	0A4432	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	IMMOBEL	IMMOBEL	6e413270-1f2b-11e9-a2d0-b3645e528b7a	6e413270-1f2b-11e9-a2d0-b3645e528b7a	6e413270-1f2b-11e9-a2d0-b3645e528b7a	N
	USD	STRATASYS LTD	0	STRATASYS LTD	000000000000		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	STRATASYS LTD	STRATASYS LTD	25198496-514c-11e9-b8d0-ec23cf8de3db	25198496-514c-11e9-b8d0-ec23cf8de3db	25198496-514c-11e9-b8d0-ec23cf8de3db	N
	USD		0	IBTX	US45384B1061		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	IBTX	IBTX	f5e031b2-1b6c-11ea-2954-839c95c768b4	f5e031b2-1b6c-11ea-2954-839c95c768b4	f5e031b2-1b6c-11ea-2954-839c95c768b4	N
	USD		0	First Busey Corp	US3193832041		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	First Busey Corp	First Busey Corp	575b73a0-a2fb-11e9-a750-26b21923e0d9	575b73a0-a2fb-11e9-a750-26b21923e0d9	575b73a0-a2fb-11e9-a750-26b21923e0d9	N
	EUR	JERONIMO MARTIN	0	J MARTINS SGPS	PTJMT0AE0001	2016-04-08	0	0A4594	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	J MARTINS SGPS	J MARTINS SGPS	5aa264e8-1f2e-11e9-a2d0-b3645e528b7a	5aa264e8-1f2e-11e9-a2d0-b3645e528b7a	5aa264e8-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	ROSS STORES ORD	0	ROSS STORES	US7782961038	2018-01-18	0	0B9588	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ROSS STORES	ROSS STORES	5adc6576-1f2e-11e9-a2d0-b3645e528b7a	5adc6576-1f2e-11e9-a2d0-b3645e528b7a	5adc6576-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	AMS	0	AUSTRIA MICROSYS	AT0000A18XM4	2018-05-17	0	ams AG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AMS	AMS	34380272-1f2e-11e9-a2d0-b3645e528b7a	5a7cfa50-1f2e-11e9-a2d0-b3645e528b7a	5a7cfa50-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	RENO DE MEDICI     .	0	RM	IT0001178299	2008-11-10	0	RENO DE MEDICI	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	RM	RM	efa0d84e-1f2a-11e9-a2d0-b3645e528b7a	efa0d84e-1f2a-11e9-a2d0-b3645e528b7a	efa0d84e-1f2a-11e9-a2d0-b3645e528b7a	N
	SEK		0	EQTAB	SE0012853455		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EQTAB	EQTAB	d7be9152-434b-11ea-ba6b-bffbb95b5697	d7be9152-434b-11ea-ba6b-bffbb95b5697	d7be9152-434b-11ea-ba6b-bffbb95b5697	N
	USD	FIREEYE ORD	0	FIREEYE INC	US31816Q1013	2018-01-24	0	0A7979	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	FIREEYE INC	FIREEYE INC	5ae86ea2-1f2e-11e9-a2d0-b3645e528b7a	5ae86ea2-1f2e-11e9-a2d0-b3645e528b7a	5ae86ea2-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	IRCE	0	IRC	IT0001077780	2008-11-10	0	IRCE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	IRC	IRC	efa321ee-1f2a-11e9-a2d0-b3645e528b7a	efa321ee-1f2a-11e9-a2d0-b3645e528b7a	efa321ee-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	SMCP	0	SMCP	FR0013214145	2017-10-27	0	0A9619	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SMCP	SMCP	6e4ca100-1f2b-11e9-a2d0-b3645e528b7a	6e4ca100-1f2b-11e9-a2d0-b3645e528b7a	6e4ca100-1f2b-11e9-a2d0-b3645e528b7a	N
	EUR	LUMENTUM HOLDINGS	0	LUMENTUM HOLDNGS EUR	US55024U1097	2015-08-24	0	Lumentum Holdings Inc.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	LUMENTUM HOLDNGS USD	LUMENTUM HOLDNGS USD	343c5994-1f2e-11e9-a2d0-b3645e528b7a	5ab05922-1f2e-11e9-a2d0-b3645e528b7a	5ab05922-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	INTEL ORD	0	INTEL USD	US4581401001	2018-01-15	0	0C9765	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	INTEL USD	INTEL USD	5b063c8e-1f2e-11e9-a2d0-b3645e528b7a	5b063c8e-1f2e-11e9-a2d0-b3645e528b7a	5b063c8e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	AMER EAGLE OUTF	0	AMER EAGLE OUTF	US02553E1064		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AMER EAGLE OUTF	AMER EAGLE OUTF	24ffac4c-514c-11e9-b8d0-ec23cf8de3db	24ffac4c-514c-11e9-b8d0-ec23cf8de3db	24ffac4c-514c-11e9-b8d0-ec23cf8de3db	N
	USD	ACUSHNET HOLDING	0	ACUSHNET HOLDINGS CORP	US0050981085		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ACUSHNET HOLDINGS CORP	ACUSHNET HOLDINGS CORP	2583a8d0-514c-11e9-b8d0-ec23cf8de3db	2583a8d0-514c-11e9-b8d0-ec23cf8de3db	2583a8d0-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	UNIPOL	0	UNI	IT0004810054	2008-11-10	0	UNIPOL GRUPPO FINANZIARIO	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	UNI	UNI	ef9e9912-1f2a-11e9-a2d0-b3645e528b7a	ef9e9912-1f2a-11e9-a2d0-b3645e528b7a	ef9e9912-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	iShares ESG MSCI EM ETF	US46434G8630		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	iShares ESG MSCI EM ETF	iShares ESG MSCI EM ETF	f9e64851-3d39-11ea-29eb-cbc66dd5ac8f	f9e64851-3d39-11ea-29eb-cbc66dd5ac8f	f9e64851-3d39-11ea-29eb-cbc66dd5ac8f	N
	USD	LAM RESEARCH OR	0	LAM RESEARCH	US5128071082	2018-01-18	0	0C7576	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	LAM RESEARCH	LAM RESEARCH	5a4e2ee6-1f2e-11e9-a2d0-b3645e528b7a	5a4e2ee6-1f2e-11e9-a2d0-b3645e528b7a	5a4e2ee6-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	FILA	0	FILA	IT0004967292	2013-12-18	0	FILA	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	FILA	FILA	efa09a8c-1f2a-11e9-a2d0-b3645e528b7a	efa09a8c-1f2a-11e9-a2d0-b3645e528b7a	efa09a8c-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	CASEYS GENERAL	0	CASEYS GENERAL	US1475281036		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CASEYS GENERAL	CASEYS GENERAL	251bdcc8-514c-11e9-b8d0-ec23cf8de3db	251bdcc8-514c-11e9-b8d0-ec23cf8de3db	251bdcc8-514c-11e9-b8d0-ec23cf8de3db	N
	CHF	KUEHNE & NAGEL	0	KUEHNE & NAGEL	CH0025238863	2014-03-05	0	0A7521	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	KUEHNE & NAGEL	KUEHNE & NAGEL	5afd6aaa-1f2e-11e9-a2d0-b3645e528b7a	5afd6aaa-1f2e-11e9-a2d0-b3645e528b7a	5afd6aaa-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	COVESTRO	0	1COV	DE0006062144	2017-08-11	0	Covestro AG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	1COV	1COV	e33cd58e-1f2b-11e9-a2d0-b3645e528b7a	e33cd58e-1f2b-11e9-a2d0-b3645e528b7a	e33cd58e-1f2b-11e9-a2d0-b3645e528b7a	N
	EUR	AGEAS	0	AGEAS	BE0974264930	2010-01-04	0	AGEAS	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AGEAS	AGEAS	ef9dd8ce-1f2a-11e9-a2d0-b3645e528b7a	ef9dd8ce-1f2a-11e9-a2d0-b3645e528b7a	ef9dd8ce-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	SALINI IMPREGILO	0	SAL	IT0003865570	2008-11-10	0	SALINI IMPREGILO	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SAL	SAL	efa02692-1f2a-11e9-a2d0-b3645e528b7a	efa02692-1f2a-11e9-a2d0-b3645e528b7a	efa02692-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	AVYA	US05351X1019		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AVYA	AVYA	e9d7fd1b-3c5e-11ea-cb25-720df61f70a2	e9d7fd1b-3c5e-11ea-cb25-720df61f70a2	e9d7fd1b-3c5e-11ea-cb25-720df61f70a2	N
	USD	LABORATORY CORP	0	LAB CRP OF AMER	US50540R4092	2018-01-15	0	0B6800	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	LAB CRP OF AMER	LAB CRP OF AMER	5aba970c-1f2e-11e9-a2d0-b3645e528b7a	5aba970c-1f2e-11e9-a2d0-b3645e528b7a	5aba970c-1f2e-11e9-a2d0-b3645e528b7a	N
	GBP	INTL CONSOL AIR	0	INTL CONSOL AIR	ES0177542018	2011-02-02	0	INIAG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	INTL CONSOL AIR	INTL CONSOL AIR	5a9c99aa-1f2e-11e9-a2d0-b3645e528b7a	5a9c99aa-1f2e-11e9-a2d0-b3645e528b7a	5a9c99aa-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	PORTLAND GEN ELE	0	PORTLAND GEN ELE	US7365088472		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PORTLAND GEN ELE	PORTLAND GEN ELE	250f1042-514c-11e9-b8d0-ec23cf8de3db	250f1042-514c-11e9-b8d0-ec23cf8de3db	250f1042-514c-11e9-b8d0-ec23cf8de3db	N
	USD	METTLER TOLEDO	0	METTLER-TOLEDO	US5926881054	2018-01-18	0	0D0411	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	METTLER-TOLEDO	METTLER-TOLEDO	5ae89efe-1f2e-11e9-a2d0-b3645e528b7a	5ae89efe-1f2e-11e9-a2d0-b3645e528b7a	5ae89efe-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	COGNEX ORD	0	COGNEX CRP	US1924221039	2018-01-15	0	0C2569	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	COGNEX CRP	COGNEX CRP	5af89e4e-1f2e-11e9-a2d0-b3645e528b7a	5af89e4e-1f2e-11e9-a2d0-b3645e528b7a	5af89e4e-1f2e-11e9-a2d0-b3645e528b7a	N
