Bof_20200828
ANALYTICDATE	CURRENCY	POSITIONID_FE	MTM_MARKET	MTM_PRICE	MTM_PRICE_FWD	MTM_RATE	PORTFOLIOID_FE	REF_DATE	REGULAR_SETTL	SPOT_PRICE	VOLATILITY	EVAL_MODE	SETTLEMENT	INTERNAL_MODEL	CREDIT_CURVEID	VOLATILITY_DAY_COUNT	VOLATILITY_GROUP	UNDERLYING_RATE	UNDERLYING_RATE_MODE	YIELD_OFFSET	CREDIT_CURVE_NAME	VOLATILITY_GROUP_ID	TBRICKS_INSTRUMENT_ID	FINANCING_RATE	REPO_MARGIN_RATE	MIC_JOIN_MKT_ATTR	F_IS_MANUAL_VOLA
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JAN23 CATM - 4000 | 27 JAN 23 | C | E | 1982.8200000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			14.287845598309588	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0.01575091575091577	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bbadf55a-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Put | OPT_EPC SD3E SEP24 PATM - 4694 | 09 SEP 24 | P | E | 1958.8700000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			15.77427722905609	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0.1	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bbfdb176-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Put | OPT_SD3E NOV21 PATM - 4761 | 09 NOV 21 | P | E | 1921.1400000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			12.867908254935564	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc1f9e9e-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_EPC SD3E NOV21 CNP 2Y FLOOR - 4761 | 16 NOV 20 | C | E | .1000000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			88.04833447802197	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc21e550-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 5Y - 4954 | 24 APR 24 | C | E | 1363.5535000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			18.051743553360723	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0.1	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc623772-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 2Y - 5060 | 22 JUN 21 | C | E | 1277.9600000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			24.288377714218665	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc748184-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 5Y - 5060 | 24 JUN 24 | C | E | 1277.9600000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			18.713085907909047	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0.1	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc785f52-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Put | OPT_SD3E NOV26 P90 - 5332 | 18 NOV 26 | P | E | 1865.0340000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			16.25036948041034	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0.1	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc8b80d2-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E NOV26 CCAP - 5332 | 18 NOV 26 | C | E | 2735.3832000000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			16.104275412087908	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0.1	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc8c2672-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 1Y CAP - 5332 | 20 NOV 20 | C | E | 41.4452900000 | XXXX | Internal	XXXX				VOL_STCK_AA_PR	2020-08-28			87.77432391826923	1	2	EUROPEAN_ESCROWED_DIVIDEND	c8278848-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry	0	Curve		SD3E	eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc8d85c6-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STCK_AA_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EPC SD3E NOV26 BDT | SEDX | BIT SEDEX	SEDX	905.95			VOL_STCK_AA_SEC	2020-08-28		905.95		1	2	COMBINATION	7d175f42-5151-11e9-b8d0-ec23cf8de3db	TRADING_DIV_256		0	Curve		ESTX SD 30 PR		1e71042e-1132-11ea-95c0-9c8971a2b88b	0	0	SEDX	N
2020-08-28	EUR	VOL_STCK_AA_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 DDAXK MAY23 BDT | ETLX | EuroTLX Equities	ETLX	926.2850000000001			VOL_STCK_AA_SEC	2020-08-28		926.2850000000001		1	2	COMBINATION	c821d6aa-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256		2.6	Curve		GSUK		341efa34-1f2e-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	EUR	VOL_STCK_AA_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP SD3E MAY25 SEMP | ETLX | EuroTLX Equities	ETLX	962.495			VOL_STCK_AA_SEC	2020-08-28		962.495		1	2	COMBINATION	7d175f42-5151-11e9-b8d0-ec23cf8de3db	TRADING_DIV_256		0.1	Curve		ESTX SD 30 PR		96a558da-76d4-11e9-8630-d2c10806ad2d	0	0	ETLX	N
2020-08-28	EUR	VOL_STCK_AA_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP SD3E FEB23 FID | SEDX | BIT SEDEX	SEDX	988.7			VOL_STCK_AA_SEC	2020-08-28		988.7		1	2	COMBINATION	7d175f42-5151-11e9-b8d0-ec23cf8de3db	TRADING_DIV_256		0.02577894114666891	Curve		ESTX SD 30 PR		b4d6a5d0-416d-11e9-9360-37331ad62bfb	0	0	SEDX	N
2020-08-28	EUR	EQ_MNGT | EUR | Equities | Futures | Financial Futures | FESX 202009 | SEP 20 | XEUR | Eurex NTA	XEUR	3315			EQ_MNGT	2020-08-28		3315		1	2	FUTURE_DIV_FORWARD		TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve			cf4df320-39d7-11e9-a900-eb52c95dd479	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	0	0	XEUR	N
2020-08-28	EUR	VOL_STOCK_SS_PR | EUR | Equities | Options | Call | OPT_EP3 G SEPT20 CALL100 - 3889 | 25 SEP 20 | C | E | 10.9200000000 | XXXX | Internal	XXXX				VOL_STOCK_SS_PR	2020-08-28			40.6098288013481	1	2	EUROPEAN_ESCROWED_DIVIDEND	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	G_G risk fixed expiry	0	Contract		G	68108c90-5160-11e9-ba50-ab25f5c0111b	bb9daf10-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_SS_PR | EUR | Equities | Options | Put | OPT_EPC ENEL JULY22 PUT100 - 4642 | 07 JUL 22 | P | E | 4.8613000000 | XXXX | Internal	XXXX				VOL_STOCK_SS_PR	2020-08-28			30.382987270102024	1	2	EUROPEAN_ESCROWED_DIVIDEND	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	ENEL_ENEL risk fixed expiry	0	Curve		ENEL	e46ebb7c-39d7-11e9-a900-eb52c95dd479	bbf2f330-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_SS_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC ENEL JULY22 IPB | SEDX | BIT SEDEX	SEDX	1218.8500000000001			VOL_STOCK_SS_PR	2020-08-28		1218.8500000000001		1	2	COMBINATION	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	ENEL_ENEL risk fixed expiry	0	Contract		ENEL	e46ebb7c-39d7-11e9-a900-eb52c95dd479	ef99b33a-1f2e-11e9-a2d0-b3645e528b7a	0	0	SEDX	Y
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E JAN24 MB | ETLX | EuroTLX Equities	ETLX	21842.3			VOL_STOCK_IDX_PR	2020-08-28		21842.3		1	2	COMBINATION		TRADING_DIV_256		0	Curve				26fb3078-39b6-11e9-aa00-490041a9bcec	0	0	ETLX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SXDP SEPT20 BDT | ETLX | EuroTLX Equities	ETLX	1188.6000000000001			VOL_STOCK_IDX_PR	2020-08-28		1188.6000000000001		1	2	COMBINATION		TRADING_DIV_256		0	Curve				34124136-1f2e-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	USD	VOL_STOCK_IDX_PR | USD | Equities | Miscellaneous | Combined Instruments | EPC DJGT FEB23 BDT | ETLX | EuroTLX Equities	ETLX	1174.75			VOL_STOCK_IDX_PR	2020-08-28		1174.75		1	2	COMBINATION		TRADING_DIV_256	DJGT_DJGT risk fixed expiry	0	Contract	0.010642400000000002		b83c1856-3b49-11e9-93b0-dcd608f6e958	3424c2d4-1f2e-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E MAR22 UBI | SEDX | BIT SEDEX	SEDX	1010.6			VOL_STOCK_IDX_PR	2020-08-28		1010.6		1	2	COMBINATION		TRADING_DIV_256		0	Curve				a21bca2c-55d3-11e9-9aa0-9e45cc01647a	0	0	SEDX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SXKE SEP20 PATM - 3548 | 03 SEP 20 | P | E | 377.6100000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			13.835134213582462	1	2	EUROPEAN_ESCROWED_DIVIDEND		TRADING_DIV_256	0_EUR_TEL_0_EUR_TEL risk fixed expiry	0	Curve			304d5564-3b43-11e9-93b0-dcd608f6e958	bb2cc9d0-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	USD	VOL_STOCK_IDX_PR | USD | Equities | Options | Call | OPT_DJGT SEP20 CATM - 3549 | 03 SEP 20 | C | E | 220.8500000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			42.504038544150966	1	2	EUROPEAN_ESCROWED_DIVIDEND		TRADING_DIV_256	DJGT_DJGT risk fixed expiry	0	Contract			b83c1856-3b49-11e9-93b0-dcd608f6e958	bb383e78-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_STXE OCT21 CCAP - 3587 | 26 OCT 21 | C | E | 5469.1680000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			14.005107142857145	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bb4b48a6-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E APR22 CATM - 3727 | 28 APR 22 | C | E | 3028.2100000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			21.285523533333162	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bb77c3c2-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E APR22 C CAP - 3727 | 28 APR 22 | C | E | 4178.9298000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			14.97124731049006	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bb7a3d0a-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX5E OCT22 PATM - 3893 | 14 OCT 22 | P | E | 3008.7200000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			20.720165171432715	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bba3fd16-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX5E MAR23 PATM - 4031 | 01 MAR 23 | P | E | 3384.7100000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			18.130201533306053	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bbb34e42-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX7E MAR23 CNP 5Y FLOOR - 4033 | 03 MAR 22 | C | E | 1.1801000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			59.666512028147764	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82872b2-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	0_EUR_BANK_0_EUR_BANK risk fixed expiry	0	Contract		SX7E	eb3a35ce-3b41-11e9-93b0-dcd608f6e958	bbbbbfbe-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX5E APR22 PATM - 4521 | 07 APR 22 | P | E | 3438.7800000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			18.270992163034332	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bbec1240-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EP CED FTMIB JAN25 C50 2Y - 4842 | 25 JAN 21 | C | E | 9885.7750000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			53.57730308397459	1	2	EUROPEAN_ESCROWED_DIVIDEND	34e95b34-1f2f-11e9-a250-b9388dfd6f69	TRADING_DIV_256	FTMIB_FTMIB risk fixed expiry	0	Contract		FTMIB	d9df2e30-39d7-11e9-a900-eb52c95dd479	bc3cdf40-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E MAR22 C140 - 4894 | 23 MAR 22 | C | E | 4692.3940000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			14.204546248411567	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bc5509ee-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E MAR22 CNP 2YCAP - 4894 | 29 MAR 21 | C | E | 47.2591110000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			74.3156298175772	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bc595f94-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E MAY24 CCAP - 4996 | 08 MAY 24 | C | E | 5176.0170000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			15.565299774754127	1	1	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	bc6d3a8c-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EPC SX6P JUL25 CATM - 5114 | 29 JUL 25 | C | E | 325.1200000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			18.691797831414092	1	2	EUROPEAN_ESCROWED_DIVIDEND	7d17b5d2-5151-11e9-b8d0-ec23cf8de3db	TRADING_DIV_256	0_DJ_UTI_0_DJ_UTI risk fixed expiry	0	Curve		STXE 600 UTIL PR	49f308d6-b36d-11e9-b550-9403f430e0d1	bc7b86b4-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EPC SX6P JUL25 CCAP - 5114 | 29 JUL 25 | C | E | 471.4240000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			17.04418626191993	1	2	EUROPEAN_ESCROWED_DIVIDEND	7d17b5d2-5151-11e9-b8d0-ec23cf8de3db	TRADING_DIV_256	0_DJ_UTI_0_DJ_UTI risk fixed expiry	0	Curve		STXE 600 UTIL PR	49f308d6-b36d-11e9-b550-9403f430e0d1	bc7ce1d0-9e9d-11ea-a0a0-6b77645bee53	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX5E NOV23 P80 CREDEM - 5003 | 13 NOV 23 | P | E | 2708.6240000000 | XXXX | Internal	XXXX				VOL_STOCK_IDX_PR	2020-08-28			21.403788651561474	1	2	EUROPEAN_ESCROWED_DIVIDEND	c82863da-1f30-11e9-a2d0-b3645e528b7a	TRADING_DIV_256	DJES50_DJES50 risk fixed expiry	0	Curve		SX5E	cf4df320-39d7-11e9-a900-eb52c95dd479	be291cac-b094-11ea-bdb0-f7127f36688c	0	0	XXXX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | I05388 | SEDX | BIT SEDEX	SEDX	925.9			VOL_STOCK_IDX_PR	2020-08-28		925.9		1	2	COMBINATION		TRADING_DIV_256		0	Curve				c376abb4-baa1-11e9-a020-091cb4b8f405	0	0	SEDX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E APR22 ISPB | SEDX | BIT SEDEX	SEDX	1009.2			VOL_STOCK_IDX_PR	2020-08-28		1009.2		1	2	COMBINATION		TRADING_DIV_256		0	Curve				ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a	0	0	SEDX	N
2020-08-28	EUR	VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E OCT23 FID | SEDX | BIT SEDEX	SEDX	1083.25			VOL_STOCK_IDX_PR	2020-08-28		1083.25		1	2	COMBINATION		TRADING_DIV_256		0	Curve				ef4fffd8-1f2e-11e9-a2d0-b3645e528b7a	0	0	SEDX	N
2020-08-28	EUR	VOL_STOCK_SS_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 G NOV23 SEMP | ETLX | EuroTLX Equities	ETLX	1043.775			VOL_STOCK_SS_SEC	2020-08-28		1043.775		1	2	COMBINATION	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256		0	Curve		G		34394286-1f2e-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	EUR	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX7E JUL22 BDT | ETLX | EuroTLX Equities	ETLX	932.7950000000001			VOL_STOCK_IDX_SEC	2020-08-28		932.7950000000001		1	2	COMBINATION		TRADING_DIV_256		0	Curve				342abc98-1f2e-11e9-a2d0-b3645e528b7a	0	0	ETLX	N
2020-08-28	EUR	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | 1UD | XETR | Xetra T7	XETR	45.195			EPSILON	2020-08-28		45.195		1	2	EQUITY		TRADING_DIV_256			Curve				2e2db346-de86-11e9-aa30-0f30bc25b079	0	0	XETR	N
2020-08-28	USD	EPSILON | USD | Equities | Equities | Common/Ordinary shares | MICROSOFT USD | XNAS | Reuters Elektron	XNAS	228.945			EPSILON	2020-08-28		228.945		1	2	EQUITY	5a59e6b4-1f2e-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		MICROSOFT USD		5a59e6b4-1f2e-11e9-a2d0-b3645e528b7a	0	0	XNAS	N
2020-08-28	CHF	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | PARTNERS GROUPAG | XSWX | Reuters Elektron	XSWX	915.5			EPSILON	2020-08-28		915.5		1	2	EQUITY		TRADING_DIV_256			Curve				5a790594-1f2e-11e9-a2d0-b3645e528b7a	0	0	XSWX	N
2020-08-28	USD	EPSILON | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron	XNYS	111.15			EPSILON	2020-08-28		111.15		1	2	EQUITY		TRADING_DIV_256			Curve				5a8a775c-1f2e-11e9-a2d0-b3645e528b7a	0	0	XNYS	N
2020-08-28	CHF	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | DUFRY AG | XSWX | Reuters Elektron	XSWX	27.505000000000003			EPSILON	2020-08-28		27.505000000000003		1	2	EQUITY		TRADING_DIV_256			Curve				5aa40d2a-1f2e-11e9-a2d0-b3645e528b7a	0	0	XSWX	N
2020-08-28	USD	EPSILON | USD | Equities | Equities | Common/Ordinary shares | VF CORP | XNYS | Reuters Elektron	XNYS	66.745			EPSILON	2020-08-28		66.745		1	2	EQUITY		TRADING_DIV_256			Curve				5ab2a236-1f2e-11e9-a2d0-b3645e528b7a	0	0	XNYS	N
2020-08-28	GBP	EPSILON | GBP | Equities | Equities | Common/Ordinary shares | PEARSON | XLON | LSE Millennium	XLON	559.8			EPSILON	2020-08-28		559.8		1	2	EQUITY		TRADING_DIV_256			Curve				5ac59e0e-1f2e-11e9-a2d0-b3645e528b7a	0	0	XLON	N
2020-08-28	EUR	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | LUFTHANSA | XETR | Xetra T7	XETR	9.039			EPSILON	2020-08-28		9.039		1	2	EQUITY	ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Contract		LUFTHANSA		ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a	0	0	XETR	Y
2020-08-28	EUR	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | BAMI | MTAA | BIT MTA	MTAA	1.4387500000000002			EPSILON	2020-08-28		1.4387500000000002		1	2	EQUITY	ef9d1268-1f2a-11e9-a2d0-b3645e528b7a	TRADING_DIV_256			Curve		BAMI		ef9d1268-1f2a-11e9-a2d0-b3645e528b7a	0	0	MTAA	N
2020-08-28	USD	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron	XNYS	111.15			ALPHA_SHORT	2020-08-28		111.15		1	2	EQUITY		TRADING_DIV_256			Curve				5a8a775c-1f2e-11e9-a2d0-b3645e528b7a	0	0	XNYS	N
2020-08-28	EUR	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | J MARTINS SGPS | XLIS | Reuters Elektron	XLIS	13.86			ALPHA_SHORT	2020-08-28		13.86		1	2	EQUITY		TRADING_DIV_256			Curve				5aa264e8-1f2e-11e9-a2d0-b3645e528b7a	0	0	XLIS	N
2020-08-28	SEK	ALPHA_SHORT | SEK | Equities | Equities | Common/Ordinary shares | ATLAS COPCO A | XSTO | Reuters Elektron	XSTO	396.95000000000005			ALPHA_SHORT	2020-08-28		396.95000000000005		1	2	EQUITY		TRADING_DIV_256			Curve				5af43386-1f2e-11e9-a2d0-b3645e528b7a	0	0	XSTO	N
