Bof_20200828
ASK	BID	CAPITALFACTOR	CLEANPRICE	CLOSING_ASK	CLOSING_BID	CLOSING_MID	CLOSINGPRICE_DATE	CLOSINGPRICE_TIME	CURRENCY	DIRTYPRICE	F_QDIRTY	INSTRUMENT_FE	INSTRUMENTID_FE	MARKET	MID	PVBP	REALTIME_DATE	REALTIME_TIME	REF_DATE	ROUNDFIGURES	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	SETTLEMENT_DATE	TH_PRICE_FUT	VALUATION_MODE	ZSPREAD	TBRICKS_INSTRUMENT_ID	TH_PRICE
17.84	17.82			17.82	17.82	17.82	2020-08-28	17:15	USD			KAR	KAR	XNYS	17.83				2020-08-28		Common/Ordinary shares	Equities	Equities			0		b882e200-429f-11ea-9cb7-08889e85e1a2	17.83
0.0495	0.0455			0.048	0.048	0.048	2020-08-28	17:15	EUR			I06431	I06431	SEDX	0.0475				2020-08-28		Warrants Call	Equities	Rights		7.4861902343139874	0		b3cb091e-90e6-11ea-b430-b3e2b66d25c3	0.04073668204688344
0.0019	0.0001			0.001	0.001	0.001	2020-08-28	17:15	EUR			I06097	I06097	SEDX	0.001				2020-08-28		Warrants Call	Equities	Rights		33.27954160462646	0		d3928bc8-5211-11ea-8640-38c7f938b954	0
180.9	175.7			181	181	181	2020-08-28	17:15	EUR			OESX 202212 P 2500	OESX 202212 P 2500 | 16 DEC 22 | P | E | 2500.0000000000	XEUR	178.3				2020-08-28		Put	Equities	Options		3132.787192892017	0		f4484282-1f30-11e9-a2d0-b3645e528b7a	172.99717829150097
0.1445	0.132			0.1605	0.1605	0.1605	2020-08-28	17:15	EUR			I05928	I05928	SEDX	0.13824999999999998				2020-08-28		Warrants Call	Equities	Rights		164.65307138030374	0		405a6eb4-1659-11ea-b3f0-689a4e2fd020	0.09732892302368086
171.70000000000002	171.65			173.5	173.5	173.5	2020-08-28	17:15	SEK			SKF B	SKF B	XSTO	171.675				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5adbc13e-1f2e-11e9-a2d0-b3645e528b7a	171.675
103.00999999999999	102.89999999999999			102.97	102.97	102.97	2020-08-28	17:15	USD			CELANESE	CELANESE	XNYS	102.95499999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a7eaeae-1f2e-11e9-a2d0-b3645e528b7a	102.95499999999998
							2020-08-28	17:15	EUR			OEXD 202012 P 127	OEXD 202012 P 127 | 18 DEC 20 | P | E | 127.0000000000	XEUR	43.77				2020-08-28		Put	Equities	Options		83.05	0		fa81a580-1f30-11e9-a2d0-b3645e528b7a	44.37261322808301
136.73	136.51			134.92	134.92	134.92	2020-08-28	17:15	USD			ROYAL GOLD	ROYAL GOLD	XNAS	136.62				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a626514-1f2e-11e9-a2d0-b3645e528b7a	136.62
1715.4	1715			1702.8	1702.8	1702.8	2020-08-28	17:15	GBP			BHP GROUP	BHP GROUP	XLON	1715.2				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5ac3f504-1f2e-11e9-a2d0-b3645e528b7a	1715.2
75.60000000000001	75.52			75.42999999999999	75.42999999999999	75.42999999999999	2020-08-28	17:15	USD			BIOMARIN PHARMA	BIOMARIN PHARMA	XNAS	75.56				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a5934c6-1f2e-11e9-a2d0-b3645e528b7a	75.56
116.58999999999999	116.13			115.48	115.48	115.48	2020-08-28	17:15	USD			Inspire Medical Systems	Inspire Medical Systems	XNYS	116.35999999999999				2020-08-28		Common/Ordinary shares	Equities	Equities			0		f49d2cd1-00a0-11ea-df70-ef7e106750b0	116.35999999999999
13.26	13.229999999999999			12.98	12.98	12.98	2020-08-28	17:15	USD			ZUORA CL A ORD	ZUORA CL A ORD	XNYS	13.245				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a6ba80e-1f2e-11e9-a2d0-b3645e528b7a	13.245
34.019999999999996	33.9			34.59	34.59	34.59	2020-08-28	17:15	USD			Parsons Corp	Parsons Corp	XNYS	33.959999999999994				2020-08-28		Common/Ordinary shares	Equities	Equities			0		4ebe8d40-63c1-11ea-0d74-37ce5279179c	33.959999999999994
2.3455	2.0765000000000002			2.3055000000000003	2.3055000000000003	2.3055000000000003	2020-08-28	17:15	EUR			G2X13	G2X13 | 16 DEC 22 | P | A | 13.0000000000	XDMI	2.2110000000000003				2020-08-28		Put	Equities	Options		11.905210314484512	0		988f4ad4-494d-11e9-9970-3027219c6795	2.232838497123998
79	68			65	65	65	2020-08-28	17:15	EUR			MIBO0I21000	MIBO0I21000 | 18 SEP 20 | C | E | 21000.0000000000	XDMI	73.5				2020-08-28		Call	Equities	Options		19852.5	0		8883b59c-ddc9-11e9-9eb0-e7766f5ef7bc	65.07608346215329
9.05	8.950000000000001			9.65	9.65	9.65	2020-08-28	17:15	USD			AAPL Oct0 425.0P	AAPL Oct0 425.0P | 16 OCT 20 | P | A | 425.0000000000	OPRA	9				2020-08-28		Put	Equities	Options		501.7625435142281	0		6bbe1fe6-56c9-11ea-a470-460cdf866efb	6.199934505510081
0.002	0.0002			0.0013	0.0013	0.0013	2020-08-28	17:15	EUR			I05942	I05942	SEDX	0.0011				2020-08-28		Warrants Call	Equities	Rights		9.199280710648315	0		40749352-1659-11ea-b3f0-689a4e2fd020	0.000582853397326022
11.67	11.66			11.700000000000001	11.700000000000001	11.700000000000001	2020-08-28	17:15	USD			REGIONS FINANCL	REGIONS FINANCL	XNYS	11.665				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a433a5e-1f2e-11e9-a2d0-b3645e528b7a	11.665
1.92	1.9100000000000001			1.88	1.88	1.88	2020-08-28	17:15	USD			Canaan Inc	Canaan Inc	XNAS	1.915				2020-08-28		Common/Ordinary shares	Equities	Equities			0		fdee4797-cb5d-11ea-a1e7-4fe2d8c11db7	1.915
				405.17	405.17	405.17	2020-08-28	17:15	EUR			ESTX AU&PT PR	ESTX AU&PT PR	XEUR	404.18				2020-08-28		Indices	Equities	Referential Instruments			0		7d17db3e-5151-11e9-b8d0-ec23cf8de3db	
84	83.98			83.33999999999999	83.33999999999999	83.33999999999999	2020-08-28	17:15	USD			MONSTER BEV CORP	MONSTER BEV CORP	XNAS	83.99000000000001				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5ad6d156-1f2e-11e9-a2d0-b3645e528b7a	83.99000000000001
1.9	1.7			1.5	1.5	1.5	2020-08-28	17:15	EUR			OESX 202009 P 2600	OESX 202009 P 2600 | 18 SEP 20 | P | E | 2600.0000000000	XEUR	1.7999999999999998				2020-08-28		Put	Equities	Options		3315	0		4dae7330-df54-11e9-9dd0-a51627ac0b03	1.0743391409916647
76.05	75.97999999999999			76.74000000000001	76.74000000000001	76.74000000000001	2020-08-28	17:15	USD			RAYMOND JAMES	RAYMOND JAMES	XNYS	76.01499999999999				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a94bcf8-1f2e-11e9-a2d0-b3645e528b7a	76.01499999999999
0.09				0.14	0.14	0.14	2020-08-28	17:15	EUR			BYG 202009 P 25	BYG 202009 P 25 | 18 SEP 20 | P | A | 25.0000000000	XEUR	0.06				2020-08-28		Put	Equities	Options		32.802277181098916	0		494ef01e-6297-11ea-b360-e4afb098eae1	0.015218651941170757
3.75	3.45			3.2	3.2	3.2	2020-08-28	17:15	EUR			OESB 202012 C 67.5	OESB 202012 C 67.5 | 18 DEC 20 | C | E | 67.5000000000	XEUR	3.6				2020-08-28		Call	Equities	Options		63.95491679692771	0		3daa3ff8-61ce-11ea-bc20-eddd0e07b602	3.3179713400880857
345.10999999999996	344.72999999999996			347.54	347.54	347.54	2020-08-28	17:15	USD			NORTHROP GRUMMAN CORP	NORTHROP GRUMMAN CORP	XNYS	344.91999999999996				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a680da2-1f2e-11e9-a2d0-b3645e528b7a	344.91999999999996
27.015	26.75			27.245	27.245	27.245	2020-08-28	17:15	EUR			CORNING EUR	CORNING EUR	XETR	26.8825				2020-08-28		Common/Ordinary shares	Equities	Equities			0		3416e3f8-1f2e-11e9-a2d0-b3645e528b7a	26.990436
97.92999999999999	97.72999999999999			97.9	97.9	97.9	2020-08-28	17:15	USD			Q2 Holdings Inc	Q2 Holdings Inc	XNYS	97.82999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		9dd15f15-648a-11ea-92ff-d46aba8b31a8	97.82999999999998
14.59	14.58			14.6	14.6	14.6	2020-08-28	17:15	USD			APACHE ORD	APACHE ORD	XNYS	14.585				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a7e5166-1f2e-11e9-a2d0-b3645e528b7a	14.585
0.182	0.164			0.163	0.163	0.163	2020-08-28	17:15	EUR			UCG0X6.40	UCG0X6.40 | 18 DEC 20 | P | A | 6.4000000000	XDMI	0.173				2020-08-28		Put	Equities	Options		8.444633207820301	0		4c825b0a-1f30-11e9-a2d0-b3645e528b7a	0.1595461378335424
406	390			394	394	394	2020-08-28	17:15	EUR			MIBO0I20000	MIBO0I20000 | 18 SEP 20 | C | E | 20000.0000000000	XDMI	398				2020-08-28		Call	Equities	Options		19852.5	0		882ee094-ddc9-11e9-9eb0-e7766f5ef7bc	388.9609592695306
2.98	2.97			2.92	2.92	2.92	2020-08-28	17:15	USD			Arbutus Biopharma	Arbutus Biopharma	XNAS	2.975				2020-08-28		Common/Ordinary shares	Equities	Equities			0		3b671ad0-5fba-11ea-d516-ddf6eb7fe788	2.975
10.7	10.15			10.59	10.59	10.59	2020-08-28	17:15	USD			Osprey Technology Acquisition A	Osprey Technology Acquisition A	XNYS	10.425				2020-08-28		Common/Ordinary shares	Equities	Equities			0		0188717a-fc90-11e9-2d5c-5ff4b45da19b	10.425
20.189999999999998	20.14			20.37	20.37	20.37	2020-08-28	17:15	USD			CryoLife	CryoLife	XNYS	20.165				2020-08-28		Common/Ordinary shares	Equities	Equities			0		e2f2df01-4f35-11ea-0522-f1d79e91b88a	20.165
9.85	9.7			11.3	11.3	11.3	2020-08-28	17:15	EUR			BMW 202012 P 68	BMW 202012 P 68 | 18 DEC 20 | P | A | 68.0000000000	XEUR	9.774999999999999				2020-08-28		Put	Equities	Options		59.6802689889719	0		f474f426-1f30-11e9-a2d0-b3645e528b7a	9.747734672852127
0.525	0.375			0.40850000000000003	0.40850000000000003	0.40850000000000003	2020-08-28	17:15	EUR			CNHI0I6.40	CNHI0I6.40 | 18 SEP 20 | C | A | 6.4000000000	XDMI	0.45				2020-08-28		Call	Equities	Options		6.705466757991773	0		75a807e6-579c-11ea-9e80-7a2e2d6fbb3b	0.44040165265093595
107.57	107.55			107.75999999999999	107.75999999999999	107.75999999999999	2020-08-28	17:15	USD			SPDR HLTH CARE	SPDR HLTH CARE	ARCX	107.56				2020-08-28		ETF	Equities	Collective investment vehicles			0		252714e4-514c-11e9-b8d0-ec23cf8de3db	107.56
75.22	75.14999999999999			75.58	75.58	75.58	2020-08-28	17:15	USD			ASHLAND GLB HLDN	ASHLAND GLB HLDN	XNYS	75.185				2020-08-28		Common/Ordinary shares	Equities	Equities			0		2500ab7e-514c-11e9-b8d0-ec23cf8de3db	75.185
0.13				0.14	0.14	0.14	2020-08-28	17:15	EUR			MRK 202009 P 88	MRK 202009 P 88 | 18 SEP 20 | P | A | 88.0000000000	XEUR	0.075				2020-08-28		Put	Equities	Options		113.39907067619156	0		b8ce505c-ddc1-11e9-9eb0-e7766f5ef7bc	0.0024150576664042356
0.0015	0.00030000000000000003			0.0009	0.0009	0.0009	2020-08-28	17:15	EUR			I05868	I05868	SEDX	0.0009				2020-08-28		Warrants Call	Equities	Rights		13.236323352850379	0		4071323e-1659-11ea-b3f0-689a4e2fd020	0.00000005019828117895669
0.0016	0.0001			0.0009	0.0009	0.0009	2020-08-28	17:15	EUR			I06170	I06170	SEDX	0.0008500000000000001				2020-08-28		Warrants Call	Equities	Rights		0.4018142805924778	0		d3ec5c7a-5211-11ea-8640-38c7f938b954	0.0000000000049729529185036605
166.54	166.47			165.99	165.99	165.99	2020-08-28	17:15	USD			HONEYWELL INTL	HONEYWELL INTL	XNYS	166.505				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a63f9ba-1f2e-11e9-a2d0-b3645e528b7a	166.505
52.68	52.589999999999996			52.71	52.71	52.71	2020-08-28	17:15	USD			FIRST AMERICAN	FIRST AMERICAN	XNYS	52.635				2020-08-28		Common/Ordinary shares	Equities	Equities			0		250702da-514c-11e9-b8d0-ec23cf8de3db	52.635
0.1965	0.0965			0.14300000000000002	0.14300000000000002	0.14300000000000002	2020-08-28	17:15	EUR			PIRC0U3.70	PIRC0U3.70 | 18 SEP 20 | P | A | 3.7000000000	XDMI	0.14650000000000002				2020-08-28		Put	Equities	Options		3.647665941036675	0		328161e2-e5a5-11e9-80e0-42d88dbc676c	0.15639048130343447
0.5005000000000001	0.402			0.379	0.379	0.379	2020-08-28	17:15	EUR			BMED0X6.40	BMED0X6.40 | 18 DEC 20 | P | A | 6.4000000000	XDMI	0.45125000000000004				2020-08-28		Put	Equities	Options		6.424992975256264	0		f5a23236-4654-11ea-8e40-bbe3d66bc088	0.44343402371257257
20.6	16.3			13	13	13	2020-08-28	17:15	EUR			OESX 202112 C 4200	OESX 202112 C 4200 | 17 DEC 21 | C | E | 4200.0000000000	XEUR	18.450000000000003				2020-08-28		Call	Equities	Options		3218.577745931895	0		f9fe7e9e-1f30-11e9-a2d0-b3645e528b7a	16.027115021903654
16.99	16.98			16.61	16.61	16.61	2020-08-28	17:15	USD			HELMERICH PAYNE	HELMERICH PAYNE	XNYS	16.985				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a5f982a-1f2e-11e9-a2d0-b3645e528b7a	16.985
803.5500000000001	793.5500000000001			791.89	791.89	791.89	2020-08-28	17:15	EUR			I03297	I03297	ETLX	798.5500000000001				2020-08-28		Combined Instruments	Equities	Miscellaneous			0		87bccc88-8933-11e9-b5b0-534c6b317bde	803.3871759855297
0.0245	0.0235			0.025	0.025	0.025	2020-08-28	17:15	EUR			I06370	I06370	SEDX	0.024				2020-08-28		Warrants Call	Equities	Rights		13.06171145927963	0		b3f63792-90e6-11ea-b430-b3e2b66d25c3	0.01740640428029927
179.4	176.8			183	183	183	2020-08-28	17:15	EUR			OESX 202012 C 3300	OESX 202012 C 3300 | 18 DEC 20 | C | E | 3300.0000000000	XEUR	178.10000000000002				2020-08-28		Call	Equities	Options		3303.7599849301655	0		f380d594-1f30-11e9-a2d0-b3645e528b7a	164.9024493092561
0.0017000000000000001	0.0012000000000000001			0.0016	0.0016	0.0016	2020-08-28	17:15	EUR			I05935	I05935	SEDX	0.0014500000000000001				2020-08-28		Warrants Call	Equities	Rights		9.397687056030382	0		406cbeca-1659-11ea-b3f0-689a4e2fd020	0.00026086502143347695
34.7	33.9			30.2	30.2	30.2	2020-08-28	17:15	EUR			OESX 202009 P 3200	OESX 202009 P 3200 | 18 SEP 20 | P | E | 3200.0000000000	XEUR	34.3				2020-08-28		Put	Equities	Options		3315	0		b87b4db2-ddc1-11e9-9eb0-e7766f5ef7bc	27.01880733436826
63.02	62.98			62.8	62.8	62.8	2020-08-28	17:15	EUR			SODEXO	SODEXO	XPAR	63				2020-08-28		Common/Ordinary shares	Equities	Equities			0		6e45ceac-1f2b-11e9-a2d0-b3645e528b7a	63
0.026000000000000002	0.02			0.025500000000000002	0.025500000000000002	0.025500000000000002	2020-08-28	17:15	EUR			I06248	I06248	SEDX	0.023				2020-08-28		Warrants Call	Equities	Rights		25.228656561259346	0		d3e86926-5211-11ea-8640-38c7f938b954	0.016259745970947394
0.1855	0.1675			0.117	0.117	0.117	2020-08-28	17:15	EUR			UCG0I8.80	UCG0I8.80 | 18 SEP 20 | C | A | 8.8000000000	XDMI	0.1765				2020-08-28		Call	Equities	Options		8.452567273809667	0		8897a070-ddc9-11e9-9eb0-e7766f5ef7bc	0.16677140654016093
0.0016	0.0001			0.0009	0.0009	0.0009	2020-08-28	17:15	EUR			I05716	I05716	SEDX	0.0008500000000000001				2020-08-28		Warrants Call	Equities	Rights		0.4018142805924778	0		a395080a-d5e9-11e9-ba50-35a1ce420b26	0.000000000053902560385866567
2.4				1	1	1	2020-08-28	17:15	EUR			OESX 202112 C 6000	OESX 202112 C 6000 | 17 DEC 21 | C | E | 6000.0000000000	XEUR	1.25				2020-08-28		Call	Equities	Options		3218.577745931895	0		f3839400-1f30-11e9-a2d0-b3645e528b7a	0.008477405612805633
0.2515	0.20650000000000002			0.203	0.203	0.203	2020-08-28	17:15	EUR			G0X11	G0X11 | 18 DEC 20 | P | A | 11.0000000000	XDMI	0.229				2020-08-28		Put	Equities	Options		13.06008777697816	0		4d4ff966-1f30-11e9-a2d0-b3645e528b7a	0.21837956651913223
1.482	1.3885			0.9005000000000001	0.9005000000000001	0.9005000000000001	2020-08-28	17:15	EUR			STM0U26	STM0U26 | 18 SEP 20 | P | A | 26.0000000000	XDMI	1.43525				2020-08-28		Put	Equities	Options		25.249226624881796	0		03dbec74-ee4a-11e9-bbe0-f9f7befc6c19	1.3710951840908023
36.15	36.14			36.29	36.29	36.29	2020-08-28	17:15	USD			XLRE	XLRE	ARCX	36.144999999999996				2020-08-28		Units	Equities	Equities			0		62072469-ce63-11e9-d3f0-a20403996386	36.144999999999996
79.69	79.56			81.41000000000001	81.41000000000001	81.41000000000001	2020-08-28	17:15	USD			FED RLTY INV TR	FED RLTY INV TR	XNYS	79.625				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5b222a5c-1f2e-11e9-a2d0-b3645e528b7a	79.625
0.10550000000000001	0.078			0.0795	0.0795	0.0795	2020-08-28	17:15	EUR			G0X9.50	G0X9.50 | 18 DEC 20 | P | A | 9.5000000000	XDMI	0.09175				2020-08-28		Put	Equities	Options		13.06008777697816	0		c6cdec0c-629c-11ea-b360-e4afb098eae1	0.08970584911465955
0.008	0.006			0.007	0.007	0.007	2020-08-28	17:15	EUR			I06131	I06131	SEDX	0.007				2020-08-28		Warrants Call	Equities	Rights		7.636026559266142	0		d3972a20-5211-11ea-8640-38c7f938b954	0.004049289124915745
0.069	0.0685			0.0685	0.0685	0.0685	2020-08-28	17:15	EUR			I06346	I06346	SEDX	0.06875				2020-08-28		Warrants Call	Equities	Rights		19749.400920989698	0		b3bcb468-90e6-11ea-b430-b3e2b66d25c3	0.05562640615808451
1950	1905			1910	1910	1910	2020-08-28	17:15	EUR			MIBO1C19000	MIBO1C19000 | 19 MAR 21 | C | E | 19000.0000000000	XDMI	1927.5				2020-08-28		Call	Equities	Options		19677.034198232654	0		e99b1f66-6cd3-11ea-a480-53318575c5c6	1894.1763168939433
11.9	11.75			11.950000000000001	11.950000000000001	11.950000000000001	2020-08-28	17:15	EUR			VLS	VLS	MTAA	11.825				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa2331a-1f2a-11e9-a2d0-b3645e528b7a	11.825
15.1	15.09			15.08	15.08	15.08	2020-08-28	17:15	USD			Cincinnati Bell	Cincinnati Bell	XNYS	15.094999999999999				2020-08-28		Common/Ordinary shares	Equities	Equities			0		6e8ddc24-bd0a-11e9-a380-e80223fbc853	15.094999999999999
0.15	0.05			0.1	0.1	0.1	2020-08-28	17:15	USD			IBM Jan1 200.0 C	IBM Jan1 200.0 C | 15 JAN 21 | C | A | 200.0000000000	OPRA	0.1				2020-08-28		Call	Equities	Options		123.1451987842221	0		7dc7a834-5151-11e9-b8d0-ec23cf8de3db	0.003725635685243123
82.02	81.96000000000001			82.36999999999999	82.36999999999999	82.36999999999999	2020-08-28	17:15	USD			CYRUSONE INC	CYRUSONE INC	XNAS	81.99000000000001				2020-08-28		Common/Ordinary shares	Equities	Equities			0		25824d00-514c-11e9-b8d0-ec23cf8de3db	81.99000000000001
431.35	429.2			434.9	434.9	434.9	2020-08-28	17:15	EUR			ADOBE EUR	ADOBE EUR	XETR	430.275				2020-08-28		Common/Ordinary shares	Equities	Equities			0		34432fa8-1f2e-11e9-a2d0-b3645e528b7a	430.7797950000001
0.066	0.059000000000000004			0.0545	0.0545	0.0545	2020-08-28	17:15	EUR			TIT1L0.40	TIT1L0.40 | 17 DEC 21 | C | A | .4000000000	XDMI	0.0625				2020-08-28		Call	Equities	Options		0.39061090241844254	0		4c3d53de-1f30-11e9-a2d0-b3645e528b7a	0.06293934042830476
0.9196	0.919			0.929	0.929	0.929	2020-08-28	17:15	EUR			JUVE	JUVE	MTAA	0.9193				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9bfad6-1f2a-11e9-a2d0-b3645e528b7a	0.9193
93.83999999999999	93.75999999999999			93.02000000000001	93.02000000000001	93.02000000000001	2020-08-28	17:15	USD			ZENDESK ORD	ZENDESK ORD	XNYS	93.79999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a8a3076-1f2e-11e9-a2d0-b3645e528b7a	93.79999999999998
87.42	87.31			86.95	86.95	86.95	2020-08-28	17:15	USD			DAVITA INC	DAVITA INC	XNYS	87.36500000000001				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5ae4b4b0-1f2e-11e9-a2d0-b3645e528b7a	87.36500000000001
0.0975	0.062			0.10600000000000001	0.10600000000000001	0.10600000000000001	2020-08-28	17:15	EUR			TEN0I5.20	TEN0I5.20 | 18 SEP 20 | C | A | 5.2000000000	XDMI	0.07975				2020-08-28		Call	Equities	Options		4.910877100828327	0		c9959bc4-629c-11ea-b360-e4afb098eae1	0.08502181520608712
0.003	0.0012000000000000001			0.0024000000000000002	0.0024000000000000002	0.0024000000000000002	2020-08-28	17:15	EUR			I06120	I06120	SEDX	0.0021000000000000003				2020-08-28		Warrants Call	Equities	Rights		7.422579800037429	0		d3bfea64-5211-11ea-8640-38c7f938b954	0.0004592609194651008
6.146	6.14			6.156	6.156	6.156	2020-08-28	17:15	EUR			SES	SES	XPAR	6.143				2020-08-28		Common/Ordinary shares	Equities	Equities			0		6e47ff06-1f2b-11e9-a2d0-b3645e528b7a	6.143
0.081	0.0047			0.028	0.028	0.028	2020-08-28	17:15	EUR			MB0X4.80	MB0X4.80 | 18 DEC 20 | P | A | 4.8000000000	XDMI	0.04285				2020-08-28		Put	Equities	Options		7.4363113409689685	0		9834d0d6-494d-11e9-9970-3027219c6795	0.024007359215283706
61.519999999999996	61.459999999999994			60.900000000000006	60.900000000000006	60.900000000000006	2020-08-28	17:15	USD			Raytheon Technologies Corporation	Raytheon Technologies Corporation	XNYS	61.489999999999995				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a65c588-1f2e-11e9-a2d0-b3645e528b7a	61.489999999999995
12.979999999999999	12.959999999999999			12.850000000000001	12.850000000000001	12.850000000000001	2020-08-28	17:15	USD			GMRE	GMRE	XNYS	12.969999999999999				2020-08-28		Common/Ordinary shares	Equities	Equities			0		c8716b18-3167-11ea-0575-fb90db737694	12.969999999999999
29.73	29.72			29.66	29.66	29.66	2020-08-28	17:15	USD			NUANCE COMMNCTNS	NUANCE COMMNCTNS	XNAS	29.725				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5ac4a850-1f2e-11e9-a2d0-b3645e528b7a	29.725
0.02				0.31	0.31	0.31	2020-08-28	17:15	EUR			AXA 202009 C 22	AXA 202009 C 22 | 18 SEP 20 | C | A | 22.0000000000	XEUR	0.015				2020-08-28		Call	Equities	Options		17.504997385668396	0		b48783ec-ddc1-11e9-9eb0-e7766f5ef7bc	0.0029208092178912466
139.75	139.64			140.53	140.53	140.53	2020-08-28	17:15	USD			ZIMMER HOLDINGS	ZIMMER HOLDINGS	XNYS	139.695				2020-08-28		Common/Ordinary shares	Equities	Equities			0		36683c04-5ab8-11e9-9720-4e7c81754902	139.695
28.58	28.57			28.130000000000003	28.130000000000003	28.130000000000003	2020-08-28	17:15	USD			Elanco Animal Health Inc	Elanco Animal Health Inc	XNYS	28.575				2020-08-28		Common/Ordinary shares	Equities	Equities			0		25859d70-514c-11e9-b8d0-ec23cf8de3db	28.575
46.69	46.66			46.86	46.86	46.86	2020-08-28	17:15	USD			BJAS WHLSL CLB	BJAS WHLSL CLB	XNYS	46.675				2020-08-28		Common/Ordinary shares	Equities	Equities			0		2515b4d8-514c-11e9-b8d0-ec23cf8de3db	46.675
0.0135	0.012			0.0145	0.0145	0.0145	2020-08-28	17:15	EUR			I06462	I06462	SEDX	0.012750000000000001				2020-08-28		Warrants Call	Equities	Rights		9.199280710648315	0		b39f9324-90e6-11ea-b430-b3e2b66d25c3	0.008361019131075708
3316	3314			3321	3321	3321	2020-08-28	17:15	EUR			FESX 202009	FESX 202009 | SEP 20	XEUR	3315				2020-08-28		Financial Futures	Equities	Futures		3315	0		f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	3315
							2020-08-28	17:15	EUR			OESX 202412 P 2100	OESX 202412 P 2100 | 20 DEC 24 | P | E | 2100.0000000000	XEUR	200.6				2020-08-28		Put	Equities	Options		2986.427945224589	0		f971d7e6-1f30-11e9-a2d0-b3645e528b7a	183.53562338265613
161.05	161			160.70000000000002	160.70000000000002	160.70000000000002	2020-08-28	17:15	SEK			EQTAB	EQTAB	XSTO	161.025				2020-08-28		Common/Ordinary shares	Equities	Equities			0		d7be9152-434b-11ea-ba6b-bffbb95b5697	161.025
10.15	10.01			10.07	10.07	10.07	2020-08-28	17:15	USD			BRLIU	BRLIU	ARCX	10.08				2020-08-28		Units	Equities	Equities			0		d6836c2a-b536-11ea-91a4-bbbbb8cb4493	10.08
625	605			555	555	555	2020-08-28	17:15	EUR			MIBO0V19500	MIBO0V19500 | 16 OCT 20 | P | E | 19500.0000000000	XDMI	615				2020-08-28		Put	Equities	Options		19868.24329581051	0		3efd8a70-ca4e-11ea-bfb0-7047c6039bd4	576.6516527850345
0.011000000000000001	0.0001			0.011000000000000001	0.011000000000000001	0.011000000000000001	2020-08-28	17:15	EUR			ENEL0U5.40	ENEL0U5.40 | 18 SEP 20 | P | A | 5.4000000000	XDMI	0.00555				2020-08-28		Put	Equities	Options		7.642252556745058	0		88a0ca88-ddc9-11e9-9eb0-e7766f5ef7bc	0.004313153754950468
348.91999999999996	348.89			348.33	348.33	348.33	2020-08-28	17:15	USD			SPDR S&P 500	SPDR S&P 500	ARCX	348.905				2020-08-28		Units	Equities	Equities			0		5af1c470-1f2e-11e9-a2d0-b3645e528b7a	348.905
125.12	124.89			122.75999999999999	122.75999999999999	122.75999999999999	2020-08-28	17:15	USD			VARONIS SYSTEMS	VARONIS SYSTEMS	XNAS	125.005				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5abebdc8-1f2e-11e9-a2d0-b3645e528b7a	125.005
1.4655	1.437			1.5415	1.5415	1.5415	2020-08-28	17:15	EUR			ENEL1F6.40	ENEL1F6.40 | 18 JUN 21 | C | A | 6.4000000000	XDMI	1.45125				2020-08-28		Call	Equities	Options		7.484902194538376	0		4e260164-1f30-11e9-a2d0-b3645e528b7a	1.434083766160935
26.15	26.1			24.75	24.75	24.75	2020-08-28	17:15	EUR			FVS 202009	FVS 202009 | SEP 20	XEUR	26.125				2020-08-28		Financial Futures	Equities	Futures		26.125	0		9cbeeb78-3da8-11ea-a6b0-c31b2947a591	26.125
22.939999999999998	22.9			22.84	22.84	22.84	2020-08-28	17:15	USD			ARCONIC USD	ARCONIC USD	XNYS	22.919999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5b254598-1f2e-11e9-a2d0-b3645e528b7a	
0.28	0.2			0.15	0.15	0.15	2020-08-28	17:15	EUR			BAY 202012 C 82	BAY 202012 C 82 | 18 DEC 20 | C | A | 82.0000000000	XEUR	0.24000000000000002				2020-08-28		Call	Equities	Options		54.95079495277472	0		4df72742-165e-11ea-b3f0-689a4e2fd020	0.12512072589499085
